P,epsilon,N,budget,min_prize,max_prize,g,avg_len,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,k_1_winners,k_1_num_winners,k_1_util,k_1_egal,k_1_nash,k_1_comp,k_2_winners,k_2_num_winners,k_2_util,k_2_egal,k_2_nash,k_2_comp,k_3_winners,k_3_num_winners,k_3_util,k_3_egal,k_3_nash,k_3_comp,k_4_winners,k_4_num_winners,k_4_util,k_4_egal,k_4_nash,k_4_comp,k_5_winners,k_5_num_winners,k_5_util,k_5_egal,k_5_nash,k_5_comp,k_6_winners,k_6_num_winners,k_6_util,k_6_egal,k_6_nash,k_6_comp,k_7_winners,k_7_num_winners,k_7_util,k_7_egal,k_7_nash,k_7_comp,k_8_winners,k_8_num_winners,k_8_util,k_8_egal,k_8_nash,k_8_comp,k_9_winners,k_9_num_winners,k_9_util,k_9_egal,k_9_nash,k_9_comp,k_10_winners,k_10_num_winners,k_10_util,k_10_egal,k_10_nash,k_10_comp,k_11_winners,k_11_num_winners,k_11_util,k_11_egal,k_11_nash,k_11_comp,k_12_winners,k_12_num_winners,k_12_util,k_12_egal,k_12_nash,k_12_comp,k_13_winners,k_13_num_winners,k_13_util,k_13_egal,k_13_nash,k_13_comp,k_14_winners,k_14_num_winners,k_14_util,k_14_egal,k_14_nash,k_14_comp,k_15_winners,k_15_num_winners,k_15_util,k_15_egal,k_15_nash,k_15_comp,k_16_winners,k_16_num_winners,k_16_util,k_16_egal,k_16_nash,k_16_comp,k_17_winners,k_17_num_winners,k_17_util,k_17_egal,k_17_nash,k_17_comp,k_18_winners,k_18_num_winners,k_18_util,k_18_egal,k_18_nash,k_18_comp,k_19_winners,k_19_num_winners,k_19_util,k_19_egal,k_19_nash,k_19_comp,k_20_winners,k_20_num_winners,k_20_util,k_20_egal,k_20_nash,k_20_comp,k_21_winners,k_21_num_winners,k_21_util,k_21_egal,k_21_nash,k_21_comp,k_22_winners,k_22_num_winners,k_22_util,k_22_egal,k_22_nash,k_22_comp,k_23_winners,k_23_num_winners,k_23_util,k_23_egal,k_23_nash,k_23_comp,k_24_winners,k_24_num_winners,k_24_util,k_24_egal,k_24_nash,k_24_comp,k_25_winners,k_25_num_winners,k_25_util,k_25_egal,k_25_nash,k_25_comp,k_26_winners,k_26_num_winners,k_26_util,k_26_egal,k_26_nash,k_26_comp,k_27_winners,k_27_num_winners,k_27_util,k_27_egal,k_27_nash,k_27_comp,k_28_winners,k_28_num_winners,k_28_util,k_28_egal,k_28_nash,k_28_comp,k_29_winners,k_29_num_winners,k_29_util,k_29_egal,k_29_nash,k_29_comp
30,10,500,40,15,25,1,2.0,24,16,23,23,21,15,17,16,16,24,16,19,17,22,20,16,20,24,18,19,20,22,20,15,22,17,18,19,17,22,27 22,2,0.07738156884153768,0.020415227143370678,-2.5922986652874114,4.838,11 22,2,0.07912890870723456,0.016046736112883136,-2.5710216125543073,4.876,11 22,2,0.07912890870723456,0.016046736112883136,-2.5710216125543073,4.876,11 22,2,0.07912890870723456,0.016046736112883136,-2.5710216125543073,4.876,11 22,2,0.07912890870723456,0.016046736112883136,-2.5710216125543073,4.876,11 22,2,0.07912890870723456,0.016046736112883136,-2.5710216125543073,4.876,11 22,2,0.07912890870723456,0.016046736112883136,-2.5710216125543073,4.876,11 22,2,0.07912890870723456,0.016046736112883136,-2.5710216125543073,4.876,11 12,2,0.07878316551748299,0.029981143660673334,-2.5715227081443426,4.668,11 12,2,0.07878316551748299,0.029981143660673334,-2.5715227081443426,4.668,12 22,2,0.07969019290731878,0.024144820468484304,-2.5594172706517346,4.832,12 22,2,0.07969019290731878,0.024144820468484304,-2.5594172706517346,4.832,12 22,2,0.07969019290731878,0.024144820468484304,-2.5594172706517346,4.832,12 22,2,0.07969019290731878,0.024144820468484304,-2.5594172706517346,4.832,12 22,2,0.07969019290731878,0.024144820468484304,-2.5594172706517346,4.832,12 22,2,0.07969019290731878,0.024144820468484304,-2.5594172706517346,4.832,12 22,2,0.07969019290731878,0.024144820468484304,-2.5594172706517346,4.832,12 22,2,0.07969019290731878,0.024144820468484304,-2.5594172706517346,4.832,11 12,2,0.07878316551748299,0.029981143660673334,-2.5715227081443426,4.668,12 22,2,0.07969019290731878,0.024144820468484304,-2.5594172706517346,4.832,12 22,2,0.07969019290731878,0.024144820468484304,-2.5594172706517346,4.832,12 22,2,0.07969019290731878,0.024144820468484304,-2.5594172706517346,4.832,12 22,2,0.07969019290731878,0.024144820468484304,-2.5594172706517346,4.832,12 22,2,0.07969019290731878,0.024144820468484304,-2.5594172706517346,4.832,12 22,2,0.07969019290731878,0.024144820468484304,-2.5594172706517346,4.832,12 22,2,0.07969019290731878,0.024144820468484304,-2.5594172706517346,4.832,12 22,2,0.07969019290731878,0.024144820468484304,-2.5594172706517346,4.832,12 22,2,0.07969019290731878,0.024144820468484304,-2.5594172706517346,4.832,12 20,2,0.07788588356382797,0.022178078236143508,-2.581631857997768,4.472
30,10,500,40,15,25,1,2.0,23,24,16,20,24,20,15,23,23,15,16,16,24,19,24,17,21,22,18,24,23,24,17,22,17,17,15,18,19,20,11 21,2,0.0776602475148327,0.016391357354932735,-2.5905489582900074,5.152,11 21,2,0.0776602475148327,0.016391357354932735,-2.5905489582900074,5.152,11 21,2,0.0776602475148327,0.016391357354932735,-2.5905489582900074,5.152,11 21,2,0.0776602475148327,0.016391357354932735,-2.5905489582900074,5.152,11 21,2,0.0776602475148327,0.016391357354932735,-2.5905489582900074,5.152,11 21,2,0.0776602475148327,0.016391357354932735,-2.5905489582900074,5.152,11 21,2,0.0776602475148327,0.016391357354932735,-2.5905489582900074,5.152,11 21,2,0.0776602475148327,0.016391357354932735,-2.5905489582900074,5.152,11 21,2,0.0776602475148327,0.016391357354932735,-2.5905489582900074,5.152,11 21,2,0.0776602475148327,0.016391357354932735,-2.5905489582900074,5.152,11 21,2,0.0776602475148327,0.016391357354932735,-2.5905489582900074,5.152,11 28,2,0.07757099566377249,0.02273486179616835,-2.5887171192739107,5.418,11 28,2,0.07757099566377249,0.02273486179616835,-2.5887171192739107,5.418,11 28,2,0.07757099566377249,0.02273486179616835,-2.5887171192739107,5.418,11 28,2,0.07757099566377249,0.02273486179616835,-2.5887171192739107,5.418,11 28,2,0.07757099566377249,0.02273486179616835,-2.5887171192739107,5.418,11 28,2,0.07757099566377249,0.02273486179616835,-2.5887171192739107,5.418,11 21,2,0.0776602475148327,0.016391357354932735,-2.5905489582900074,5.152,11 28,2,0.07757099566377249,0.02273486179616835,-2.5887171192739107,5.418,11 21,2,0.0776602475148327,0.016391357354932735,-2.5905489582900074,5.152,11 28,2,0.07757099566377249,0.02273486179616835,-2.5887171192739107,5.418,11 28,2,0.07757099566377249,0.02273486179616835,-2.5887171192739107,5.418,11 28,2,0.07757099566377249,0.02273486179616835,-2.5887171192739107,5.418,11 28,2,0.07757099566377249,0.02273486179616835,-2.5887171192739107,5.418,11 28,2,0.07757099566377249,0.02273486179616835,-2.5887171192739107,5.418,11 28,2,0.07757099566377249,0.02273486179616835,-2.5887171192739107,5.418,11 28,2,0.07757099566377249,0.02273486179616835,-2.5887171192739107,5.418,11 28,2,0.07757099566377249,0.02273486179616835,-2.5887171192739107,5.418,11 28,2,0.07757099566377249,0.02273486179616835,-2.5887171192739107,5.418
30,10,500,40,15,25,1,2.0,15,24,16,17,21,24,23,19,21,21,15,24,15,19,20,23,16,20,16,20,18,24,19,17,24,18,20,17,24,19,12 5,2,0.07348673067458353,0.017648219800752277,-2.65326895667804,3.918,12 5,2,0.07348673067458353,0.017648219800752277,-2.65326895667804,3.918,12 5,2,0.07348673067458353,0.017648219800752277,-2.65326895667804,3.918,12 5,2,0.07348673067458353,0.017648219800752277,-2.65326895667804,3.918,12 5,2,0.07348673067458353,0.017648219800752277,-2.65326895667804,3.918,12 5,2,0.07348673067458353,0.017648219800752277,-2.65326895667804,3.918,12 5,2,0.07348673067458353,0.017648219800752277,-2.65326895667804,3.918,12 5,2,0.07348673067458353,0.017648219800752277,-2.65326895667804,3.918,12 5,2,0.07348673067458353,0.017648219800752277,-2.65326895667804,3.918,12 5,2,0.07348673067458353,0.017648219800752277,-2.65326895667804,3.918,12 5,2,0.07348673067458353,0.017648219800752277,-2.65326895667804,3.918,12 5,2,0.07348673067458353,0.017648219800752277,-2.65326895667804,3.918,12 5,2,0.07348673067458353,0.017648219800752277,-2.65326895667804,3.918,12 5,2,0.07348673067458353,0.017648219800752277,-2.65326895667804,3.918,12 5,2,0.07348673067458353,0.017648219800752277,-2.65326895667804,3.918,12 5,2,0.07348673067458353,0.017648219800752277,-2.65326895667804,3.918,1 12,2,0.0722591239521984,0.029441976169574086,-2.661399601954851,2.958,2 5,2,0.07202865293719225,0.013648711716664205,-2.6701561521073844,3.088,8 13,2,0.07626438265721336,0.021342700111700218,-2.608773075398439,4.232,8 13,2,0.07626438265721336,0.021342700111700218,-2.608773075398439,4.232,8 13,2,0.07626438265721336,0.021342700111700218,-2.608773075398439,4.232,8 13,2,0.07626438265721336,0.021342700111700218,-2.608773075398439,4.232,8 29,2,0.0766765360750357,0.02236863815982095,-2.6024071268471607,4.46,8 29,2,0.0766765360750357,0.02236863815982095,-2.6024071268471607,4.46,8 29,2,0.0766765360750357,0.02236863815982095,-2.6024071268471607,4.46,8 29,2,0.0766765360750357,0.02236863815982095,-2.6024071268471607,4.46,8 29,2,0.0766765360750357,0.02236863815982095,-2.6024071268471607,4.46,24 12,2,0.07235714589303698,0.01820335210444292,-2.6648773930338727,3.342,1 2,2,0.07080104621480711,0.019132055258585703,-2.684153211116305,2.128
30,10,500,40,15,25,1,2.0,21,22,24,20,20,16,15,23,24,21,15,19,22,16,20,17,17,23,17,21,15,20,19,19,20,24,15,19,20,19,29 21,2,0.0767509279071343,0.025638448049187797,-2.5981561430341156,5.222,12 6,2,0.07613531964563518,0.016889269419012136,-2.611475832316657,4.014,3 21,2,0.07664159677616024,0.011341479822377704,-2.604344294743243,4.72,0 29,2,0.07665800448110136,0.019600881507217102,-2.6053314764156057,4.722,3 21,2,0.07664159677616024,0.011341479822377704,-2.604344294743243,4.72,0 29,2,0.07665800448110136,0.019600881507217102,-2.6053314764156057,4.722,3 21,2,0.07664159677616024,0.011341479822377704,-2.604344294743243,4.72,3 21,2,0.07664159677616024,0.011341479822377704,-2.604344294743243,4.72,0 29,2,0.07665800448110136,0.019600881507217102,-2.6053314764156057,4.722,0 29,2,0.07665800448110136,0.019600881507217102,-2.6053314764156057,4.722,0 29,2,0.07665800448110136,0.019600881507217102,-2.6053314764156057,4.722,12 6,2,0.07613531964563518,0.016889269419012136,-2.611475832316657,4.014,12 6,2,0.07613531964563518,0.016889269419012136,-2.611475832316657,4.014,12 6,2,0.07613531964563518,0.016889269419012136,-2.611475832316657,4.014,12 6,2,0.07613531964563518,0.016889269419012136,-2.611475832316657,4.014,12 6,2,0.07613531964563518,0.016889269419012136,-2.611475832316657,4.014,12 6,2,0.07613531964563518,0.016889269419012136,-2.611475832316657,4.014,12 6,2,0.07613531964563518,0.016889269419012136,-2.611475832316657,4.014,16 12,2,0.07558687565316623,0.023346093104815106,-2.6112532304766574,3.862,16 12,2,0.07558687565316623,0.023346093104815106,-2.6112532304766574,3.862,12 6,2,0.07613531964563518,0.016889269419012136,-2.611475832316657,4.014,21 14,2,0.07632599890767704,0.022172092914727035,-2.604640569357527,4.48,16 14,2,0.0747983629858893,0.02075852733689044,-2.621046158743165,4.158,14 6,2,0.07534680697835824,0.03329888110905663,-2.6135059087246564,4.31,21 14,2,0.07632599890767704,0.022172092914727035,-2.604640569357527,4.48,3 14,2,0.07565617138226786,0.018509471615128722,-2.616287543691373,4.0,3 14,2,0.07565617138226786,0.018509471615128722,-2.616287543691373,4.0,3 14,2,0.07565617138226786,0.018509471615128722,-2.616287543691373,4.0,16 14,2,0.0747983629858893,0.02075852733689044,-2.621046158743165,4.158
30,10,500,40,15,25,1,2.0,22,24,22,21,18,24,19,22,20,20,15,22,21,22,22,22,18,15,19,23,21,18,16,16,21,21,21,22,18,21,1 23,2,0.07726591974379181,0.026706179921858003,-2.5927200497166636,5.376,1 23,2,0.07726591974379181,0.026706179921858003,-2.5927200497166636,5.376,5 23,2,0.07897309381187699,0.02446303363183908,-2.572156460266143,5.664,5 23,2,0.07897309381187699,0.02446303363183908,-2.572156460266143,5.664,5 23,2,0.07897309381187699,0.02446303363183908,-2.572156460266143,5.664,5 23,2,0.07897309381187699,0.02446303363183908,-2.572156460266143,5.664,5 23,2,0.07897309381187699,0.02446303363183908,-2.572156460266143,5.664,5 23,2,0.07897309381187699,0.02446303363183908,-2.572156460266143,5.664,5 23,2,0.07897309381187699,0.02446303363183908,-2.572156460266143,5.664,5 23,2,0.07897309381187699,0.02446303363183908,-2.572156460266143,5.664,5 23,2,0.07897309381187699,0.02446303363183908,-2.572156460266143,5.664,5 23,2,0.07897309381187699,0.02446303363183908,-2.572156460266143,5.664,5 23,2,0.07897309381187699,0.02446303363183908,-2.572156460266143,5.664,5 23,2,0.07897309381187699,0.02446303363183908,-2.572156460266143,5.664,5 23,2,0.07897309381187699,0.02446303363183908,-2.572156460266143,5.664,5 23,2,0.07897309381187699,0.02446303363183908,-2.572156460266143,5.664,25 23,2,0.07808951489049364,0.02629232924952299,-2.5831619592632644,5.814,5 23,2,0.07897309381187699,0.02446303363183908,-2.572156460266143,5.664,25 23,2,0.07808951489049364,0.02629232924952299,-2.5831619592632644,5.814,25 23,2,0.07808951489049364,0.02629232924952299,-2.5831619592632644,5.814,25 23,2,0.07808951489049364,0.02629232924952299,-2.5831619592632644,5.814,26 23,2,0.07832728610064944,0.02585331115295613,-2.5816993651757905,5.94,26 23,2,0.07832728610064944,0.02585331115295613,-2.5816993651757905,5.94,26 23,2,0.07832728610064944,0.02585331115295613,-2.5816993651757905,5.94,26 23,2,0.07832728610064944,0.02585331115295613,-2.5816993651757905,5.94,26 22,2,0.07695266068696703,0.025656750496940987,-2.5967013226029807,5.108,26 22,2,0.07695266068696703,0.025656750496940987,-2.5967013226029807,5.108,5 22,2,0.07759846839819459,0.021719287343822197,-2.590251993820829,4.832,5 22,2,0.07759846839819459,0.021719287343822197,-2.590251993820829,4.832
30,10,500,40,15,25,1,2.0,19,20,17,19,16,23,17,20,18,16,16,16,19,21,20,20,15,20,19,17,23,21,16,19,21,16,21,15,22,16,1 14,2,0.07948141561275758,0.021605915891855884,-2.5630328120650687,5.6,1 14,2,0.07948141561275758,0.021605915891855884,-2.5630328120650687,5.6,1 9,2,0.07940094905753191,0.024728225220040312,-2.5644200610268486,5.232,1 9,2,0.07940094905753191,0.024728225220040312,-2.5644200610268486,5.232,1 14,2,0.07948141561275758,0.021605915891855884,-2.5630328120650687,5.6,16 1,2,0.07883289750136759,0.023703518310020343,-2.5699687387087162,5.08,16 1,2,0.07883289750136759,0.023703518310020343,-2.5699687387087162,5.08,1 29,2,0.07921373071271666,0.02734199271874265,-2.56509518119038,4.848,1 14,2,0.07948141561275758,0.021605915891855884,-2.5630328120650687,5.6,1 14,2,0.07948141561275758,0.021605915891855884,-2.5630328120650687,5.6,9 14,2,0.07911250076733142,0.023774102462107295,-2.569354498039125,5.232,9 14,2,0.07911250076733142,0.023774102462107295,-2.569354498039125,5.232,9 13,2,0.07923399661541813,0.024604741859803478,-2.5612960559439064,4.868,9 13,2,0.07923399661541813,0.024604741859803478,-2.5612960559439064,4.868,9 13,2,0.07923399661541813,0.024604741859803478,-2.5612960559439064,4.868,9 13,2,0.07923399661541813,0.024604741859803478,-2.5612960559439064,4.868,9 13,2,0.07923399661541813,0.024604741859803478,-2.5612960559439064,4.868,29 13,2,0.07904677827060289,0.027788102355473875,-2.562814268369286,4.484,9 29,2,0.07884481586729049,0.03063073864126871,-2.568517230667868,4.48,9 29,2,0.07884481586729049,0.03063073864126871,-2.568517230667868,4.48,13 29,2,0.07904677827060289,0.027788102355473875,-2.562814268369286,4.484,13 29,2,0.07904677827060289,0.027788102355473875,-2.562814268369286,4.484,13 29,2,0.07904677827060289,0.027788102355473875,-2.562814268369286,4.484,29 13,2,0.07904677827060289,0.027788102355473875,-2.562814268369286,4.484,13 29,2,0.07904677827060289,0.027788102355473875,-2.562814268369286,4.484,13 29,2,0.07904677827060289,0.027788102355473875,-2.562814268369286,4.484,13 29,2,0.07904677827060289,0.027788102355473875,-2.562814268369286,4.484,16 29,2,0.07827676431112615,0.02751947876298501,-2.57521834904542,4.328,16 29,2,0.07827676431112615,0.02751947876298501,-2.57521834904542,4.328
30,10,500,40,15,25,1,2.0,16,21,16,23,17,19,15,22,16,18,17,19,17,22,18,24,22,17,19,17,16,21,24,17,22,22,23,24,15,23,18 6,2,0.07677430655007564,0.019173099837322308,-2.5972690809534416,5.076,18 6,2,0.07677430655007564,0.019173099837322308,-2.5972690809534416,5.076,13 6,2,0.07758270153056837,0.020190392370755973,-2.58605376552033,4.934,13 6,2,0.07758270153056837,0.020190392370755973,-2.58605376552033,4.934,13 6,2,0.07758270153056837,0.020190392370755973,-2.58605376552033,4.934,13 6,2,0.07758270153056837,0.020190392370755973,-2.58605376552033,4.934,13 6,2,0.07758270153056837,0.020190392370755973,-2.58605376552033,4.934,13 6,2,0.07758270153056837,0.020190392370755973,-2.58605376552033,4.934,2 13,2,0.07724668907498498,0.028780666231886933,-2.592746655566116,4.776,13 6,2,0.07758270153056837,0.020190392370755973,-2.58605376552033,4.934,2 13,2,0.07724668907498498,0.028780666231886933,-2.592746655566116,4.776,12 13,2,0.07662101049484042,0.025844965261236058,-2.599367082489415,3.928,13 6,2,0.07758270153056837,0.020190392370755973,-2.58605376552033,4.934,13 6,2,0.07758270153056837,0.020190392370755973,-2.58605376552033,4.934,13 6,2,0.07758270153056837,0.020190392370755973,-2.58605376552033,4.934,12 13,2,0.07662101049484042,0.025844965261236058,-2.599367082489415,3.928,2 13,2,0.07724668907498498,0.028780666231886933,-2.592746655566116,4.776,2 13,2,0.07724668907498498,0.028780666231886933,-2.592746655566116,4.776,2 13,2,0.07724668907498498,0.028780666231886933,-2.592746655566116,4.776,18 2,2,0.07643829409449225,0.02208594248524826,-2.6025488234721643,4.918,2 13,2,0.07724668907498498,0.028780666231886933,-2.592746655566116,4.776,18 2,2,0.07643829409449225,0.02208594248524826,-2.6025488234721643,4.918,18 2,2,0.07643829409449225,0.02208594248524826,-2.6025488234721643,4.918,18 6,2,0.07677430655007564,0.019173099837322308,-2.5972690809534416,5.076,18 6,2,0.07677430655007564,0.019173099837322308,-2.5972690809534416,5.076,13 6,2,0.07758270153056837,0.020190392370755973,-2.58605376552033,4.934,13 6,2,0.07758270153056837,0.020190392370755973,-2.58605376552033,4.934,18 6,2,0.07677430655007564,0.019173099837322308,-2.5972690809534416,5.076,13 6,2,0.07758270153056837,0.020190392370755973,-2.58605376552033,4.934
30,10,500,40,15,25,1,2.0,18,18,24,21,24,17,23,20,24,18,15,19,23,18,24,18,21,17,19,22,23,21,20,23,20,17,19,23,17,21,9 28,2,0.07985896197703547,0.01859125596992393,-2.556761275301225,7.022,9 28,2,0.07985896197703547,0.01859125596992393,-2.556761275301225,7.022,9 28,2,0.07985896197703547,0.01859125596992393,-2.556761275301225,7.022,9 28,2,0.07985896197703547,0.01859125596992393,-2.556761275301225,7.022,9 28,2,0.07985896197703547,0.01859125596992393,-2.556761275301225,7.022,9 28,2,0.07985896197703547,0.01859125596992393,-2.556761275301225,7.022,9 28,2,0.07985896197703547,0.01859125596992393,-2.556761275301225,7.022,9 28,2,0.07985896197703547,0.01859125596992393,-2.556761275301225,7.022,3 28,2,0.0799871998130919,0.028306450609666016,-2.554114661730911,6.158,3 28,2,0.0799871998130919,0.028306450609666016,-2.554114661730911,6.158,3 28,2,0.0799871998130919,0.028306450609666016,-2.554114661730911,6.158,3 28,2,0.0799871998130919,0.028306450609666016,-2.554114661730911,6.158,3 28,2,0.0799871998130919,0.028306450609666016,-2.554114661730911,6.158,3 28,2,0.0799871998130919,0.028306450609666016,-2.554114661730911,6.158,3 28,2,0.0799871998130919,0.028306450609666016,-2.554114661730911,6.158,3 28,2,0.0799871998130919,0.028306450609666016,-2.554114661730911,6.158,3 28,2,0.0799871998130919,0.028306450609666016,-2.554114661730911,6.158,3 28,2,0.0799871998130919,0.028306450609666016,-2.554114661730911,6.158,3 28,2,0.0799871998130919,0.028306450609666016,-2.554114661730911,6.158,3 28,2,0.0799871998130919,0.028306450609666016,-2.554114661730911,6.158,3 28,2,0.0799871998130919,0.028306450609666016,-2.554114661730911,6.158,3 28,2,0.0799871998130919,0.028306450609666016,-2.554114661730911,6.158,3 28,2,0.0799871998130919,0.028306450609666016,-2.554114661730911,6.158,3 28,2,0.0799871998130919,0.028306450609666016,-2.554114661730911,6.158,3 28,2,0.0799871998130919,0.028306450609666016,-2.554114661730911,6.158,3 28,2,0.0799871998130919,0.028306450609666016,-2.554114661730911,6.158,3 28,2,0.0799871998130919,0.028306450609666016,-2.554114661730911,6.158,3 28,2,0.0799871998130919,0.028306450609666016,-2.554114661730911,6.158,9 3,2,0.07920932894974098,0.02203948273885,-2.566238394549276,5.904
30,10,500,40,15,25,1,2.0,18,24,20,21,23,22,19,24,16,16,23,16,19,16,16,20,22,24,20,16,22,18,20,23,16,18,15,21,22,20,24 23,2,0.0782984135695068,0.028484248686690472,-2.579166887750342,4.794,20 21,2,0.0791811848569442,0.024112695820048567,-2.5656906261544017,5.504,20 21,2,0.0791811848569442,0.024112695820048567,-2.5656906261544017,5.504,20 21,2,0.0791811848569442,0.024112695820048567,-2.5656906261544017,5.504,20 21,2,0.0791811848569442,0.024112695820048567,-2.5656906261544017,5.504,24 21,2,0.07850424487408753,0.017726422597692804,-2.573410056396695,6.164,24 21,2,0.07850424487408753,0.017726422597692804,-2.573410056396695,6.164,24 21,2,0.07850424487408753,0.017726422597692804,-2.573410056396695,6.164,20 21,2,0.0791811848569442,0.024112695820048567,-2.5656906261544017,5.504,20 21,2,0.0791811848569442,0.024112695820048567,-2.5656906261544017,5.504,20 21,2,0.0791811848569442,0.024112695820048567,-2.5656906261544017,5.504,20 21,2,0.0791811848569442,0.024112695820048567,-2.5656906261544017,5.504,20 21,2,0.0791811848569442,0.024112695820048567,-2.5656906261544017,5.504,20 21,2,0.0791811848569442,0.024112695820048567,-2.5656906261544017,5.504,20 21,2,0.0791811848569442,0.024112695820048567,-2.5656906261544017,5.504,20 21,2,0.0791811848569442,0.024112695820048567,-2.5656906261544017,5.504,20 21,2,0.0791811848569442,0.024112695820048567,-2.5656906261544017,5.504,20 21,2,0.0791811848569442,0.024112695820048567,-2.5656906261544017,5.504,20 21,2,0.0791811848569442,0.024112695820048567,-2.5656906261544017,5.504,20 21,2,0.0791811848569442,0.024112695820048567,-2.5656906261544017,5.504,20 21,2,0.0791811848569442,0.024112695820048567,-2.5656906261544017,5.504,20 21,2,0.0791811848569442,0.024112695820048567,-2.5656906261544017,5.504,24 20,2,0.0782027233342126,0.01825080164569111,-2.579480786203387,4.972,24 20,2,0.0782027233342126,0.01825080164569111,-2.579480786203387,4.972,20 21,2,0.0791811848569442,0.024112695820048567,-2.5656906261544017,5.504,20 21,2,0.0791811848569442,0.024112695820048567,-2.5656906261544017,5.504,21 15,2,0.07827666599442909,0.02266834239284452,-2.5763224500706117,5.228,21 15,2,0.07827666599442909,0.02266834239284452,-2.5763224500706117,5.228,21 15,2,0.07827666599442909,0.02266834239284452,-2.5763224500706117,5.228
30,10,500,40,15,25,1,2.0,19,22,19,22,21,16,22,19,23,22,15,21,21,21,24,16,23,19,19,22,15,21,21,20,20,16,20,16,21,21,20 23,2,0.07148413524961637,0.015431804363462157,-2.6819258886630717,3.98,17 12,2,0.07174512667838608,0.017051530261680936,-2.6735624830980416,3.876,1 5,2,0.07486262494195299,0.019748984357051528,-2.6259416244360607,3.872,1 25,2,0.07499313524038523,0.01516318072686057,-2.624488135297215,3.744,1 5,2,0.07486262494195299,0.019748984357051528,-2.6259416244360607,3.872,1 5,2,0.07486262494195299,0.019748984357051528,-2.6259416244360607,3.872,1 5,2,0.07486262494195299,0.019748984357051528,-2.6259416244360607,3.872,1 5,2,0.07486262494195299,0.019748984357051528,-2.6259416244360607,3.872,1 5,2,0.07486262494195299,0.019748984357051528,-2.6259416244360607,3.872,25 1,2,0.07499313524038523,0.01516318072686057,-2.624488135297215,3.744,1 15,2,0.07499707505963611,0.023007385648869758,-2.625303667431571,3.712,3 15,2,0.07429123908681592,0.017598327995201862,-2.63155509350311,3.272,3 15,2,0.07429123908681592,0.017598327995201862,-2.63155509350311,3.272,1 15,2,0.07499707505963611,0.023007385648869758,-2.625303667431571,3.712,1 15,2,0.07499707505963611,0.023007385648869758,-2.625303667431571,3.712,25 1,2,0.07499313524038523,0.01516318072686057,-2.624488135297215,3.744,1 15,2,0.07499707505963611,0.023007385648869758,-2.625303667431571,3.712,1 15,2,0.07499707505963611,0.023007385648869758,-2.625303667431571,3.712,3 5,2,0.07415678896913278,0.011552968129863766,-2.6381696612162795,3.432,3 5,2,0.07415678896913278,0.011552968129863766,-2.6381696612162795,3.432,3 15,2,0.07429123908681592,0.017598327995201862,-2.63155509350311,3.272,3 15,2,0.07429123908681592,0.017598327995201862,-2.63155509350311,3.272,3 15,2,0.07429123908681592,0.017598327995201862,-2.63155509350311,3.272,1 15,2,0.07499707505963611,0.023007385648869758,-2.625303667431571,3.712,1 15,2,0.07499707505963611,0.023007385648869758,-2.625303667431571,3.712,1 25,2,0.07499313524038523,0.01516318072686057,-2.624488135297215,3.744,3 5,2,0.07415678896913278,0.011552968129863766,-2.6381696612162795,3.432,1 5,2,0.07486262494195299,0.019748984357051528,-2.6259416244360607,3.872,1 5,2,0.07486262494195299,0.019748984357051528,-2.6259416244360607,3.872
