P,epsilon,N,budget,min_prize,max_prize,g,avg_len,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,k_1_winners,k_1_num_winners,k_1_util,k_1_egal,k_1_nash,k_1_comp,k_2_winners,k_2_num_winners,k_2_util,k_2_egal,k_2_nash,k_2_comp,k_3_winners,k_3_num_winners,k_3_util,k_3_egal,k_3_nash,k_3_comp,k_4_winners,k_4_num_winners,k_4_util,k_4_egal,k_4_nash,k_4_comp,k_5_winners,k_5_num_winners,k_5_util,k_5_egal,k_5_nash,k_5_comp,k_6_winners,k_6_num_winners,k_6_util,k_6_egal,k_6_nash,k_6_comp,k_7_winners,k_7_num_winners,k_7_util,k_7_egal,k_7_nash,k_7_comp,k_8_winners,k_8_num_winners,k_8_util,k_8_egal,k_8_nash,k_8_comp,k_9_winners,k_9_num_winners,k_9_util,k_9_egal,k_9_nash,k_9_comp,k_10_winners,k_10_num_winners,k_10_util,k_10_egal,k_10_nash,k_10_comp,k_11_winners,k_11_num_winners,k_11_util,k_11_egal,k_11_nash,k_11_comp,k_12_winners,k_12_num_winners,k_12_util,k_12_egal,k_12_nash,k_12_comp,k_13_winners,k_13_num_winners,k_13_util,k_13_egal,k_13_nash,k_13_comp,k_14_winners,k_14_num_winners,k_14_util,k_14_egal,k_14_nash,k_14_comp,k_15_winners,k_15_num_winners,k_15_util,k_15_egal,k_15_nash,k_15_comp,k_16_winners,k_16_num_winners,k_16_util,k_16_egal,k_16_nash,k_16_comp,k_17_winners,k_17_num_winners,k_17_util,k_17_egal,k_17_nash,k_17_comp,k_18_winners,k_18_num_winners,k_18_util,k_18_egal,k_18_nash,k_18_comp,k_19_winners,k_19_num_winners,k_19_util,k_19_egal,k_19_nash,k_19_comp,k_20_winners,k_20_num_winners,k_20_util,k_20_egal,k_20_nash,k_20_comp,k_21_winners,k_21_num_winners,k_21_util,k_21_egal,k_21_nash,k_21_comp,k_22_winners,k_22_num_winners,k_22_util,k_22_egal,k_22_nash,k_22_comp,k_23_winners,k_23_num_winners,k_23_util,k_23_egal,k_23_nash,k_23_comp,k_24_winners,k_24_num_winners,k_24_util,k_24_egal,k_24_nash,k_24_comp,k_25_winners,k_25_num_winners,k_25_util,k_25_egal,k_25_nash,k_25_comp,k_26_winners,k_26_num_winners,k_26_util,k_26_egal,k_26_nash,k_26_comp,k_27_winners,k_27_num_winners,k_27_util,k_27_egal,k_27_nash,k_27_comp,k_28_winners,k_28_num_winners,k_28_util,k_28_egal,k_28_nash,k_28_comp,k_29_winners,k_29_num_winners,k_29_util,k_29_egal,k_29_nash,k_29_comp
30,10,500,40,15,25,1,2.0,23,15,22,19,15,19,16,18,19,16,20,20,16,21,23,18,22,21,22,16,20,18,16,23,24,18,15,22,23,22,2 7,2,0.07999866658892088,0.031877685499490854,-2.5561192068645178,6.26,20 7,2,0.07995078500846674,0.0298040598950203,-2.5584490957106545,6.348,2 7,2,0.07999866658892088,0.031877685499490854,-2.5561192068645178,6.26,2 7,2,0.07999866658892088,0.031877685499490854,-2.5561192068645178,6.26,10 7,2,0.0796449480248328,0.02057637358181025,-2.5626789283703504,5.628,10 7,2,0.0796449480248328,0.02057637358181025,-2.5626789283703504,5.628,10 7,2,0.0796449480248328,0.02057637358181025,-2.5626789283703504,5.628,10 7,2,0.0796449480248328,0.02057637358181025,-2.5626789283703504,5.628,10 7,2,0.0796449480248328,0.02057637358181025,-2.5626789283703504,5.628,10 7,2,0.0796449480248328,0.02057637358181025,-2.5626789283703504,5.628,10 7,2,0.0796449480248328,0.02057637358181025,-2.5626789283703504,5.628,10 7,2,0.0796449480248328,0.02057637358181025,-2.5626789283703504,5.628,10 7,2,0.0796449480248328,0.02057637358181025,-2.5626789283703504,5.628,10 7,2,0.0796449480248328,0.02057637358181025,-2.5626789283703504,5.628,10 7,2,0.0796449480248328,0.02057637358181025,-2.5626789283703504,5.628,10 7,2,0.0796449480248328,0.02057637358181025,-2.5626789283703504,5.628,2 7,2,0.07999866658892088,0.031877685499490854,-2.5561192068645178,6.26,2 7,2,0.07999866658892088,0.031877685499490854,-2.5561192068645178,6.26,2 7,2,0.07999866658892088,0.031877685499490854,-2.5561192068645178,6.26,2 7,2,0.07999866658892088,0.031877685499490854,-2.5561192068645178,6.26,2 7,2,0.07999866658892088,0.031877685499490854,-2.5561192068645178,6.26,2 7,2,0.07999866658892088,0.031877685499490854,-2.5561192068645178,6.26,2 7,2,0.07999866658892088,0.031877685499490854,-2.5561192068645178,6.26,2 7,2,0.07999866658892088,0.031877685499490854,-2.5561192068645178,6.26,2 7,2,0.07999866658892088,0.031877685499490854,-2.5561192068645178,6.26,2 7,2,0.07999866658892088,0.031877685499490854,-2.5561192068645178,6.26,29 7,2,0.0794510771175998,0.024522784242763697,-2.565554344676986,5.776,6 7,2,0.07803089459184936,0.025652637197092137,-2.58382667260984,5.692,29 7,2,0.0794510771175998,0.024522784242763697,-2.565554344676986,5.776
30,10,500,40,15,25,1,2.0,24,22,19,19,19,19,18,17,15,17,22,15,15,19,24,22,21,22,17,21,22,16,23,16,20,17,23,20,19,16,0 12,2,0.07910979708348788,0.013927609459472214,-2.5692482321143526,5.214,0 12,2,0.07910979708348788,0.013927609459472214,-2.5692482321143526,5.214,1 12,2,0.07884653991031998,0.022813072644277524,-2.569405577166932,5.13,16 12,2,0.07899564581784688,0.022374012557699764,-2.57382236572488,5.67,16 12,2,0.07899564581784688,0.022374012557699764,-2.57382236572488,5.67,16 12,2,0.07899564581784688,0.022374012557699764,-2.57382236572488,5.67,16 12,2,0.07899564581784688,0.022374012557699764,-2.57382236572488,5.67,16 12,2,0.07899564581784688,0.022374012557699764,-2.57382236572488,5.67,16 12,2,0.07899564581784688,0.022374012557699764,-2.57382236572488,5.67,16 12,2,0.07899564581784688,0.022374012557699764,-2.57382236572488,5.67,16 12,2,0.07899564581784688,0.022374012557699764,-2.57382236572488,5.67,16 12,2,0.07899564581784688,0.022374012557699764,-2.57382236572488,5.67,16 12,2,0.07899564581784688,0.022374012557699764,-2.57382236572488,5.67,1 12,2,0.07884653991031998,0.022813072644277524,-2.569405577166932,5.13,1 12,2,0.07884653991031998,0.022813072644277524,-2.569405577166932,5.13,1 12,2,0.07884653991031998,0.022813072644277524,-2.569405577166932,5.13,0 12,2,0.07910979708348788,0.013927609459472214,-2.5692482321143526,5.214,0 12,2,0.07910979708348788,0.013927609459472214,-2.5692482321143526,5.214,1 12,2,0.07884653991031998,0.022813072644277524,-2.569405577166932,5.13,1 12,2,0.07884653991031998,0.022813072644277524,-2.569405577166932,5.13,1 12,2,0.07884653991031998,0.022813072644277524,-2.569405577166932,5.13,1 12,2,0.07884653991031998,0.022813072644277524,-2.569405577166932,5.13,1 12,2,0.07884653991031998,0.022813072644277524,-2.569405577166932,5.13,1 12,2,0.07884653991031998,0.022813072644277524,-2.569405577166932,5.13,1 21,2,0.07619500989064562,0.015316652087611548,-2.6076917495909027,4.092,0 21,2,0.0764582670638135,0.025482649255712454,-2.605342452108435,4.176,16 21,2,0.07634411579817252,0.016418058468380042,-2.6075512904935616,4.632,12 15,2,0.07851418109377656,0.022097593033761048,-2.5766628761454515,4.558,12 15,2,0.07851418109377656,0.022097593033761048,-2.5766628761454515,4.558
30,10,500,40,15,25,1,2.0,24,17,18,18,20,20,15,15,17,15,23,24,16,19,24,15,20,22,22,24,22,24,16,23,16,15,23,21,22,23,5 13,2,0.07638056373199337,0.024921580723961296,-2.6023142895663476,4.894,4 13,2,0.07919868858641645,0.013352028572554403,-2.563853847564197,5.014,4 13,2,0.07919868858641645,0.013352028572554403,-2.563853847564197,5.014,4 13,2,0.07919868858641645,0.013352028572554403,-2.563853847564197,5.014,4 13,2,0.07919868858641645,0.013352028572554403,-2.563853847564197,5.014,4 13,2,0.07919868858641645,0.013352028572554403,-2.563853847564197,5.014,9 29,2,0.07739789503707985,0.023326951703438153,-2.5898301672889725,4.806,4 13,2,0.07919868858641645,0.013352028572554403,-2.563853847564197,5.014,4 13,2,0.07919868858641645,0.013352028572554403,-2.563853847564197,5.014,4 13,2,0.07919868858641645,0.013352028572554403,-2.563853847564197,5.014,4 13,2,0.07919868858641645,0.013352028572554403,-2.563853847564197,5.014,4 13,2,0.07919868858641645,0.013352028572554403,-2.563853847564197,5.014,4 13,2,0.07919868858641645,0.013352028572554403,-2.563853847564197,5.014,4 13,2,0.07919868858641645,0.013352028572554403,-2.563853847564197,5.014,4 13,2,0.07919868858641645,0.013352028572554403,-2.563853847564197,5.014,4 13,2,0.07919868858641645,0.013352028572554403,-2.563853847564197,5.014,4 13,2,0.07919868858641645,0.013352028572554403,-2.563853847564197,5.014,4 13,2,0.07919868858641645,0.013352028572554403,-2.563853847564197,5.014,4 13,2,0.07919868858641645,0.013352028572554403,-2.563853847564197,5.014,9 4,2,0.07817092339425567,0.02970784493240295,-2.5761545712591447,4.7,9 4,2,0.07817092339425567,0.02970784493240295,-2.5761545712591447,4.7,9 4,2,0.07817092339425567,0.02970784493240295,-2.5761545712591447,4.7,4 13,2,0.07919868858641645,0.013352028572554403,-2.563853847564197,5.014,4 13,2,0.07919868858641645,0.013352028572554403,-2.563853847564197,5.014,4 13,2,0.07919868858641645,0.013352028572554403,-2.563853847564197,5.014,4 13,2,0.07919868858641645,0.013352028572554403,-2.563853847564197,5.014,9 4,2,0.07817092339425567,0.02970784493240295,-2.5761545712591447,4.7,9 13,2,0.0783010081893773,0.021760226625101256,-2.577609850667327,5.234,4 13,2,0.07919868858641645,0.013352028572554403,-2.563853847564197,5.014
30,10,500,40,15,25,1,2.0,20,20,24,20,15,22,23,23,16,19,21,15,23,16,15,23,21,20,16,22,24,21,19,16,18,23,18,16,21,15,28 14,2,0.08088857959787546,0.017023582447756737,-2.545713372079612,5.184,3 14,2,0.08155032449273313,0.018313989013274277,-2.5365188304172444,5.28,28 14,2,0.08088857959787546,0.017023582447756737,-2.545713372079612,5.184,3 14,2,0.08155032449273313,0.018313989013274277,-2.5365188304172444,5.28,3 14,2,0.08155032449273313,0.018313989013274277,-2.5365188304172444,5.28,3 14,2,0.08155032449273313,0.018313989013274277,-2.5365188304172444,5.28,3 14,2,0.08155032449273313,0.018313989013274277,-2.5365188304172444,5.28,3 14,2,0.08155032449273313,0.018313989013274277,-2.5365188304172444,5.28,3 14,2,0.08155032449273313,0.018313989013274277,-2.5365188304172444,5.28,3 14,2,0.08155032449273313,0.018313989013274277,-2.5365188304172444,5.28,3 14,2,0.08155032449273313,0.018313989013274277,-2.5365188304172444,5.28,3 14,2,0.08155032449273313,0.018313989013274277,-2.5365188304172444,5.28,3 14,2,0.08155032449273313,0.018313989013274277,-2.5365188304172444,5.28,3 14,2,0.08155032449273313,0.018313989013274277,-2.5365188304172444,5.28,3 14,2,0.08155032449273313,0.018313989013274277,-2.5365188304172444,5.28,3 14,2,0.08155032449273313,0.018313989013274277,-2.5365188304172444,5.28,28 14,2,0.08088857959787546,0.017023582447756737,-2.545713372079612,5.184,28 14,2,0.08088857959787546,0.017023582447756737,-2.545713372079612,5.184,28 14,2,0.08088857959787546,0.017023582447756737,-2.545713372079612,5.184,28 14,2,0.08088857959787546,0.017023582447756737,-2.545713372079612,5.184,8 3,2,0.07991765866830894,0.02058636147166352,-2.556349796428357,4.584,8 3,2,0.07991765866830894,0.02058636147166352,-2.556349796428357,4.584,8 28,2,0.07925591377345129,0.02228508490838703,-2.56171854736748,4.488,3 14,2,0.08155032449273313,0.018313989013274277,-2.5365188304172444,5.28,8 3,2,0.07991765866830894,0.02058636147166352,-2.556349796428357,4.584,8 3,2,0.07991765866830894,0.02058636147166352,-2.556349796428357,4.584,8 3,2,0.07991765866830894,0.02058636147166352,-2.556349796428357,4.584,3 14,2,0.08155032449273313,0.018313989013274277,-2.5365188304172444,5.28,3 14,2,0.08155032449273313,0.018313989013274277,-2.5365188304172444,5.28
30,10,500,40,15,25,1,2.0,24,22,17,22,24,15,19,18,22,20,16,19,24,19,17,15,22,16,18,20,16,20,16,24,22,21,16,20,15,19,3 28,2,0.07742306383422574,0.020516836320710673,-2.5926091248777494,4.262,28 23,2,0.07671930246052489,0.01970434951629406,-2.6012711779490663,4.338,1 17,2,0.07748724253193529,0.022962439884315546,-2.5887184421182754,4.396,17 23,2,0.07734145380866568,0.024277637359216012,-2.5935740498747606,4.56,17 23,2,0.07734145380866568,0.024277637359216012,-2.5935740498747606,4.56,17 21,2,0.07828282668932542,0.021305311937616058,-2.579753976960672,4.792,26 21,2,0.07755956767803783,0.028135487956168055,-2.586203492502418,4.376,17 3,2,0.07804521518236654,0.03377865264017488,-2.5817313461828064,4.484,17 3,2,0.07804521518236654,0.03377865264017488,-2.5817313461828064,4.484,17 3,2,0.07804521518236654,0.03377865264017488,-2.5817313461828064,4.484,17 3,2,0.07804521518236654,0.03377865264017488,-2.5817313461828064,4.484,17 21,2,0.07828282668932542,0.021305311937616058,-2.579753976960672,4.792,17 21,2,0.07828282668932542,0.021305311937616058,-2.579753976960672,4.792,24 17,2,0.07798084279450657,0.020062066215908912,-2.5832138454295754,4.176,17 21,2,0.07828282668932542,0.021305311937616058,-2.579753976960672,4.792,17 21,2,0.07828282668932542,0.021305311937616058,-2.579753976960672,4.792,17 21,2,0.07828282668932542,0.021305311937616058,-2.579753976960672,4.792,17 21,2,0.07828282668932542,0.021305311937616058,-2.579753976960672,4.792,17 21,2,0.07828282668932542,0.021305311937616058,-2.579753976960672,4.792,17 21,2,0.07828282668932542,0.021305311937616058,-2.579753976960672,4.792,17 21,2,0.07828282668932542,0.021305311937616058,-2.579753976960672,4.792,17 21,2,0.07828282668932542,0.021305311937616058,-2.579753976960672,4.792,28 21,2,0.07766067534118463,0.021324673568355778,-2.582546581932199,4.57,28 21,2,0.07766067534118463,0.021324673568355778,-2.582546581932199,4.57,28 21,2,0.07766067534118463,0.021324673568355778,-2.582546581932199,4.57,24 28,2,0.0773586914463658,0.02829553972245692,-2.5925016949344237,3.954,24 28,2,0.0773586914463658,0.02829553972245692,-2.5925016949344237,3.954,24 28,2,0.0773586914463658,0.02829553972245692,-2.5925016949344237,3.954,28 21,2,0.07766067534118463,0.021324673568355778,-2.582546581932199,4.57
30,10,500,40,15,25,1,2.0,18,22,20,17,19,24,23,15,16,17,23,22,16,17,21,24,15,21,23,15,19,23,18,21,22,23,18,21,22,18,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 14,2,0.07939195645567025,0.029630019314210172,-2.5644459657190275,6.288,19 28,2,0.0761776664041177,0.022678993407003245,-2.607531949914044,4.94,19 28,2,0.0761776664041177,0.022678993407003245,-2.607531949914044,4.94
30,10,500,40,15,25,1,2.0,20,20,17,21,24,22,19,21,18,24,15,24,16,21,24,21,24,18,22,23,24,18,24,22,15,16,21,19,23,24,27 12,2,0.07451120002398928,0.017596179349251822,-2.63532804075005,5.878,28 12,2,0.07618527028060125,0.021866874844441723,-2.6088916591023943,4.852,28 12,2,0.07618527028060125,0.021866874844441723,-2.6088916591023943,4.852,28 12,2,0.07618527028060125,0.021866874844441723,-2.6088916591023943,4.852,28 12,2,0.07618527028060125,0.021866874844441723,-2.6088916591023943,4.852,28 12,2,0.07618527028060125,0.021866874844441723,-2.6088916591023943,4.852,28 12,2,0.07618527028060125,0.021866874844441723,-2.6088916591023943,4.852,28 12,2,0.07618527028060125,0.021866874844441723,-2.6088916591023943,4.852,28 12,2,0.07618527028060125,0.021866874844441723,-2.6088916591023943,4.852,12 21,2,0.07592018209678014,0.01819130240433675,-2.611048375530111,6.056,12 21,2,0.07592018209678014,0.01819130240433675,-2.611048375530111,6.056,12 21,2,0.07592018209678014,0.01819130240433675,-2.611048375530111,6.056,21 15,2,0.07545545373020028,0.02572890291152393,-2.613621745415743,4.548,21 15,2,0.07545545373020028,0.02572890291152393,-2.613621745415743,4.548,12 21,2,0.07592018209678014,0.01819130240433675,-2.611048375530111,6.056,3 21,2,0.07523877870513573,0.013820461427480795,-2.619543916026622,4.464,21 15,2,0.07545545373020028,0.02572890291152393,-2.613621745415743,4.548,3 21,2,0.07523877870513573,0.013820461427480795,-2.619543916026622,4.464,3 21,2,0.07523877870513573,0.013820461427480795,-2.619543916026622,4.464,3 21,2,0.07523877870513573,0.013820461427480795,-2.619543916026622,4.464,12 21,2,0.07592018209678014,0.01819130240433675,-2.611048375530111,6.056,3 21,2,0.07523877870513573,0.013820461427480795,-2.619543916026622,4.464,3 21,2,0.07523877870513573,0.013820461427480795,-2.619543916026622,4.464,3 21,2,0.07523877870513573,0.013820461427480795,-2.619543916026622,4.464,3 21,2,0.07523877870513573,0.013820461427480795,-2.619543916026622,4.464,3 21,2,0.07523877870513573,0.013820461427480795,-2.619543916026622,4.464,18 21,2,0.07516375042112547,0.017665695029591436,-2.6199732782012424,4.536,18 21,2,0.07516375042112547,0.017665695029591436,-2.6199732782012424,4.536,18 21,2,0.07516375042112547,0.017665695029591436,-2.6199732782012424,4.536
30,10,500,40,15,25,1,2.0,22,18,22,24,22,17,21,18,19,15,17,18,17,17,16,17,18,16,22,18,20,16,19,18,16,19,23,15,24,16,19 14,2,0.07882842510631313,0.030746569474564625,-2.5697936228498075,4.952,19 20,2,0.07667361425562913,0.018583035632686686,-2.6033043640738605,4.928,19 14,2,0.07882842510631313,0.030746569474564625,-2.5697936228498075,4.952,19 14,2,0.07882842510631313,0.030746569474564625,-2.5697936228498075,4.952,19 21,2,0.0784372325075839,0.025450768522065206,-2.5748107850992983,4.888,19 14,2,0.07882842510631313,0.030746569474564625,-2.5697936228498075,4.952,19 14,2,0.07882842510631313,0.030746569474564625,-2.5697936228498075,4.952,19 21,2,0.0784372325075839,0.025450768522065206,-2.5748107850992983,4.888,19 21,2,0.0784372325075839,0.025450768522065206,-2.5748107850992983,4.888,19 21,2,0.0784372325075839,0.025450768522065206,-2.5748107850992983,4.888,19 14,2,0.07882842510631313,0.030746569474564625,-2.5697936228498075,4.952,19 21,2,0.0784372325075839,0.025450768522065206,-2.5748107850992983,4.888,19 21,2,0.0784372325075839,0.025450768522065206,-2.5748107850992983,4.888,19 21,2,0.0784372325075839,0.025450768522065206,-2.5748107850992983,4.888,19 21,2,0.0784372325075839,0.025450768522065206,-2.5748107850992983,4.888,19 14,2,0.07882842510631313,0.030746569474564625,-2.5697936228498075,4.952,19 21,2,0.0784372325075839,0.025450768522065206,-2.5748107850992983,4.888,19 21,2,0.0784372325075839,0.025450768522065206,-2.5748107850992983,4.888,19 14,2,0.07882842510631313,0.030746569474564625,-2.5697936228498075,4.952,19 14,2,0.07882842510631313,0.030746569474564625,-2.5697936228498075,4.952,19 14,2,0.07882842510631313,0.030746569474564625,-2.5697936228498075,4.952,19 14,2,0.07882842510631313,0.030746569474564625,-2.5697936228498075,4.952,19 14,2,0.07882842510631313,0.030746569474564625,-2.5697936228498075,4.952,19 14,2,0.07882842510631313,0.030746569474564625,-2.5697936228498075,4.952,19 21,2,0.0784372325075839,0.025450768522065206,-2.5748107850992983,4.888,19 21,2,0.0784372325075839,0.025450768522065206,-2.5748107850992983,4.888,19 21,2,0.0784372325075839,0.025450768522065206,-2.5748107850992983,4.888,19 21,2,0.0784372325075839,0.025450768522065206,-2.5748107850992983,4.888,3 14,2,0.07683848679258043,0.02318371102624079,-2.5986056713701378,3.44
30,10,500,40,15,25,1,2.0,17,19,15,16,18,15,15,19,22,22,20,20,20,20,17,21,24,19,16,19,21,24,17,16,22,17,19,23,17,15,3 15,2,0.07823913898449629,0.020109562163763972,-2.5806873721289385,4.988,1 11,2,0.0799808742480709,0.02098493621347716,-2.554141951342127,5.344,1 11,2,0.0799808742480709,0.02098493621347716,-2.554141951342127,5.344,1 11,2,0.0799808742480709,0.02098493621347716,-2.554141951342127,5.344,1 11,2,0.0799808742480709,0.02098493621347716,-2.554141951342127,5.344,1 3,2,0.07910732623956314,0.015145502320197672,-2.570460944873542,5.304,1 11,2,0.0799808742480709,0.02098493621347716,-2.554141951342127,5.344,1 11,2,0.0799808742480709,0.02098493621347716,-2.554141951342127,5.344,1 11,2,0.0799808742480709,0.02098493621347716,-2.554141951342127,5.344,1 15,2,0.0792443091196686,0.019647049431225853,-2.563641020782765,4.852,1 11,2,0.0799808742480709,0.02098493621347716,-2.554141951342127,5.344,1 11,2,0.0799808742480709,0.02098493621347716,-2.554141951342127,5.344,1 11,2,0.0799808742480709,0.02098493621347716,-2.554141951342127,5.344,1 15,2,0.0792443091196686,0.019647049431225853,-2.563641020782765,4.852,1 11,2,0.0799808742480709,0.02098493621347716,-2.554141951342127,5.344,1 15,2,0.0792443091196686,0.019647049431225853,-2.563641020782765,4.852,1 11,2,0.0799808742480709,0.02098493621347716,-2.554141951342127,5.344,1 11,2,0.0799808742480709,0.02098493621347716,-2.554141951342127,5.344,1 11,2,0.0799808742480709,0.02098493621347716,-2.554141951342127,5.344,1 11,2,0.0799808742480709,0.02098493621347716,-2.554141951342127,5.344,1 11,2,0.0799808742480709,0.02098493621347716,-2.554141951342127,5.344,1 11,2,0.0799808742480709,0.02098493621347716,-2.554141951342127,5.344,2 11,2,0.07892253219902147,0.01235008404122138,-2.5694766843626446,4.83,2 11,2,0.07892253219902147,0.01235008404122138,-2.5694766843626446,4.83,2 11,2,0.07892253219902147,0.01235008404122138,-2.5694766843626446,4.83,2 11,2,0.07892253219902147,0.01235008404122138,-2.5694766843626446,4.83,1 2,2,0.07905415432568602,0.020439867564517676,-2.5681206745434038,4.654,2 15,2,0.0781859670706192,0.03140182951322216,-2.57815455528973,4.338,2 15,2,0.0781859670706192,0.03140182951322216,-2.57815455528973,4.338
30,10,500,40,15,25,1,2.0,24,24,22,19,17,19,23,22,19,24,21,21,21,24,23,15,18,23,16,20,18,24,21,23,20,16,17,20,23,17,29 23,2,0.07466842833467513,0.02024241212985188,-2.633196776695974,4.962,29 23,2,0.07466842833467513,0.02024241212985188,-2.633196776695974,4.962,29 23,2,0.07466842833467513,0.02024241212985188,-2.633196776695974,4.962,29 23,2,0.07466842833467513,0.02024241212985188,-2.633196776695974,4.962,4 23,2,0.07377995364411286,0.017883853435779414,-2.642039855299172,4.894,29 23,2,0.07466842833467513,0.02024241212985188,-2.633196776695974,4.962,15 23,2,0.0745985796569482,0.024967771658759342,-2.630401207309311,4.788,29 23,2,0.07466842833467513,0.02024241212985188,-2.633196776695974,4.962,15 23,2,0.0745985796569482,0.024967771658759342,-2.630401207309311,4.788,15 23,2,0.0745985796569482,0.024967771658759342,-2.630401207309311,4.788,15 23,2,0.0745985796569482,0.024967771658759342,-2.630401207309311,4.788,29 23,2,0.07466842833467513,0.02024241212985188,-2.633196776695974,4.962,16 27,2,0.07341535075865699,0.017018823513947547,-2.6433298194116004,3.832,19 27,2,0.07435313439192706,0.017002293961147996,-2.634356977387356,3.92,19 27,2,0.07435313439192706,0.017002293961147996,-2.634356977387356,3.92,19 27,2,0.07435313439192706,0.017002293961147996,-2.634356977387356,3.92,0 15,2,0.0740523684715571,0.015010405666089001,-2.6342961301191754,3.396,27 29,2,0.07380808708036704,0.017708757375477068,-2.639034411153223,4.714,0 15,2,0.0740523684715571,0.015010405666089001,-2.6342961301191754,3.396,29 23,2,0.07466842833467513,0.02024241212985188,-2.633196776695974,4.962,29 23,2,0.07466842833467513,0.02024241212985188,-2.633196776695974,4.962,29 23,2,0.07466842833467513,0.02024241212985188,-2.633196776695974,4.962,29 23,2,0.07466842833467513,0.02024241212985188,-2.633196776695974,4.962,2 29,2,0.0739911793085733,0.021589718915104483,-2.6372838302872417,4.162,2 29,2,0.0739911793085733,0.021589718915104483,-2.6372838302872417,4.162,16 2,2,0.07359844298686323,0.02759686997019102,-2.6393702818624196,3.28,0 15,2,0.0740523684715571,0.015010405666089001,-2.6342961301191754,3.396,2 29,2,0.0739911793085733,0.021589718915104483,-2.6372838302872417,4.162,17 4,2,0.07092958806425007,0.020238282968440373,-2.6793647492920685,3.56
