P,epsilon,N,budget,min_prize,max_prize,g,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,k_1_winners,k_1_num_winners,k_1_util,k_1_egal,k_1_nash,k_1_comp,k_1_EL,k_2_winners,k_2_num_winners,k_2_util,k_2_egal,k_2_nash,k_2_comp,k_2_EL,k_3_winners,k_3_num_winners,k_3_util,k_3_egal,k_3_nash,k_3_comp,k_3_EL,k_4_winners,k_4_num_winners,k_4_util,k_4_egal,k_4_nash,k_4_comp,k_4_EL,k_5_winners,k_5_num_winners,k_5_util,k_5_egal,k_5_nash,k_5_comp,k_5_EL,k_6_winners,k_6_num_winners,k_6_util,k_6_egal,k_6_nash,k_6_comp,k_6_EL,k_7_winners,k_7_num_winners,k_7_util,k_7_egal,k_7_nash,k_7_comp,k_7_EL,k_8_winners,k_8_num_winners,k_8_util,k_8_egal,k_8_nash,k_8_comp,k_8_EL,k_9_winners,k_9_num_winners,k_9_util,k_9_egal,k_9_nash,k_9_comp,k_9_EL,k_10_winners,k_10_num_winners,k_10_util,k_10_egal,k_10_nash,k_10_comp,k_10_EL,k_11_winners,k_11_num_winners,k_11_util,k_11_egal,k_11_nash,k_11_comp,k_11_EL,k_12_winners,k_12_num_winners,k_12_util,k_12_egal,k_12_nash,k_12_comp,k_12_EL,k_13_winners,k_13_num_winners,k_13_util,k_13_egal,k_13_nash,k_13_comp,k_13_EL,k_14_winners,k_14_num_winners,k_14_util,k_14_egal,k_14_nash,k_14_comp,k_14_EL,k_15_winners,k_15_num_winners,k_15_util,k_15_egal,k_15_nash,k_15_comp,k_15_EL,k_16_winners,k_16_num_winners,k_16_util,k_16_egal,k_16_nash,k_16_comp,k_16_EL,k_17_winners,k_17_num_winners,k_17_util,k_17_egal,k_17_nash,k_17_comp,k_17_EL,k_18_winners,k_18_num_winners,k_18_util,k_18_egal,k_18_nash,k_18_comp,k_18_EL,k_19_winners,k_19_num_winners,k_19_util,k_19_egal,k_19_nash,k_19_comp,k_19_EL
20,10,500,40,20,40,1,31,22,37,20,25,39,39,24,30,22,22,36,24,31,33,32,23,32,20,21,13,1,0.059171452011125024,0.0,0,0,0,17,1,0.05962459692356841,0.0,0,0,0,17,1,0.05962459692356841,0.0,0,0,0,17,1,0.05962459692356841,0.0,0,0,0,11,1,0.061207937818051776,0.0,0,0,0,11,1,0.061207937818051776,0.0,0,0,0,11,1,0.061207937818051776,0.0,0,0,0,11,1,0.061207937818051776,0.0,0,0,0,11,1,0.061207937818051776,0.0,0,0,0,11,1,0.061207937818051776,0.0,0,0,0,11,1,0.061207937818051776,0.0,0,0,0,11,1,0.061207937818051776,0.0,0,0,0,11,1,0.061207937818051776,0.0,0,0,0,11,1,0.061207937818051776,0.0,0,0,0,10,1,0.06092075990760229,0.0,0,0,0,15,1,0.05921610619746112,0.0,0,0,0,7,1,0.05723254297754376,0.00765170615300191,0,0,0,7,1,0.05723254297754376,0.00765170615300191,0,0,0,7,1,0.05723254297754376,0.00765170615300191,0,0,0
20,10,500,40,20,40,1,31,21,36,25,22,31,37,24,28,33,36,27,30,38,37,38,22,23,29,38,16,1,0.06652077597104938,0.0,0,0,0,17,1,0.06594576086344753,0.0,0,0,0,17,1,0.06594576086344753,0.0,0,0,0,17,1,0.06594576086344753,0.0,0,0,0,17,1,0.06594576086344753,0.0,0,0,0,17,1,0.06594576086344753,0.0,0,0,0,17,1,0.06594576086344753,0.0,0,0,0,17,1,0.06594576086344753,0.0,0,0,0,17,1,0.06594576086344753,0.0,0,0,0,17,1,0.06594576086344753,0.0,0,0,0,17,1,0.06594576086344753,0.0,0,0,0,6,1,0.06428788739549772,0.0,0,0,0,6,1,0.06428788739549772,0.0,0,0,0,6,1,0.06428788739549772,0.0,0,0,0,6,1,0.06428788739549772,0.0,0,0,0,18,1,0.06323645468164946,0.007281202847263882,0,0,0,6,1,0.06428788739549772,0.0,0,0,0,6,1,0.06428788739549772,0.0,0,0,0,8,1,0.06153935863318744,0.0027272926238811478,0,0,0
20,10,500,40,20,40,1,26,32,38,21,24,39,32,39,30,25,34,20,39,24,28,27,33,27,23,20,9,1,0.06066895933488741,0.0,0,0,0,1,1,0.05935235611812361,0.0,0,0,0,1,1,0.05935235611812361,0.0,0,0,0,1,1,0.05935235611812361,0.0,0,0,0,9,1,0.06066895933488741,0.0,0,0,0,9,1,0.06066895933488741,0.0,0,0,0,12,1,0.057372662675074834,0.0,0,0,0,12,1,0.057372662675074834,0.0,0,0,0,12,1,0.057372662675074834,0.0,0,0,0,9,1,0.06066895933488741,0.0,0,0,0,7,1,0.057382335349247304,0.0,0,0,0,7,1,0.057382335349247304,0.0,0,0,0,7,1,0.057382335349247304,0.0,0,0,0,7,1,0.057382335349247304,0.0,0,0,0,7,1,0.057382335349247304,0.0,0,0,0,9,1,0.06066895933488741,0.0,0,0,0,6,1,0.056785491625173205,0.0,0,0,0,17,1,0.053628128387196654,0.0,0,0,0,6,1,0.056785491625173205,0.0,0,0,0
20,10,500,40,20,40,1,25,37,20,20,21,37,34,29,25,36,21,22,29,20,30,39,30,30,32,24,12,1,0.05549918468041547,0.0,0,0,0,15,1,0.06284574839370742,0.0,0,0,0,15,1,0.06284574839370742,0.0,0,0,0,15,1,0.06284574839370742,0.0,0,0,0,15,1,0.06284574839370742,0.0,0,0,0,15,1,0.06284574839370742,0.0,0,0,0,15,1,0.06284574839370742,0.0,0,0,0,15,1,0.06284574839370742,0.0,0,0,0,15,1,0.06284574839370742,0.0,0,0,0,15,1,0.06284574839370742,0.0,0,0,0,15,1,0.06284574839370742,0.0,0,0,0,11,1,0.06101299446568202,0.0,0,0,0,15,1,0.06284574839370742,0.0,0,0,0,11,1,0.06101299446568202,0.0,0,0,0,11,1,0.06101299446568202,0.0,0,0,0,15,1,0.06284574839370742,0.0,0,0,0,16,1,0.055654292640510465,0.0036122102730069476,0,0,0,16,1,0.055654292640510465,0.0036122102730069476,0,0,0,16,1,0.055654292640510465,0.0036122102730069476,0,0,0
20,10,500,40,20,40,1,31,32,32,36,26,29,28,25,20,21,32,23,34,37,27,37,30,30,25,36,4,1,0.058116382995976185,0.0,0,0,0,4,1,0.058116382995976185,0.0,0,0,0,4,1,0.058116382995976185,0.0,0,0,0,4,1,0.058116382995976185,0.0,0,0,0,4,1,0.058116382995976185,0.0,0,0,0,4,1,0.058116382995976185,0.0,0,0,0,4,1,0.058116382995976185,0.0,0,0,0,4,1,0.058116382995976185,0.0,0,0,0,15,1,0.057254574956448145,0.0,0,0,0,0,1,0.05690282403957245,0.0,0,0,0,9,1,0.05763448553108374,0.0,0,0,0,9,1,0.05763448553108374,0.0,0,0,0,9,1,0.05763448553108374,0.0,0,0,0,9,1,0.05763448553108374,0.0,0,0,0,11,1,0.05901140669356657,0.0,0,0,0,11,1,0.05901140669356657,0.0,0,0,0,11,1,0.05901140669356657,0.0,0,0,0,9,1,0.05763448553108374,0.0,0,0,0,19,1,0.05773802161696558,0.002035118582021729,0,0,0
20,10,500,40,20,40,1,29,22,35,32,23,24,32,28,33,35,35,33,20,32,37,36,29,35,28,31,2,1,0.06405921001839002,0.0,0,0,0,2,1,0.06405921001839002,0.0,0,0,0,2,1,0.06405921001839002,0.0,0,0,0,2,1,0.06405921001839002,0.0,0,0,0,2,1,0.06405921001839002,0.0,0,0,0,2,1,0.06405921001839002,0.0,0,0,0,2,1,0.06405921001839002,0.0,0,0,0,12,1,0.062312653998432034,0.0,0,0,0,12,1,0.062312653998432034,0.0,0,0,0,12,1,0.062312653998432034,0.0,0,0,0,12,1,0.062312653998432034,0.0,0,0,0,12,1,0.062312653998432034,0.0,0,0,0,12,1,0.062312653998432034,0.0,0,0,0,12,1,0.062312653998432034,0.0,0,0,0,12,1,0.062312653998432034,0.0,0,0,0,12,1,0.062312653998432034,0.0,0,0,0,15,1,0.05911579542377862,0.0012519023045818708,0,0,0,15,1,0.05911579542377862,0.0012519023045818708,0,0,0,15,1,0.05911579542377862,0.0012519023045818708,0,0,0
20,10,500,40,20,40,1,35,35,20,24,24,20,39,27,31,31,23,26,35,35,35,26,31,26,37,26,11,1,0.060552143673065516,0.0,0,0,0,11,1,0.060552143673065516,0.0,0,0,0,2 5,2,0.11504011133898404,0.02216629733205609,0,0,0,2 5,2,0.11504011133898404,0.02216629733205609,0,0,0,2 5,2,0.11504011133898404,0.02216629733205609,0,0,0,2 5,2,0.11504011133898404,0.02216629733205609,0,0,0,2 5,2,0.11504011133898404,0.02216629733205609,0,0,0,2 5,2,0.11504011133898404,0.02216629733205609,0,0,0,2 5,2,0.11504011133898404,0.02216629733205609,0,0,0,2 5,2,0.11504011133898404,0.02216629733205609,0,0,0,2 5,2,0.11504011133898404,0.02216629733205609,0,0,0,2 5,2,0.11504011133898404,0.02216629733205609,0,0,0,2 5,2,0.11504011133898404,0.02216629733205609,0,0,0,3,1,0.05852098156882342,0.0,0,0,0,3,1,0.05852098156882342,0.0,0,0,0,3,1,0.05852098156882342,0.0,0,0,0,11,1,0.060552143673065516,0.0,0,0,0,2 5,2,0.11504011133898404,0.02216629733205609,0,0,0,2 5,2,0.11504011133898404,0.02216629733205609,0,0,0
20,10,500,40,20,40,1,30,26,23,23,31,37,28,23,21,39,30,28,29,33,22,23,30,23,35,30,12,1,0.05728762120240786,0.0,0,0,0,0,1,0.06323570488438027,0.0,0,0,0,0,1,0.06323570488438027,0.0,0,0,0,0,1,0.06323570488438027,0.0,0,0,0,0,1,0.06323570488438027,0.0,0,0,0,4,1,0.05904063380625133,0.0,0,0,0,4,1,0.05904063380625133,0.0,0,0,0,4,1,0.05904063380625133,0.0,0,0,0,4,1,0.05904063380625133,0.0,0,0,0,4,1,0.05904063380625133,0.0,0,0,0,4,1,0.05904063380625133,0.0,0,0,0,4,1,0.05904063380625133,0.0,0,0,0,16,1,0.06071091596648652,0.0,0,0,0,16,1,0.06071091596648652,0.0,0,0,0,16,1,0.06071091596648652,0.0,0,0,0,16,1,0.06071091596648652,0.0,0,0,0,16,1,0.06071091596648652,0.0,0,0,0,0,1,0.06323570488438027,0.0,0,0,0,0,1,0.06323570488438027,0.0,0,0,0
20,10,500,40,20,40,1,37,31,20,21,21,36,32,27,31,38,30,30,38,30,24,38,20,28,28,37,19,1,0.06168310130463183,0.0,0,0,0,19,1,0.06168310130463183,0.0,0,0,0,19,1,0.06168310130463183,0.0,0,0,0,14,1,0.061142290076314644,0.0,0,0,0,14,1,0.061142290076314644,0.0,0,0,0,14,1,0.061142290076314644,0.0,0,0,0,14,1,0.061142290076314644,0.0,0,0,0,14,1,0.061142290076314644,0.0,0,0,0,14,1,0.061142290076314644,0.0,0,0,0,14,1,0.061142290076314644,0.0,0,0,0,14,1,0.061142290076314644,0.0,0,0,0,14,1,0.061142290076314644,0.0,0,0,0,14,1,0.061142290076314644,0.0,0,0,0,14,1,0.061142290076314644,0.0,0,0,0,14,1,0.061142290076314644,0.0,0,0,0,9,1,0.05529214423312207,0.0,0,0,0,14,1,0.061142290076314644,0.0,0,0,0,14,1,0.061142290076314644,0.0,0,0,0,9,1,0.05529214423312207,0.0,0,0,0
20,10,500,40,20,40,1,32,28,37,27,26,26,34,28,33,28,35,23,39,24,26,29,32,23,37,30,2,1,0.06095989478566792,0.0008828673167412214,0,0,0,8,1,0.061093590593934745,0.0,0,0,0,6,1,0.06027799109826014,0.0,0,0,0,8,1,0.061093590593934745,0.0,0,0,0,2,1,0.06095989478566792,0.0008828673167412214,0,0,0,14,1,0.06052722167061345,0.0,0,0,0,14,1,0.06052722167061345,0.0,0,0,0,14,1,0.06052722167061345,0.0,0,0,0,14,1,0.06052722167061345,0.0,0,0,0,14,1,0.06052722167061345,0.0,0,0,0,14,1,0.06052722167061345,0.0,0,0,0,14,1,0.06052722167061345,0.0,0,0,0,14,1,0.06052722167061345,0.0,0,0,0,14,1,0.06052722167061345,0.0,0,0,0,14,1,0.06052722167061345,0.0,0,0,0,14,1,0.06052722167061345,0.0,0,0,0,14,1,0.06052722167061345,0.0,0,0,0,6,1,0.06027799109826014,0.0,0,0,0,2,1,0.06095989478566792,0.0008828673167412214,0,0,0
20,10,500,40,20,40,1,24,28,36,23,34,38,35,21,27,24,39,20,25,20,21,25,20,22,26,39,2,1,0.06509503567227784,0.0,0,0,0,0,1,0.06274788593966514,0.0,0,0,0,2,1,0.06509503567227784,0.0,0,0,0,17,1,0.06346666947107528,0.0,0,0,0,17,1,0.06346666947107528,0.0,0,0,0,2,1,0.06509503567227784,0.0,0,0,0,2,1,0.06509503567227784,0.0,0,0,0,2,1,0.06509503567227784,0.0,0,0,0,2,1,0.06509503567227784,0.0,0,0,0,2,1,0.06509503567227784,0.0,0,0,0,2,1,0.06509503567227784,0.0,0,0,0,2,1,0.06509503567227784,0.0,0,0,0,0,1,0.06274788593966514,0.0,0,0,0,0,1,0.06274788593966514,0.0,0,0,0,0,1,0.06274788593966514,0.0,0,0,0,0,1,0.06274788593966514,0.0,0,0,0,6,1,0.06028499497454594,0.0047075384302194025,0,0,0,6,1,0.06028499497454594,0.0047075384302194025,0,0,0,8,1,0.053128377393188514,0.0006753497814481474,0,0,0
20,10,500,40,20,40,1,30,34,23,24,25,31,22,36,38,37,24,35,33,39,34,38,21,23,30,26,0,1,0.06003614547789862,0.0,0,0,0,0,1,0.06003614547789862,0.0,0,0,0,19,1,0.05905668623327597,0.0,0,0,0,19,1,0.05905668623327597,0.0,0,0,0,19,1,0.05905668623327597,0.0,0,0,0,19,1,0.05905668623327597,0.0,0,0,0,0,1,0.06003614547789862,0.0,0,0,0,0,1,0.06003614547789862,0.0,0,0,0,0,1,0.06003614547789862,0.0,0,0,0,0,1,0.06003614547789862,0.0,0,0,0,0,1,0.06003614547789862,0.0,0,0,0,12,1,0.05794433588613825,0.0,0,0,0,12,1,0.05794433588613825,0.0,0,0,0,12,1,0.05794433588613825,0.0,0,0,0,12,1,0.05794433588613825,0.0,0,0,0,12,1,0.05794433588613825,0.0,0,0,0,12,1,0.05794433588613825,0.0,0,0,0,12,1,0.05794433588613825,0.0,0,0,0,12,1,0.05794433588613825,0.0,0,0,0
20,10,500,40,20,40,1,24,30,35,29,23,33,30,30,25,20,35,26,27,28,26,39,21,26,27,35,7,1,0.06369124156220171,0.0,0,0,0,9,1,0.055423381929826154,0.0,0,0,0,7,1,0.06369124156220171,0.0,0,0,0,7,1,0.06369124156220171,0.0,0,0,0,7,1,0.06369124156220171,0.0,0,0,0,7,1,0.06369124156220171,0.0,0,0,0,7,1,0.06369124156220171,0.0,0,0,0,7,1,0.06369124156220171,0.0,0,0,0,7,1,0.06369124156220171,0.0,0,0,0,7,1,0.06369124156220171,0.0,0,0,0,7,1,0.06369124156220171,0.0,0,0,0,7,1,0.06369124156220171,0.0,0,0,0,7,1,0.06369124156220171,0.0,0,0,0,7,1,0.06369124156220171,0.0,0,0,0,7,1,0.06369124156220171,0.0,0,0,0,7,1,0.06369124156220171,0.0,0,0,0,2,1,0.05559673621305797,0.000986421017610291,0,0,0,7,1,0.06369124156220171,0.0,0,0,0,2,1,0.05559673621305797,0.000986421017610291,0,0,0
