P,epsilon,N,budget,min_prize,max_prize,g,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,k_1_winners,k_1_num_winners,k_1_util,k_1_egal,k_1_nash,k_1_comp,k_1_EL,k_2_winners,k_2_num_winners,k_2_util,k_2_egal,k_2_nash,k_2_comp,k_2_EL,k_3_winners,k_3_num_winners,k_3_util,k_3_egal,k_3_nash,k_3_comp,k_3_EL,k_4_winners,k_4_num_winners,k_4_util,k_4_egal,k_4_nash,k_4_comp,k_4_EL,k_5_winners,k_5_num_winners,k_5_util,k_5_egal,k_5_nash,k_5_comp,k_5_EL,k_6_winners,k_6_num_winners,k_6_util,k_6_egal,k_6_nash,k_6_comp,k_6_EL,k_7_winners,k_7_num_winners,k_7_util,k_7_egal,k_7_nash,k_7_comp,k_7_EL,k_8_winners,k_8_num_winners,k_8_util,k_8_egal,k_8_nash,k_8_comp,k_8_EL,k_9_winners,k_9_num_winners,k_9_util,k_9_egal,k_9_nash,k_9_comp,k_9_EL
10,10,500,40,8,10,1,9,9,8,9,9,8,8,9,8,8,9 5 1 6,4,0.44594785246187013,0.12639423485773005,0,0,0,9 5 1 6,4,0.44594785246187013,0.12639423485773005,0,0,0,0 9 5 1,4,0.45637548993821686,0.21230889055982238,0,0,0,9 5 1 6,4,0.44594785246187013,0.12639423485773005,0,0,0,9 3 5 1,4,0.45136236632980975,0.25150603814857814,0,0,0,0 9 3 1,4,0.4469544612961726,0.1586140999609354,0,0,0,0 9 5 1,4,0.45637548993821686,0.21230889055982238,0,0,0,9 3 5 1,4,0.45136236632980975,0.25150603814857814,0,0,0,9 3 1 6,4,0.4365268238198257,0.23336299819664122,0,0,0
10,10,500,40,8,10,1,9,8,8,8,8,8,9,8,8,9,1 2 4 5 7,5,0.538273154098047,0.33931060648463945,0,0,0,0 2 4 5,4,0.472662212060483,0.23154829296426088,0,0,0,0 2 4 5,4,0.472662212060483,0.23154829296426088,0,0,0,0 2 4 5,4,0.472662212060483,0.23154829296426088,0,0,0,0 2 4 5,4,0.472662212060483,0.23154829296426088,0,0,0,0 2 4 5,4,0.472662212060483,0.23154829296426088,0,0,0,0 2 4 5,4,0.472662212060483,0.23154829296426088,0,0,0,0 2 4 5,4,0.472662212060483,0.23154829296426088,0,0,0,0 3 4 5,4,0.4626935557025819,0.22892899013861623,0,0,0
10,10,500,40,8,10,1,9,8,8,9,8,8,8,8,9,9,8 1 3 4,4,0.4492335561704676,0.20872765506939683,0,0,0,8 0 3 4,4,0.4573267725326923,0.18812951780238749,0,0,0,8 0 3 4,4,0.4573267725326923,0.18812951780238749,0,0,0,8 1 3 4,4,0.4492335561704676,0.20872765506939683,0,0,0,8 0 3 4,4,0.4573267725326923,0.18812951780238749,0,0,0,0 8 3 4,4,0.4573267725326923,0.18812951780238749,0,0,0,0 8 3 4,4,0.4573267725326923,0.18812951780238749,0,0,0,8 0 3 4,4,0.4573267725326923,0.18812951780238749,0,0,0,0 8 3 5,4,0.4271733058183424,0.14298006689372111,0,0,0
10,10,500,40,8,10,1,9,8,9,9,9,8,9,9,8,9,0 3 6 7,4,0.46626928667712486,0.09509497691013022,0,0,0,0 1 3 7,4,0.4777815199537475,0.2976854047521516,0,0,0,0 1 3 7,4,0.4777815199537475,0.2976854047521516,0,0,0,0 1 3 7,4,0.4777815199537475,0.2976854047521516,0,0,0,0 1 3 7,4,0.4777815199537475,0.2976854047521516,0,0,0,0 1 3 7,4,0.4777815199537475,0.2976854047521516,0,0,0,0 1 3 7,4,0.4777815199537475,0.2976854047521516,0,0,0,0 1 3 7,4,0.4777815199537475,0.2976854047521516,0,0,0,0 1 3 7,4,0.4777815199537475,0.2976854047521516,0,0,0
10,10,500,40,8,10,1,9,9,9,9,9,9,9,8,9,9,8 2 4 7,4,0.47244839353738066,0.23602730596087987,0,0,0,8 2 4 7,4,0.47244839353738066,0.23602730596087987,0,0,0,8 2 4 7,4,0.47244839353738066,0.23602730596087987,0,0,0,2 3 4 7,4,0.47263792373349994,0.2256222001438678,0,0,0,2 3 4 7,4,0.47263792373349994,0.2256222001438678,0,0,0,2 3 4 7,4,0.47263792373349994,0.2256222001438678,0,0,0,9 2 4 7,4,0.47193721296221797,0.197751463210804,0,0,0,9 2 4 7,4,0.47193721296221797,0.197751463210804,0,0,0,9 2 4 7,4,0.47193721296221797,0.197751463210804,0,0,0
10,10,500,40,8,10,1,8,9,9,9,9,8,9,9,9,9,9 2 4 6,4,0.463883944719838,0.21415159177472531,0,0,0,9 2 6 7,4,0.46695957764468043,0.11878378519030125,0,0,0,9 2 6 7,4,0.46695957764468043,0.11878378519030125,0,0,0,9 2 6 7,4,0.46695957764468043,0.11878378519030125,0,0,0,9 2 6 7,4,0.46695957764468043,0.11878378519030125,0,0,0,9 2 6 7,4,0.46695957764468043,0.11878378519030125,0,0,0,9 2 6 7,4,0.46695957764468043,0.11878378519030125,0,0,0,9 2 3 6,4,0.4583655886148387,0.21492693439794092,0,0,0,9 2 4 7,4,0.45625505514315473,0.23377674782623714,0,0,0
10,10,500,40,8,10,1,9,8,8,8,8,8,8,8,8,8,1 2 5 7 8,5,0.5862597321259587,0.36240134869090274,0,0,0,1 4 5 7 8,5,0.5768684756820143,0.33901961324058627,0,0,0,1 2 4 7 8,5,0.5809956090279064,0.3699381910039732,0,0,0,1 2 5 7 8,5,0.5862597321259587,0.36240134869090274,0,0,0,1 2 5 7 8,5,0.5862597321259587,0.36240134869090274,0,0,0,1 2 5 7 8,5,0.5862597321259587,0.36240134869090274,0,0,0,1 2 5 7 8,5,0.5862597321259587,0.36240134869090274,0,0,0,1 2 4 5 7,5,0.577091468423779,0.32262129387129057,0,0,0,1 2 5 6 7,5,0.564528588585987,0.31763625900170744,0,0,0
10,10,500,40,8,10,1,9,8,8,8,8,9,8,8,8,9,1 3 4 5,4,0.45187085501538554,0.1365178711684312,0,0,0,1 4 5 7,4,0.4744826627057119,0.25020643640891715,0,0,0,1 4 5 7,4,0.4744826627057119,0.25020643640891715,0,0,0,1 4 5 7,4,0.4744826627057119,0.25020643640891715,0,0,0,1 4 5 7,4,0.4744826627057119,0.25020643640891715,0,0,0,8 1 5 7,4,0.45878959345244225,0.10462848890493699,0,0,0,1 4 5 7,4,0.4744826627057119,0.25020643640891715,0,0,0,8 1 5 7,4,0.45878959345244225,0.10462848890493699,0,0,0,1 4 5 7,4,0.4744826627057119,0.25020643640891715,0,0,0
10,10,500,40,8,10,1,8,8,8,9,9,9,9,9,9,9,0 1 4 5,4,0.4489809009049444,0.18976088726172885,0,0,0,0 1 5 8,4,0.4640596495834217,0.18379749070693235,0,0,0,0 1 5 9,4,0.46406294945194965,0.1922982399975633,0,0,0,0 1 5 9,4,0.46406294945194965,0.1922982399975633,0,0,0,0 1 5 9,4,0.46406294945194965,0.1922982399975633,0,0,0,0 1 5 8,4,0.4640596495834217,0.18379749070693235,0,0,0,0 8 5 9,4,0.4500785983117821,0.17911401582500996,0,0,0,0 9 5 8,4,0.4500785983117821,0.17911401582500996,0,0,0,0 9 5 1,4,0.46406294945194965,0.1922982399975633,0,0,0
10,10,500,40,8,10,1,9,8,9,9,8,9,9,9,9,9,9 3 4 5,4,0.4513349448245404,0.19852474147083154,0,0,0,8 9 3 5,4,0.45824030814910927,0.2704182427712907,0,0,0,9 3 5 7,4,0.46932841195852304,0.2422096074663581,0,0,0,9 3 5 7,4,0.46932841195852304,0.2422096074663581,0,0,0,8 9 3 7,4,0.46273106409010795,0.277752412987198,0,0,0,8 9 3 5,4,0.45824030814910927,0.2704182427712907,0,0,0,8 3 5 7,4,0.455865192050066,0.15467581388757573,0,0,0,9 3 5 7,4,0.46932841195852304,0.2422096074663581,0,0,0,8 9 3 7,4,0.46273106409010795,0.277752412987198,0,0,0
10,10,500,40,8,10,1,9,8,9,8,8,9,9,8,8,8,0 8 3 7,4,0.4338076830658011,0.1735155092856464,0,0,0,0 1 4 7,4,0.44270722521982336,0.20184091367379223,0,0,0,0 1 3 7,4,0.44698759344810723,0.19984284094471927,0,0,0,0 3 4 7,4,0.4468400956165705,0.16958436923323894,0,0,0,0 1 3 7,4,0.44698759344810723,0.19984284094471927,0,0,0,0 3 4 7,4,0.4468400956165705,0.16958436923323894,0,0,0,0 2 3 7,4,0.4473520786284659,0.20356695420019358,0,0,0,2 3 4 7,4,0.4461816249234444,0.08560495334507434,0,0,0,1 2 3 7,4,0.44632912275498116,0.09962145351380317,0,0,0
10,10,500,40,8,10,1,8,9,9,9,9,9,9,8,8,9,8 1 4 9,4,0.4612668141756977,0.26670462990421007,0,0,0,8 1 2 4,4,0.44936543378739585,0.18941618540111904,0,0,0,8 1 2 9,4,0.46055715056359803,0.1985535625355517,0,0,0,8 1 9 7,4,0.45880584331949764,0.21969909334045193,0,0,0,8 1 9 6,4,0.4605179428097944,0.1870651862319877,0,0,0,8 1 2 9,4,0.46055715056359803,0.1985535625355517,0,0,0,8 1 4 9,4,0.4612668141756977,0.26670462990421007,0,0,0,8 1 5 9,4,0.46220066809744653,0.2695259428575956,0,0,0,8 1 9 7,4,0.45880584331949764,0.21969909334045193,0,0,0
10,10,500,40,8,10,1,9,8,8,9,8,9,9,9,8,8,0 8 5 9,4,0.4941617505871717,0.18447868734734743,0,0,0,0 8 5 9,4,0.4941617505871717,0.18447868734734743,0,0,0,0 9 5 8,4,0.4941617505871717,0.18447868734734746,0,0,0,8 9 5 0,4,0.4941617505871717,0.18447868734734746,0,0,0,8 9 5 0,4,0.4941617505871717,0.18447868734734746,0,0,0,8 9 5 0,4,0.4941617505871717,0.18447868734734746,0,0,0,8 0 5 9,4,0.4941617505871717,0.18447868734734743,0,0,0,8 9 5 0,4,0.4941617505871717,0.18447868734734746,0,0,0,8 0 5 9,4,0.4941617505871717,0.18447868734734743,0,0,0
10,10,500,40,8,10,1,8,8,9,8,8,9,8,8,8,8,1 2 3 9,4,0.48743334930823723,0.21186713632642268,0,0,0,1 2 3 9,4,0.48743334930823723,0.21186713632642268,0,0,0,1 2 3 9,4,0.48743334930823723,0.21186713632642268,0,0,0,1 2 3 9,4,0.48743334930823723,0.21186713632642268,0,0,0,9 2 3 1,4,0.48743334930823723,0.21186713632642268,0,0,0,9 2 3 1,4,0.48743334930823723,0.21186713632642268,0,0,0,9 2 3 1,4,0.48743334930823723,0.21186713632642268,0,0,0,0 1 3 8 9,5,0.5729191532649704,0.32537128955183137,0,0,0,0 1 2 3,4,0.47572084107408047,0.18048301021562219,0,0,0
10,10,500,40,8,10,1,8,8,9,8,8,9,9,8,9,9,8 9 4 7,4,0.4816895789139797,0.19285001409508862,0,0,0,8 9 4 7,4,0.4816895789139797,0.19285001409508862,0,0,0,8 9 4 6,4,0.48335338841366365,0.23490836137774512,0,0,0,8 9 4 7,4,0.4816895789139797,0.19285001409508862,0,0,0,8 9 4 7,4,0.4816895789139797,0.19285001409508862,0,0,0,8 9 4 6,4,0.48335338841366365,0.23490836137774512,0,0,0,8 9 4 7,4,0.4816895789139797,0.19285001409508862,0,0,0,8 9 4 6,4,0.48335338841366365,0.23490836137774512,0,0,0,8 9 4 6,4,0.48335338841366365,0.23490836137774512,0,0,0
10,10,500,40,8,10,1,9,8,8,8,8,9,8,9,9,8,2 3 5 7,4,0.45896535923592485,0.22132166139472106,0,0,0,0 2 3 5,4,0.456951265210638,0.2091143910295705,0,0,0,2 3 5 7,4,0.45896535923592485,0.22132166139472106,0,0,0,2 3 5 7,4,0.45896535923592485,0.22132166139472106,0,0,0,1 2 3 5,4,0.46041076339170417,0.27082442637657606,0,0,0,1 3 5 7,4,0.4625777902888869,0.24616850001442347,0,0,0,0 1 3 5,4,0.4605636962636002,0.16929861303385874,0,0,0,0 1 3 7,4,0.44578399414007647,0.2292176605061626,0,0,0,1 3 5 7,4,0.4625777902888869,0.24616850001442347,0,0,0
10,10,500,40,8,10,1,9,8,9,9,9,9,8,8,8,9,8 9 3 7,4,0.479545716594878,0.24188694461278093,0,0,0,8 9 3 7,4,0.479545716594878,0.24188694461278093,0,0,0,8 9 3 7,4,0.479545716594878,0.24188694461278093,0,0,0,8 9 3 7,4,0.479545716594878,0.24188694461278093,0,0,0,8 9 3 7,4,0.479545716594878,0.24188694461278093,0,0,0,8 9 3 7,4,0.479545716594878,0.24188694461278093,0,0,0,8 9 3 7,4,0.479545716594878,0.24188694461278093,0,0,0,8 9 3 7,4,0.479545716594878,0.24188694461278093,0,0,0,8 9 3 7,4,0.479545716594878,0.24188694461278093,0,0,0
10,10,500,40,8,10,1,8,8,9,9,8,8,8,8,8,9,1 2 4 7,4,0.4763962638481909,0.227437025481,0,0,0,1 2 4 7,4,0.4763962638481909,0.227437025481,0,0,0,1 2 4 7,4,0.4763962638481909,0.227437025481,0,0,0,1 2 4 7,4,0.4763962638481909,0.227437025481,0,0,0,1 2 4 7,4,0.4763962638481909,0.227437025481,0,0,0,1 2 4 7,4,0.4763962638481909,0.227437025481,0,0,0,1 2 4 7,4,0.4763962638481909,0.227437025481,0,0,0,1 2 4 7,4,0.4763962638481909,0.227437025481,0,0,0,1 2 4 7,4,0.4763962638481909,0.227437025481,0,0,0
10,10,500,40,8,10,1,8,8,9,9,9,9,8,9,9,8,8 3 6 7,4,0.4384778721204689,0.150382311491022,0,0,0,8 4 6 7,4,0.45724780803925846,0.2217976945062702,0,0,0,8 4 6 7,4,0.45724780803925846,0.2217976945062702,0,0,0,8 1 4 6,4,0.45273625898136716,0.2519741537511243,0,0,0,8 1 4 6,4,0.45273625898136716,0.2519741537511243,0,0,0,8 2 4 6,4,0.45268533724357984,0.17329701867813074,0,0,0,8 1 2 6,4,0.4449748336255035,0.1381985293944025,0,0,0,8 1 2 6,4,0.4449748336255035,0.1381985293944025,0,0,0,8 4 6 7,4,0.45724780803925846,0.2217976945062702,0,0,0
10,10,500,40,8,10,1,9,8,9,8,9,8,8,9,9,8,3 4 6 7,4,0.44885253283740917,0.13277877039278596,0,0,0,1 3 4 7,4,0.47931182352787594,0.23964738097170252,0,0,0,8 1 3 4,4,0.48945671070221036,0.1973299229712691,0,0,0,8 1 3 4,4,0.48945671070221036,0.1973299229712691,0,0,0,8 1 3 4,4,0.48945671070221036,0.1973299229712691,0,0,0,8 1 3 4,4,0.48945671070221036,0.1973299229712691,0,0,0,8 1 3 4,4,0.48945671070221036,0.1973299229712691,0,0,0,8 1 3 4,4,0.48945671070221036,0.1973299229712691,0,0,0,8 1 3 4,4,0.48945671070221036,0.1973299229712691,0,0,0
10,10,500,40,8,10,1,8,8,9,9,8,8,9,9,8,9,8 1 2 6,4,0.45974985407612784,0.17279976396359487,0,0,0,8 1 2 5,4,0.44827866353843343,0.24438147570273772,0,0,0,8 0 2 6,4,0.4604178908152256,0.1683749820357714,0,0,0,8 0 2 6,4,0.4604178908152256,0.1683749820357714,0,0,0,8 0 2 6,4,0.4604178908152256,0.1683749820357714,0,0,0,8 1 6 0,4,0.45598004432280326,0.2332259094868998,0,0,0,8 0 6 1,4,0.45598004432280326,0.23322590948689984,0,0,0,8 1 2 6,4,0.45974985407612784,0.17279976396359487,0,0,0,8 0 2 6,4,0.4604178908152256,0.1683749820357714,0,0,0
10,10,500,40,8,10,1,8,8,8,9,8,8,8,8,8,8,0 2 5 6 8,5,0.5684177665856545,0.29111865923150826,0,0,0,0 2 5 6 8,5,0.5684177665856545,0.29111865923150826,0,0,0,0 2 5 6 8,5,0.5684177665856545,0.29111865923150826,0,0,0,0 2 5 6 8,5,0.5684177665856545,0.29111865923150826,0,0,0,0 2 5 6 8,5,0.5684177665856545,0.29111865923150826,0,0,0,1 2 5 6 8,5,0.5639592481034876,0.2143957241587951,0,0,0,0 2 5 6 8,5,0.5684177665856545,0.29111865923150826,0,0,0,2 5 6 7 8,5,0.5641423230630166,0.2552007098579643,0,0,0,1 2 5 6 8,5,0.5639592481034876,0.2143957241587951,0,0,0
10,10,500,40,8,10,1,8,9,8,9,8,8,8,8,8,9,0 9 2 3,4,0.457296876076726,0.1790702088537265,0,0,0,0 9 2 3,4,0.457296876076726,0.1790702088537265,0,0,0,0 9 2 8,4,0.46344850474519894,0.2107503795591185,0,0,0,0 9 2 3,4,0.457296876076726,0.1790702088537265,0,0,0,0 9 2 3,4,0.457296876076726,0.1790702088537265,0,0,0,0 9 2 6,4,0.45077441865891626,0.22878999906630812,0,0,0,0 9 2 8,4,0.46344850474519894,0.2107503795591185,0,0,0,0 9 2 8,4,0.46344850474519894,0.2107503795591185,0,0,0,0 9 2 4,4,0.45360761112908415,0.19012040441431877,0,0,0
10,10,500,40,8,10,1,8,9,9,8,9,9,8,8,8,9,2 4 5 6,4,0.4619408142972189,0.1935103061903966,0,0,0,1 4 5 6,4,0.4538889277213026,0.1709355918694743,0,0,0,1 4 5 6,4,0.4538889277213026,0.1709355918694743,0,0,0,1 2 4 5,4,0.4503343351902515,0.10391569331600317,0,0,0,0 2 4 5,4,0.4532257152522947,0.12312023027963453,0,0,0,0 2 4 5,4,0.4532257152522947,0.12312023027963453,0,0,0,2 4 5 6,4,0.4619408142972189,0.1935103061903966,0,0,0,2 4 5 6,4,0.4619408142972189,0.1935103061903966,0,0,0,1 2 4 6,4,0.43879869460888293,0.177706582576497,0,0,0
10,10,500,40,8,10,1,8,9,9,9,9,8,9,8,8,8,9 2 6 7,4,0.47112088947592645,0.08538618644398466,0,0,0,9 2 6 7,4,0.47112088947592645,0.08538618644398466,0,0,0,9 2 6 7,4,0.47112088947592645,0.08538618644398466,0,0,0,9 2 6 7,4,0.47112088947592645,0.08538618644398466,0,0,0,9 2 6 7,4,0.47112088947592645,0.08538618644398466,0,0,0,9 2 6 7,4,0.47112088947592645,0.08538618644398466,0,0,0,9 2 3 7,4,0.46196890915850214,0.20040965675295475,0,0,0,9 2 3 7,4,0.46196890915850214,0.20040965675295475,0,0,0,9 2 3 7,4,0.46196890915850214,0.20040965675295475,0,0,0
10,10,500,40,8,10,1,9,9,8,9,9,9,8,8,9,8,9 5 1 7,4,0.4579367647358914,0.19750160678028905,0,0,0,9 5 1 7,4,0.4579367647358914,0.19750160678028905,0,0,0,9 5 1 7,4,0.4579367647358914,0.19750160678028905,0,0,0,9 5 1 7,4,0.4579367647358914,0.19750160678028905,0,0,0,9 5 1 7,4,0.4579367647358914,0.19750160678028905,0,0,0,9 4 5 7,4,0.4609844164640578,0.1805578943899489,0,0,0,9 4 5 1,4,0.45993074182568683,0.2582917576618555,0,0,0,0 9 4 5,4,0.455237930557607,0.23657844004646925,0,0,0,9 4 5 7,4,0.4609844164640578,0.1805578943899489,0,0,0
10,10,500,40,8,10,1,9,8,8,8,8,8,9,9,9,9,8 0 3 7,4,0.49045727371527403,0.16386804094392765,0,0,0,8 0 3 7,4,0.49045727371527403,0.16386804094392765,0,0,0,8 0 3 7,4,0.49045727371527403,0.16386804094392765,0,0,0,8 0 3 7,4,0.49045727371527403,0.16386804094392765,0,0,0,8 0 3 7,4,0.49045727371527403,0.16386804094392765,0,0,0,0 8 3 7,4,0.49045727371527403,0.16386804094392765,0,0,0,0 8 3 7,4,0.49045727371527403,0.16386804094392765,0,0,0,0 8 3 7,4,0.49045727371527403,0.16386804094392765,0,0,0,0 8 3 7,4,0.49045727371527403,0.16386804094392765,0,0,0
10,10,500,40,8,10,1,9,9,8,9,9,9,8,9,8,9,8 5 6 7,4,0.4849300942022651,0.20195556144837803,0,0,0,8 5 6 7,4,0.4849300942022651,0.20195556144837803,0,0,0,8 1 6 7,4,0.48362836882482335,0.2779077542153403,0,0,0,8 1 6 7,4,0.48362836882482335,0.2779077542153403,0,0,0,8 4 6 7,4,0.48723295178573517,0.2973871148713071,0,0,0,8 4 6 7,4,0.48723295178573517,0.2973871148713071,0,0,0,8 4 6 7,4,0.48723295178573517,0.2973871148713071,0,0,0,8 9 6 7,4,0.47579217030558374,0.2072113768743873,0,0,0,9 4 6 7,4,0.46652101866165274,0.20934883052224484,0,0,0
