P,epsilon,N,budget,min_prize,max_prize,g,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,k_1_winners,k_1_num_winners,k_1_util,k_1_egal,k_1_nash,k_1_comp,k_1_EL,k_2_winners,k_2_num_winners,k_2_util,k_2_egal,k_2_nash,k_2_comp,k_2_EL,k_3_winners,k_3_num_winners,k_3_util,k_3_egal,k_3_nash,k_3_comp,k_3_EL,k_4_winners,k_4_num_winners,k_4_util,k_4_egal,k_4_nash,k_4_comp,k_4_EL,k_5_winners,k_5_num_winners,k_5_util,k_5_egal,k_5_nash,k_5_comp,k_5_EL,k_6_winners,k_6_num_winners,k_6_util,k_6_egal,k_6_nash,k_6_comp,k_6_EL,k_7_winners,k_7_num_winners,k_7_util,k_7_egal,k_7_nash,k_7_comp,k_7_EL,k_8_winners,k_8_num_winners,k_8_util,k_8_egal,k_8_nash,k_8_comp,k_8_EL,k_9_winners,k_9_num_winners,k_9_util,k_9_egal,k_9_nash,k_9_comp,k_9_EL,k_10_winners,k_10_num_winners,k_10_util,k_10_egal,k_10_nash,k_10_comp,k_10_EL,k_11_winners,k_11_num_winners,k_11_util,k_11_egal,k_11_nash,k_11_comp,k_11_EL,k_12_winners,k_12_num_winners,k_12_util,k_12_egal,k_12_nash,k_12_comp,k_12_EL,k_13_winners,k_13_num_winners,k_13_util,k_13_egal,k_13_nash,k_13_comp,k_13_EL,k_14_winners,k_14_num_winners,k_14_util,k_14_egal,k_14_nash,k_14_comp,k_14_EL,k_15_winners,k_15_num_winners,k_15_util,k_15_egal,k_15_nash,k_15_comp,k_15_EL,k_16_winners,k_16_num_winners,k_16_util,k_16_egal,k_16_nash,k_16_comp,k_16_EL,k_17_winners,k_17_num_winners,k_17_util,k_17_egal,k_17_nash,k_17_comp,k_17_EL,k_18_winners,k_18_num_winners,k_18_util,k_18_egal,k_18_nash,k_18_comp,k_18_EL,k_19_winners,k_19_num_winners,k_19_util,k_19_egal,k_19_nash,k_19_comp,k_19_EL
20,10,500,40,8,10,1,8,8,8,8,9,9,8,8,9,9,8,8,9,9,8,9,9,8,9,9,0 9 19 5,4,0.23859008885816435,0.11827892107372243,0,8.4,0,0 8 19 14,4,0.25373591953849806,0.14843446338881383,0,12.12,0,0 8 19 9,4,0.2501191908737741,0.14670422425103388,0,9.3,0,0 8 19 14,4,0.25373591953849806,0.14843446338881383,0,12.12,0,0 8 19 14,4,0.25373591953849806,0.14843446338881383,0,12.12,0,0 8 19 14,4,0.25373591953849806,0.14843446338881383,0,12.12,0,0 8 19 9,4,0.2501191908737741,0.14670422425103388,0,9.3,0,0 8 19 9,4,0.2501191908737741,0.14670422425103388,0,9.3,0,0 8 19 14,4,0.25373591953849806,0.14843446338881383,0,12.12,0,0 8 19 14,4,0.25373591953849806,0.14843446338881383,0,12.12,0,0 8 19 14,4,0.25373591953849806,0.14843446338881383,0,12.12,0,0 8 19 14,4,0.25373591953849806,0.14843446338881383,0,12.12,0,0 8 19 14,4,0.25373591953849806,0.14843446338881383,0,12.12,0,0 8 19 14,4,0.25373591953849806,0.14843446338881383,0,12.12,0,0 8 19 14,4,0.25373591953849806,0.14843446338881383,0,12.12,0,0 8 19 14,4,0.25373591953849806,0.14843446338881383,0,12.12,0,8 0 19 14,4,0.25373591953849806,0.14843446338881383,0,12.12,0,0 8 19 14,4,0.25373591953849806,0.14843446338881383,0,12.12,0,0 19 4 14,4,0.2386906951069436,0.1291688822077691,0,11.04,0
20,10,500,40,8,10,1,8,8,8,9,8,9,8,9,9,8,8,8,9,9,8,8,9,9,8,8,9 19 12 14,4,0.23631598437915607,0.09383641651923143,0,13.05,0,19 4 12 14,4,0.23754641005919008,0.05641066260607821,0,12.81,0,19 12 4 6,4,0.2431364704648854,0.12448558509375293,0,13.37,0,0 19 12 6,4,0.24401168342048968,0.11830163574551561,0,13.69,0,0 19 12 4,4,0.24128146546565699,0.11168358954963903,0,13.53,0,0 9 19 12,4,0.24005103978562292,0.1474093911980589,0,13.77,0,0 19 12 6,4,0.24401168342048968,0.11830163574551561,0,13.69,0,0 19 12 6,4,0.24401168342048968,0.11830163574551561,0,13.69,0,0 19 12 6,4,0.24401168342048968,0.11830163574551561,0,13.69,0,19 12 4 6,4,0.2431364704648854,0.12448558509375293,0,13.37,0,19 12 4 6,4,0.2431364704648854,0.12448558509375293,0,13.37,0,8 19 4 6,4,0.2389756185503351,0.07119121789701421,0,12.92,0,8 9 19 6,4,0.23774519287030102,0.11708492276695082,0,13.16,0,8 19 12 6,4,0.23934844078889106,0.11065398986532572,0,9.89,0,8 9 19 6,4,0.23774519287030102,0.11708492276695082,0,13.16,0,0 4 6 9 19,5,0.30152150132399097,0.211678547516602,0,20.8,0,0 4 6 9 19,5,0.30152150132399097,0.211678547516602,0,20.8,0,0 4 6 18 19,5,0.2948716030859656,0.1887137571895941,0,19.36,0,12 4 13 6,4,0.23411992935331413,0.10885048670678554,0,9.19,0
20,10,500,40,8,10,1,8,9,9,8,8,9,8,8,8,9,9,8,8,9,8,8,9,9,8,8,16 17 18 11,4,0.23923418620353126,0.11313543771484345,0,9.79,0,16 17 11 4,4,0.24113425507295402,0.12208582074316518,0,10.19,0,16 17 11 5,4,0.24390796866785852,0.11481939405477071,0,8.12,0,16 17 11 5,4,0.24390796866785852,0.11481939405477071,0,8.12,0,16 17 4 5,4,0.2390736538063302,0.15287109162723564,0,7.56,0,16 17 11 5,4,0.24390796866785852,0.11481939405477071,0,8.12,0,16 17 11 5,4,0.24390796866785852,0.11481939405477071,0,8.12,0,16 17 11 5,4,0.24390796866785852,0.11481939405477071,0,8.12,0,16 8 11 5,4,0.24047240836517467,0.1234870188160605,0,10.73,0,16 17 11 5,4,0.24390796866785852,0.11481939405477071,0,8.12,0,16 8 11 5,4,0.24047240836517467,0.1234870188160605,0,10.73,0,16 8 11 5,4,0.24047240836517467,0.1234870188160605,0,10.73,0,16 11 4 5,4,0.24178028803678125,0.13325321240747512,0,10.73,0,16 11 4 5,4,0.24178028803678125,0.13325321240747512,0,10.73,0,16 8 11 4,4,0.23769869477027022,0.12328029507568025,0,12.8,0,8 17 11 16,4,0.23982637540134746,0.07768340271838914,0,10.19,0,8 17 11 4,4,0.2370406251654398,0.1374941258800493,0,12.35,0,8 16 11 4,4,0.23769869477027022,0.12328029507568025,0,12.8,0,16 11 4 5,4,0.24178028803678125,0.13325321240747512,0,10.73,0
20,10,500,40,8,10,1,
