P,epsilon,N,budget,min_prize,max_prize,g,avg_len,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,k_1_winners,k_1_num_winners,k_1_util,k_1_egal,k_1_nash,k_1_comp,k_2_winners,k_2_num_winners,k_2_util,k_2_egal,k_2_nash,k_2_comp,k_3_winners,k_3_num_winners,k_3_util,k_3_egal,k_3_nash,k_3_comp,k_4_winners,k_4_num_winners,k_4_util,k_4_egal,k_4_nash,k_4_comp,k_5_winners,k_5_num_winners,k_5_util,k_5_egal,k_5_nash,k_5_comp,k_6_winners,k_6_num_winners,k_6_util,k_6_egal,k_6_nash,k_6_comp,k_7_winners,k_7_num_winners,k_7_util,k_7_egal,k_7_nash,k_7_comp,k_8_winners,k_8_num_winners,k_8_util,k_8_egal,k_8_nash,k_8_comp,k_9_winners,k_9_num_winners,k_9_util,k_9_egal,k_9_nash,k_9_comp
10,10,500,40,4,8,1,0,4,5,5,5,7,6,4,4,6,7,0 2 3 4 5 8 9,7,0.7513916954445099,0.4545188206295568,-0.291164997773955,0,0 2 3 4 5 8 9,7,0.7513916954445099,0.4545188206295568,-0.291164997773955,0,0 2 3 4 5 8 9,7,0.7513916954445099,0.4545188206295568,-0.291164997773955,0,0 2 3 4 5 8 9,7,0.7513916954445099,0.4545188206295568,-0.291164997773955,0,0 2 3 4 5 8 9,7,0.7513916954445099,0.4545188206295568,-0.291164997773955,0,0 2 3 4 5 8 9,7,0.7513916954445099,0.4545188206295568,-0.291164997773955,0,0 2 3 4 5 8 9,7,0.7513916954445099,0.4545188206295568,-0.291164997773955,0,0 2 3 4 5 8 9,7,0.7513916954445099,0.4545188206295568,-0.291164997773955,0,0 2 3 4 5 8 9,7,0.7513916954445099,0.4545188206295568,-0.291164997773955,0
10,10,500,40,4,8,1,0,7,6,5,4,6,7,6,6,7,4,0 1 4 5 6 7,6,0.6347509695081229,0.35642197875082193,-0.4633066686403177,0,1 3 4 5 6 7 9,7,0.7295925533081061,0.46825424646464875,-0.3214033296593326,0,1 3 4 5 6 7 9,7,0.7295925533081061,0.46825424646464875,-0.3214033296593326,0,1 3 4 5 6 7 9,7,0.7295925533081061,0.46825424646464875,-0.3214033296593326,0,1 3 4 5 6 7 9,7,0.7295925533081061,0.46825424646464875,-0.3214033296593326,0,1 3 4 5 6 7 9,7,0.7295925533081061,0.46825424646464875,-0.3214033296593326,0,1 3 4 5 6 7 9,7,0.7295925533081061,0.46825424646464875,-0.3214033296593326,0,1 3 4 5 6 7 9,7,0.7295925533081061,0.46825424646464875,-0.3214033296593326,0,1 2 4 5 6 7 9,7,0.728216340486153,0.5452008671480637,-0.3229948510680781,0
10,10,500,40,4,8,1,0,4,4,4,5,6,6,7,7,5,4,0 1 2 3 6 7 8 9,8,0.8385554813548822,0.6685739919457082,-0.17893632199103932,0,0 1 2 3 6 7 8 9,8,0.8385554813548822,0.6685739919457082,-0.17893632199103932,0,0 1 2 3 6 7 8 9,8,0.8385554813548822,0.6685739919457082,-0.17893632199103932,0,0 1 2 3 6 7 8 9,8,0.8385554813548822,0.6685739919457082,-0.17893632199103932,0,0 1 2 3 6 7 8 9,8,0.8385554813548822,0.6685739919457082,-0.17893632199103932,0,0 1 2 3 6 7 8 9,8,0.8385554813548822,0.6685739919457082,-0.17893632199103932,0,0 1 2 3 6 7 8 9,8,0.8385554813548822,0.6685739919457082,-0.17893632199103932,0,0 1 2 3 6 7 8 9,8,0.8385554813548822,0.6685739919457082,-0.17893632199103932,0,0 1 2 3 6 7 8 9,8,0.8385554813548822,0.6685739919457082,-0.17893632199103932,0
10,10,500,40,4,8,1,0,6,4,6,5,4,4,4,5,7,4,0 1 2 4 5 6 7 8,8,0.8332034684402547,0.6137422724650817,-0.18557961356295227,0,0 2 4 5 6 7 8 9,8,0.840659283416227,0.6107284419683929,-0.17685680155574882,0,0 2 4 5 6 7 8 9,8,0.840659283416227,0.6107284419683929,-0.17685680155574882,0,0 2 4 5 6 7 8 9,8,0.840659283416227,0.6107284419683929,-0.17685680155574882,0,0 2 4 5 6 7 8 9,8,0.840659283416227,0.6107284419683929,-0.17685680155574882,0,0 2 4 5 6 7 8 9,8,0.840659283416227,0.6107284419683929,-0.17685680155574882,0,0 2 4 5 6 7 8 9,8,0.840659283416227,0.6107284419683929,-0.17685680155574882,0,0 1 2 4 5 7 8 9,8,0.8363665494396989,0.6334271144536603,-0.1816235601146928,0,0 2 4 5 6 7 8 9,8,0.840659283416227,0.6107284419683929,-0.17685680155574882,0
10,10,500,40,4,8,1,0,6,6,5,7,6,7,7,5,6,7,0 2 3 4 5 7,6,0.6477402099144295,0.39451413228908827,-0.4419759126470427,0,0 2 3 4 5 9,6,0.6556716016350019,0.42274407400638625,-0.4298038620437364,0,0 2 3 4 5 9,6,0.6556716016350019,0.42274407400638625,-0.4298038620437364,0,0 2 3 4 8 9,6,0.6564220282826482,0.40478470660731275,-0.4282625319666494,0,0 2 3 4 8 9,6,0.6564220282826482,0.40478470660731275,-0.4282625319666494,0,0 2 3 4 8 9,6,0.6564220282826482,0.40478470660731275,-0.4282625319666494,0,0 2 3 4 8 9,6,0.6564220282826482,0.40478470660731275,-0.4282625319666494,0,0 2 3 4 8 9,6,0.6564220282826482,0.40478470660731275,-0.4282625319666494,0,0 2 3 4 5 9,6,0.6556716016350019,0.42274407400638625,-0.4298038620437364,0
10,10,500,40,4,8,1,0,7,5,5,5,4,5,6,4,6,4,2 3 4 5 6 7 8 9,8,0.8407844596235159,0.6241795651544139,-0.1763020375594878,0,0 3 4 5 6 8 9,7,0.7616405255915218,0.5226426176535681,-0.2768058924444841,0,0 3 4 5 6 8 9,7,0.7616405255915218,0.5226426176535681,-0.2768058924444841,0,2 3 4 5 6 7 8 9,8,0.8407844596235159,0.6241795651544139,-0.1763020375594878,0,2 3 4 5 6 7 8 9,8,0.8407844596235159,0.6241795651544139,-0.1763020375594878,0,2 3 4 5 6 7 8 9,8,0.8407844596235159,0.6241795651544139,-0.1763020375594878,0,2 3 4 5 6 7 8 9,8,0.8407844596235159,0.6241795651544139,-0.1763020375594878,0,2 3 4 5 6 7 8 9,8,0.8407844596235159,0.6241795651544139,-0.1763020375594878,0,2 3 4 5 6 7 8 9,8,0.8407844596235159,0.6241795651544139,-0.1763020375594878,0
10,10,500,40,4,8,1,0,5,7,4,5,5,4,4,7,5,4,2 3 4 5 6 7 8 9,8,0.827941202498138,0.5920597000132974,-0.1921916857506068,0,1 2 3 5 6 7 8 9,8,0.8305084576553532,0.6435676625462554,-0.18877845796825674,0,0 2 3 5 6 7 8 9,8,0.8276660010251654,0.5333263030543726,-0.19264453280131136,0,0 2 3 5 6 7 8 9,8,0.8276660010251654,0.5333263030543726,-0.19264453280131136,0,0 2 3 5 6 7 8 9,8,0.8276660010251654,0.5333263030543726,-0.19264453280131136,0,1 2 3 5 6 7 8 9,8,0.8305084576553532,0.6435676625462554,-0.18877845796825674,0,1 2 3 5 6 7 8 9,8,0.8305084576553532,0.6435676625462554,-0.18877845796825674,0,1 2 3 5 6 7 8 9,8,0.8305084576553532,0.6435676625462554,-0.18877845796825674,0,1 2 3 5 6 7 8 9,8,0.8305084576553532,0.6435676625462554,-0.18877845796825674,0
10,10,500,40,4,8,1,0,5,6,7,6,7,5,4,4,6,6,0 1 2 3 7 8 9,7,0.7272655338924943,0.4117472552773906,-0.3245371053327044,0,0 2 3 6 7 8 9,7,0.7310016678772127,0.5040061083992109,-0.31880407615808476,0,0 2 3 6 7 8 9,7,0.7310016678772127,0.5040061083992109,-0.31880407615808476,0,0 2 3 6 7 8 9,7,0.7310016678772127,0.5040061083992109,-0.31880407615808476,0,0 2 3 6 7 8 9,7,0.7310016678772127,0.5040061083992109,-0.31880407615808476,0,0 2 3 4 6 7 9,7,0.7274296884085182,0.4800284055081137,-0.32369210653241703,0,0 2 3 6 7 8 9,7,0.7310016678772127,0.5040061083992109,-0.31880407615808476,0,0 2 3 6 7 8 9,7,0.7310016678772127,0.5040061083992109,-0.31880407615808476,0,0 2 3 4 6 7 9,7,0.7274296884085182,0.4800284055081137,-0.32369210653241703,0
10,10,500,40,4,8,1,0,5,4,7,7,7,4,6,4,4,7,0 1 2 3 4 5 6,7,0.7387141515680912,0.4872294511228726,-0.3080787745913782,0,0 1 2 3 4 5 6,7,0.7387141515680912,0.4872294511228726,-0.3080787745913782,0,0 1 2 3 4 5 6,7,0.7387141515680912,0.4872294511228726,-0.3080787745913782,0,0 1 2 3 4 5 6,7,0.7387141515680912,0.4872294511228726,-0.3080787745913782,0,0 1 2 3 4 5 6,7,0.7387141515680912,0.4872294511228726,-0.3080787745913782,0,0 1 2 3 4 5 6,7,0.7387141515680912,0.4872294511228726,-0.3080787745913782,0,0 1 2 3 4 5 6,7,0.7387141515680912,0.4872294511228726,-0.3080787745913782,0,0 1 2 3 4 5 6,7,0.7387141515680912,0.4872294511228726,-0.3080787745913782,0,0 1 2 3 4 5 6,7,0.7387141515680912,0.4872294511228726,-0.3080787745913782,0
10,10,500,40,4,8,1,0,7,4,7,6,5,5,5,5,6,4,1 3 4 5 6 7 8 9,8,0.8298566572682525,0.6310101824954171,-0.18977276967551415,0,1 3 4 5 6 7 8 9,8,0.8298566572682525,0.6310101824954171,-0.18977276967551415,0,1 3 4 5 6 7 8 9,8,0.8298566572682525,0.6310101824954171,-0.18977276967551415,0,1 3 4 5 6 7 8 9,8,0.8298566572682525,0.6310101824954171,-0.18977276967551415,0,0 1 4 5 7 8 9,7,0.7399504298721379,0.46231555337272684,-0.3067575726299402,0,1 3 4 5 6 7 8 9,8,0.8298566572682525,0.6310101824954171,-0.18977276967551415,0,1 3 4 5 6 7 8 9,8,0.8298566572682525,0.6310101824954171,-0.18977276967551415,0,1 3 4 5 6 7 8 9,8,0.8298566572682525,0.6310101824954171,-0.18977276967551415,0,1 3 4 5 6 7 8 9,8,0.8298566572682525,0.6310101824954171,-0.18977276967551415,0
10,10,500,40,4,8,1,0,7,6,7,6,4,6,6,4,4,7,1 2 3 4 6 8 9,7,0.7599737577400085,0.44708820112402864,-0.27979253661467957,0,1 2 3 4 6 8 9,7,0.7599737577400085,0.44708820112402864,-0.27979253661467957,0,1 2 3 4 6 8 9,7,0.7599737577400085,0.44708820112402864,-0.27979253661467957,0,1 2 3 4 6 8 9,7,0.7599737577400085,0.44708820112402864,-0.27979253661467957,0,1 2 3 4 6 8 9,7,0.7599737577400085,0.44708820112402864,-0.27979253661467957,0,1 2 3 4 6 8 9,7,0.7599737577400085,0.44708820112402864,-0.27979253661467957,0,1 2 3 4 6 8 9,7,0.7599737577400085,0.44708820112402864,-0.27979253661467957,0,1 2 3 4 6 8 9,7,0.7599737577400085,0.44708820112402864,-0.27979253661467957,0,1 2 3 4 6 8 9,7,0.7599737577400085,0.44708820112402864,-0.27979253661467957,0
10,10,500,40,4,8,1,0,4,5,6,5,7,5,6,7,7,4,0 1 4 6 7 8 9,7,0.7336619566056914,0.48069468654012887,-0.31557355035520934,0,0 2 4 6 7 8,6,0.6502001328249105,0.3927067115880887,-0.4396149784285875,0,0 2 4 6 7 8,6,0.6502001328249105,0.3927067115880887,-0.4396149784285875,0,0 2 4 6 7 8,6,0.6502001328249105,0.3927067115880887,-0.4396149784285875,0,0 2 4 6 7 8,6,0.6502001328249105,0.3927067115880887,-0.4396149784285875,0,0 1 4 6 7 8 9,7,0.7336619566056914,0.48069468654012887,-0.31557355035520934,0,0 4 5 6 7 8 9,7,0.7328161675513609,0.484933536891768,-0.31673819675821424,0,0 4 5 6 7 8 9,7,0.7328161675513609,0.484933536891768,-0.31673819675821424,0,0 4 5 6 7 8 9,7,0.7328161675513609,0.484933536891768,-0.31673819675821424,0
10,10,500,40,4,8,1,0,5,7,7,4,5,5,4,6,4,4,1 2 4 5 6 7 8,7,0.7567044562834092,0.4784620251257213,-0.283517182899613,0,1 2 4 5 6 7 8,7,0.7567044562834092,0.4784620251257213,-0.283517182899613,0,1 2 4 5 6 7 8,7,0.7567044562834092,0.4784620251257213,-0.283517182899613,0,1 2 4 5 6 7 8,7,0.7567044562834092,0.4784620251257213,-0.283517182899613,0,1 2 4 5 6 7 8,7,0.7567044562834092,0.4784620251257213,-0.283517182899613,0,1 2 4 5 6 7 8,7,0.7567044562834092,0.4784620251257213,-0.283517182899613,0,1 2 4 5 6 7 8,7,0.7567044562834092,0.4784620251257213,-0.283517182899613,0,1 2 4 5 6 7 8,7,0.7567044562834092,0.4784620251257213,-0.283517182899613,0,1 2 4 5 6 7 8,7,0.7567044562834092,0.4784620251257213,-0.283517182899613,0
10,10,500,40,4,8,1,0,4,7,6,5,4,6,6,7,6,6,1 5 6 7 8 9,6,0.6537010727812019,0.3874149428219591,-0.4330090195260459,0,1 5 6 7 8 9,6,0.6537010727812019,0.3874149428219591,-0.4330090195260459,0,1 3 4 5 6 8 9,7,0.7416084639408977,0.49298396513393106,-0.30432788262695815,0,1 3 4 5 6 8 9,7,0.7416084639408977,0.49298396513393106,-0.30432788262695815,0,1 5 6 7 8 9,6,0.6537010727812019,0.3874149428219591,-0.4330090195260459,0,1 3 4 5 6 8 9,7,0.7416084639408977,0.49298396513393106,-0.30432788262695815,0,1 5 6 7 8 9,6,0.6537010727812019,0.3874149428219591,-0.4330090195260459,0,1 3 5 7 8 9,6,0.653538769507166,0.39407813844728073,-0.4339213092909568,0,1 3 5 7 8 9,6,0.653538769507166,0.39407813844728073,-0.4339213092909568,0
10,10,500,40,4,8,1,0,4,6,6,7,4,7,7,7,7,5,0 1 2 3 4 8 9,7,0.7428642249071049,0.5315502939898398,-0.30213411112417815,0,0 1 2 3 4 8 9,7,0.7428642249071049,0.5315502939898398,-0.30213411112417815,0,0 1 2 3 4 8 9,7,0.7428642249071049,0.5315502939898398,-0.30213411112417815,0,0 1 2 3 4 8 9,7,0.7428642249071049,0.5315502939898398,-0.30213411112417815,0,0 1 2 3 4 8 9,7,0.7428642249071049,0.5315502939898398,-0.30213411112417815,0,0 1 2 3 4 8 9,7,0.7428642249071049,0.5315502939898398,-0.30213411112417815,0,0 1 2 3 4 8 9,7,0.7428642249071049,0.5315502939898398,-0.30213411112417815,0,0 1 2 3 4 8 9,7,0.7428642249071049,0.5315502939898398,-0.30213411112417815,0,0 1 2 3 4 8 9,7,0.7428642249071049,0.5315502939898398,-0.30213411112417815,0
10,10,500,40,4,8,1,0,5,5,4,5,7,6,7,5,5,7,0 1 2 4 5 7 9,7,0.7644976848639878,0.5004456995047306,-0.27318048197373584,0,0 1 2 4 5 7 9,7,0.7644976848639878,0.5004456995047306,-0.27318048197373584,0,0 1 2 4 5 7 9,7,0.7644976848639878,0.5004456995047306,-0.27318048197373584,0,0 1 2 4 5 7 9,7,0.7644976848639878,0.5004456995047306,-0.27318048197373584,0,0 1 2 4 5 7 9,7,0.7644976848639878,0.5004456995047306,-0.27318048197373584,0,0 1 2 4 5 7 9,7,0.7644976848639878,0.5004456995047306,-0.27318048197373584,0,0 1 2 4 5 7 9,7,0.7644976848639878,0.5004456995047306,-0.27318048197373584,0,0 1 2 4 5 7 9,7,0.7644976848639878,0.5004456995047306,-0.27318048197373584,0,0 1 2 4 5 7 9,7,0.7644976848639878,0.5004456995047306,-0.27318048197373584,0
10,10,500,40,4,8,1,0,4,4,6,5,7,4,6,6,6,5,0 3 4 5 6 7 8,7,0.7241541220572222,0.45932799507336,-0.3284524326908077,0,0 2 3 4 5 6 7,7,0.7287882865210908,0.49406078861918096,-0.32200388781969913,0,0 1 2 3 5 6 7 9,8,0.8247992310729074,0.5969388678944191,-0.19575183657198642,0,0 1 2 3 5 6 7 9,8,0.8247992310729074,0.5969388678944191,-0.19575183657198642,0,0 1 3 4 5 6 7,7,0.7318164182440972,0.4996718963744134,-0.31758880357064,0,0 1 2 3 5 6 7 9,8,0.8247992310729074,0.5969388678944191,-0.19575183657198642,0,0 1 3 4 5 6 7,7,0.7318164182440972,0.4996718963744134,-0.31758880357064,0,0 1 2 3 5 6 7 9,8,0.8247992310729074,0.5969388678944191,-0.19575183657198642,0,0 1 2 3 5 6 7 9,8,0.8247992310729074,0.5969388678944191,-0.19575183657198642,0
10,10,500,40,4,8,1,0,6,4,4,6,6,7,5,4,5,5,0 1 2 3 5 7 9,7,0.740723400176347,0.5474112303477427,-0.30531339108613664,0,0 1 2 3 5 7 9,7,0.740723400176347,0.5474112303477427,-0.30531339108613664,0,0 1 2 3 5 7 9,7,0.740723400176347,0.5474112303477427,-0.30531339108613664,0,0 1 2 3 5 7 9,7,0.740723400176347,0.5474112303477427,-0.30531339108613664,0,0 1 2 3 5 7 9,7,0.740723400176347,0.5474112303477427,-0.30531339108613664,0,0 1 2 3 5 7 9,7,0.740723400176347,0.5474112303477427,-0.30531339108613664,0,0 1 2 3 5 7 9,7,0.740723400176347,0.5474112303477427,-0.30531339108613664,0,1 2 3 5 6 7 8 9,8,0.8200295286055891,0.6083413633721574,-0.20240733735479025,0,0 1 2 3 5 7 9,7,0.740723400176347,0.5474112303477427,-0.30531339108613664,0
10,10,500,40,4,8,1,0,6,5,6,4,4,5,6,7,7,7,0 1 2 3 5 7 8,7,0.7422602269823118,0.5127744257302412,-0.3038937887972739,0,0 1 2 3 5 7 8,7,0.7422602269823118,0.5127744257302412,-0.3038937887972739,0,0 1 2 3 5 7 8,7,0.7422602269823118,0.5127744257302412,-0.3038937887972739,0,0 1 2 3 5 6 8,7,0.7454507176252086,0.4402942910996028,-0.29966126154369865,0,0 1 2 3 5 6 8,7,0.7454507176252086,0.4402942910996028,-0.29966126154369865,0,0 1 2 3 5 6 8,7,0.7454507176252086,0.4402942910996028,-0.29966126154369865,0,0 1 2 3 5 6 8,7,0.7454507176252086,0.4402942910996028,-0.29966126154369865,0,0 1 2 3 5 6 8,7,0.7454507176252086,0.4402942910996028,-0.29966126154369865,0,0 1 2 3 5 6 8,7,0.7454507176252086,0.4402942910996028,-0.29966126154369865,0
