P,epsilon,N,budget,min_prize,max_prize,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,u_0,u_1,u_2,u_3,u_4,u_5,u_6,u_7,u_8,u_9,k_1_winners,k_1_util,k_1_egal,k_1_nash,k_1_comp,k_1_dist,k_2_winners,k_2_util,k_2_egal,k_2_nash,k_2_comp,k_2_dist,k_3_winners,k_3_util,k_3_egal,k_3_nash,k_3_comp,k_3_dist,k_4_winners,k_4_util,k_4_egal,k_4_nash,k_4_comp,k_4_dist,k_5_winners,k_5_util,k_5_egal,k_5_nash,k_5_comp,k_5_dist,k_6_winners,k_6_util,k_6_egal,k_6_nash,k_6_comp,k_6_dist,k_7_winners,k_7_util,k_7_egal,k_7_nash,k_7_comp,k_7_dist,k_8_winners,k_8_util,k_8_egal,k_8_nash,k_8_comp,k_8_dist,k_9_winners,k_9_util,k_9_egal,k_9_nash,k_9_comp,k_9_dist
10,20,1000,30,10,25,13,20,23,13,16,21,11,19,22,10,1,9,0,4,3,7,1,4,7,9
