P,epsilon,N,budget,min_prize,max_prize,gp_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,k_1_winners,k_1_util,k_1_egal,k_1_nash,k_1_comp,k_1_EL,k_2_winners,k_2_util,k_2_egal,k_2_nash,k_2_comp,k_2_EL,k_3_winners,k_3_util,k_3_egal,k_3_nash,k_3_comp,k_3_EL,k_4_winners,k_4_util,k_4_egal,k_4_nash,k_4_comp,k_4_EL,k_5_winners,k_5_util,k_5_egal,k_5_nash,k_5_comp,k_5_EL,k_6_winners,k_6_util,k_6_egal,k_6_nash,k_6_comp,k_6_EL,k_7_winners,k_7_util,k_7_egal,k_7_nash,k_7_comp,k_7_EL,k_8_winners,k_8_util,k_8_egal,k_8_nash,k_8_comp,k_8_EL,k_9_winners,k_9_util,k_9_egal,k_9_nash,k_9_comp,k_9_EL
10,10,500,40,10,20,1,14,18,16,17,11,12,17,13,14,15,,805,0.27049042132394974,0.06573773520396348,0,11.88,0.26006146954473064,456,0.28791977691734266,0.026199389310913663,0,12.75,0.2123826951857971,805,0.27049042132394974,0.06573773520396348,0,11.88,0.26006146954473064,805,0.27049042132394974,0.06573773520396348,0,11.88,0.26006146954473064,456,0.28791977691734266,0.026199389310913663,0,12.75,0.2123826951857971,957,0.2964547518760728,0.0726420284489158,0,14.77,0.18903489308055443,957,0.2964547518760728,0.0726420284489158,0,14.77,0.18903489308055443,456,0.28791977691734266,0.026199389310913663,0,12.75,0.2123826951857971,456,0.28791977691734266,0.026199389310913663,0,12.75,0.2123826951857971
10,10,500,40,10,20,1,18,11,19,18,18,13,14,19,11,13,,813,0.2656829973224448,0.06931512393808789,0,12.81,0.17327490455420258,82,0.16365565992756145,0.0040457912419194966,0,6.2,0.49075310638093195,82,0.16365565992756145,0.0040457912419194966,0,6.2,0.49075310638093195,813,0.2656829973224448,0.06931512393808789,0,12.81,0.17327490455420258,813,0.2656829973224448,0.06931512393808789,0,12.81,0.17327490455420258,93,0.1565174647331843,0.00115709923460476,0,4.25,0.5129650099007499,93,0.1565174647331843,0.00115709923460476,0,4.25,0.5129650099007499,896,0.2577226301778195,0.08095367516043653,0,13.79,0.19804515840464731,813,0.2656829973224448,0.06931512393808789,0,12.81,0.17327490455420258
10,10,500,40,10,20,1,17,14,10,10,14,11,14,15,11,18,,19,0.19038153085449455,0.015394025988325816,0,6.08,0.4299677203464778,145,0.27161121564473306,0.020380795617837455,0,10.69,0.1867532541706295,156,0.27914470107197725,0.04683804418112375,0,10.69,0.16419681262635655,815,0.27829102275307277,0.039897583084355315,0,11.84,0.16675285992796074,145,0.27161121564473306,0.020380795617837455,0,10.69,0.1867532541706295,845,0.27753379161294567,0.030470374607515758,0,11.28,0.16902012919034104,845,0.27753379161294567,0.030470374607515758,0,11.28,0.16902012919034104,815,0.27829102275307277,0.039897583084355315,0,11.84,0.16675285992796074,814,0.28111665280850107,0.03836211957312345,0,11.79,0.1582924786361204
10,10,500,40,10,20,1,11,12,12,10,17,15,19,13,13,11,,927,0.23312550288927775,0.05849685541929902,0,6.98,0.36873998154531595,097,0.22437776987305116,0.018486976450830007,0,6.66,0.3924271973875164,097,0.22437776987305116,0.018486976450830007,0,6.66,0.3924271973875164,097,0.22437776987305116,0.018486976450830007,0,6.66,0.3924271973875164,097,0.22437776987305116,0.018486976450830007,0,6.66,0.3924271973875164,097,0.22437776987305116,0.018486976450830007,0,6.66,0.3924271973875164,027,0.2322427140642947,0.0669448169788272,0,6.54,0.37113040765933525,027,0.2322427140642947,0.0669448169788272,0,6.54,0.37113040765933525,027,0.2322427140642947,0.0669448169788272,0,6.54,0.37113040765933525
10,10,500,40,10,20,1,11,13,19,14,10,14,15,13,18,10,,134,0.26463272062418564,0.07549122053396057,0,9.71,0.2029415445489371,134,0.26463272062418564,0.07549122053396057,0,9.71,0.2029415445489371,013,0.2566344787951462,0.0733798379132486,0,10.33,0.2270317865399556,013,0.2566344787951462,0.0733798379132486,0,10.33,0.2270317865399556,017,0.2638874872425512,0.04297301366850939,0,9.95,0.20518614441064387,017,0.2638874872425512,0.04297301366850939,0,9.95,0.20518614441064387,137,0.25863306088540233,0.05784136207095027,0,8.83,0.22101217282705443,013,0.2566344787951462,0.0733798379132486,0,10.33,0.2270317865399556,015,0.27565496843038223,0.06846322486157419,0,11.87,0.16974317137995032
10,10,500,40,10,20,1,11,13,18,13,15,11,15,13,13,19,,815,0.2593863419219501,0.08345070757703217,0,13.15,0.2713742840950616,845,0.25420189569097235,0.09146436979637872,0,10.7,0.28593758306688444,95,0.1682578534491725,0.003999806770533823,0,4.56,0.5273575392688903,845,0.25420189569097235,0.09146436979637872,0,10.7,0.28593758306688444,845,0.25420189569097235,0.09146436979637872,0,10.7,0.28593758306688444,845,0.25420189569097235,0.09146436979637872,0,10.7,0.28593758306688444,457,0.2632388363805355,0.049187095224164694,0,10.44,0.26055248633922123,145,0.2587992323093905,0.07587161089916514,0,10.83,0.2730234964575793,815,0.2593863419219501,0.08345070757703217,0,13.15,0.2713742840950616
10,10,500,40,10,20,1,18,11,14,13,19,15,15,11,14,10,,892,0.2479627400402022,0.07009802588815406,0,10.3,0.30492510058840916,923,0.23785650739312703,0.05735150115783088,0,9.98,0.33325431101517333,923,0.23785650739312703,0.05735150115783088,0,9.98,0.33325431101517333,923,0.23785650739312703,0.05735150115783088,0,9.98,0.33325431101517333,923,0.23785650739312703,0.05735150115783088,0,9.98,0.33325431101517333,923,0.23785650739312703,0.05735150115783088,0,9.98,0.33325431101517333,923,0.23785650739312703,0.05735150115783088,0,9.98,0.33325431101517333,923,0.23785650739312703,0.05735150115783088,0,9.98,0.33325431101517333,136,0.27355293720347335,0.06939001345132872,0,10.65,0.23319213088376867
10,10,500,40,10,20,1,12,19,15,17,13,19,13,15,13,14,,14,0.1611992524824409,0.006405644988947205,0,4.73,0.5725486387004577,894,0.24480539400417023,0.055321708216428844,0,12.04,0.35085059447188294,894,0.24480539400417023,0.055321708216428844,0,12.04,0.35085059447188294,894,0.24480539400417023,0.055321708216428844,0,12.04,0.35085059447188294,024,0.27638042203421465,0.06914204869235366,0,14.72,0.267123229073685,024,0.27638042203421465,0.06914204869235366,0,14.72,0.267123229073685,024,0.27638042203421465,0.06914204869235366,0,14.72,0.267123229073685,802,0.28554860351494493,0.10484933500467669,0,15.5,0.24281200185502105,894,0.24480539400417023,0.055321708216428844,0,12.04,0.35085059447188294
10,10,500,40,10,20,1,15,11,11,11,18,11,18,18,12,10,,04,0.17254158694039706,0.008015623661694121,0,4.95,0.4985166944745836,46,0.17658943496739257,0.004413849030216983,0,6.3,0.48675183103013486,04,0.17254158694039706,0.008015623661694121,0,4.95,0.4985166944745836,04,0.17254158694039706,0.008015623661694121,0,4.95,0.4985166944745836,894,0.27430748184291975,0.07618353235302892,0,7.82,0.20273932120225824,894,0.27430748184291975,0.07618353235302892,0,7.82,0.20273932120225824,894,0.27430748184291975,0.07618353235302892,0,7.82,0.20273932120225824,894,0.27430748184291975,0.07618353235302892,0,7.82,0.20273932120225824,894,0.27430748184291975,0.07618353235302892,0,7.82,0.20273932120225824
10,10,500,40,10,20,1,15,14,14,10,12,17,19,16,15,13,,25,0.15667954902498266,0.004485710796045231,0,3.46,0.5663195270861145,823,0.25834132485748235,0.03687625447717549,0,10.5,0.2849252590104904,25,0.15667954902498266,0.004485710796045231,0,3.46,0.5663195270861145,25,0.15667954902498266,0.004485710796045231,0,3.46,0.5663195270861145,25,0.15667954902498266,0.004485710796045231,0,3.46,0.5663195270861145,823,0.25834132485748235,0.03687625447717549,0,10.5,0.2849252590104904,237,0.2547557176485686,0.0674070819407124,0,9.26,0.2948500248125492,26,0.16142925294934027,8.092101383394688e-05,0,2.48,0.5531726048685385,823,0.25834132485748235,0.03687625447717549,0,10.5,0.2849252590104904
