P,epsilon,N,budget,min_prize,max_prize,g,avg_len,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,k_1_winners,k_1_num_winners,k_1_util,k_1_egal,k_1_nash,k_1_comp,k_2_winners,k_2_num_winners,k_2_util,k_2_egal,k_2_nash,k_2_comp,k_3_winners,k_3_num_winners,k_3_util,k_3_egal,k_3_nash,k_3_comp,k_4_winners,k_4_num_winners,k_4_util,k_4_egal,k_4_nash,k_4_comp,k_5_winners,k_5_num_winners,k_5_util,k_5_egal,k_5_nash,k_5_comp,k_6_winners,k_6_num_winners,k_6_util,k_6_egal,k_6_nash,k_6_comp,k_7_winners,k_7_num_winners,k_7_util,k_7_egal,k_7_nash,k_7_comp,k_8_winners,k_8_num_winners,k_8_util,k_8_egal,k_8_nash,k_8_comp,k_9_winners,k_9_num_winners,k_9_util,k_9_egal,k_9_nash,k_9_comp,k_10_winners,k_10_num_winners,k_10_util,k_10_egal,k_10_nash,k_10_comp,k_11_winners,k_11_num_winners,k_11_util,k_11_egal,k_11_nash,k_11_comp,k_12_winners,k_12_num_winners,k_12_util,k_12_egal,k_12_nash,k_12_comp,k_13_winners,k_13_num_winners,k_13_util,k_13_egal,k_13_nash,k_13_comp,k_14_winners,k_14_num_winners,k_14_util,k_14_egal,k_14_nash,k_14_comp,k_15_winners,k_15_num_winners,k_15_util,k_15_egal,k_15_nash,k_15_comp,k_16_winners,k_16_num_winners,k_16_util,k_16_egal,k_16_nash,k_16_comp,k_17_winners,k_17_num_winners,k_17_util,k_17_egal,k_17_nash,k_17_comp,k_18_winners,k_18_num_winners,k_18_util,k_18_egal,k_18_nash,k_18_comp,k_19_winners,k_19_num_winners,k_19_util,k_19_egal,k_19_nash,k_19_comp
20,10,500,40,15,25,1,2.0,21,15,21,17,24,16,16,17,16,22,22,20,15,16,20,17,17,17,24,22,17 12,2,0.1164639918430643,0.03761269771072021,-2.1859206925787307,6.258,3 12,2,0.11847831756278195,0.02417213520264163,-2.168193103183993,6.36,12 14,2,0.11684738734489877,0.024325621878357483,-2.183471895388737,5.98,12 14,2,0.11684738734489877,0.024325621878357483,-2.183471895388737,5.98,12 14,2,0.11684738734489877,0.024325621878357483,-2.183471895388737,5.98,12 14,2,0.11684738734489877,0.024325621878357483,-2.183471895388737,5.98,12 14,2,0.11684738734489877,0.024325621878357483,-2.183471895388737,5.98,12 14,2,0.11684738734489877,0.024325621878357483,-2.183471895388737,5.98,3 12,2,0.11847831756278195,0.02417213520264163,-2.168193103183993,6.36,3 12,2,0.11847831756278195,0.02417213520264163,-2.168193103183993,6.36,3 12,2,0.11847831756278195,0.02417213520264163,-2.168193103183993,6.36,3 12,2,0.11847831756278195,0.02417213520264163,-2.168193103183993,6.36,3 12,2,0.11847831756278195,0.02417213520264163,-2.168193103183993,6.36,3 12,2,0.11847831756278195,0.02417213520264163,-2.168193103183993,6.36,3 12,2,0.11847831756278195,0.02417213520264163,-2.168193103183993,6.36,3 12,2,0.11847831756278195,0.02417213520264163,-2.168193103183993,6.36,3 12,2,0.11847831756278195,0.02417213520264163,-2.168193103183993,6.36,3 12,2,0.11847831756278195,0.02417213520264163,-2.168193103183993,6.36,3 12,2,0.11847831756278195,0.02417213520264163,-2.168193103183993,6.36
20,10,500,40,15,25,1,2.0,15,23,16,15,15,16,17,21,23,18,18,21,16,18,21,15,24,20,24,20,4 14,2,0.1200722069033596,0.032160889479276304,-2.1575258794172996,6.996,4 14,2,0.1200722069033596,0.032160889479276304,-2.1575258794172996,6.996,4 14,2,0.1200722069033596,0.032160889479276304,-2.1575258794172996,6.996,4 14,2,0.1200722069033596,0.032160889479276304,-2.1575258794172996,6.996,4 14,2,0.1200722069033596,0.032160889479276304,-2.1575258794172996,6.996,4 14,2,0.1200722069033596,0.032160889479276304,-2.1575258794172996,6.996,4 14,2,0.1200722069033596,0.032160889479276304,-2.1575258794172996,6.996,4 14,2,0.1200722069033596,0.032160889479276304,-2.1575258794172996,6.996,4 14,2,0.1200722069033596,0.032160889479276304,-2.1575258794172996,6.996,4 14,2,0.1200722069033596,0.032160889479276304,-2.1575258794172996,6.996,4 14,2,0.1200722069033596,0.032160889479276304,-2.1575258794172996,6.996,4 14,2,0.1200722069033596,0.032160889479276304,-2.1575258794172996,6.996,4 14,2,0.1200722069033596,0.032160889479276304,-2.1575258794172996,6.996,4 14,2,0.1200722069033596,0.032160889479276304,-2.1575258794172996,6.996,4 14,2,0.1200722069033596,0.032160889479276304,-2.1575258794172996,6.996,4 14,2,0.1200722069033596,0.032160889479276304,-2.1575258794172996,6.996,4 14,2,0.1200722069033596,0.032160889479276304,-2.1575258794172996,6.996,4 14,2,0.1200722069033596,0.032160889479276304,-2.1575258794172996,6.996,11 4,2,0.11674730699626003,0.02262621839014494,-2.186432022942729,6.03
20,10,500,40,15,25,1,2.0,15,21,17,23,16,21,24,22,22,20,22,21,23,20,24,22,21,24,17,24,4 14,2,0.10534229150150093,0.017404246066910094,-2.298830716972144,6.752,4 6,2,0.10548971333602059,0.019909053305763688,-2.3031335359793252,6.224,4 6,2,0.10548971333602059,0.019909053305763688,-2.3031335359793252,6.224,4 6,2,0.10548971333602059,0.019909053305763688,-2.3031335359793252,6.224,4 6,2,0.10548971333602059,0.019909053305763688,-2.3031335359793252,6.224,4 6,2,0.10548971333602059,0.019909053305763688,-2.3031335359793252,6.224,4 6,2,0.10548971333602059,0.019909053305763688,-2.3031335359793252,6.224,4 6,2,0.10548971333602059,0.019909053305763688,-2.3031335359793252,6.224,4 6,2,0.10548971333602059,0.019909053305763688,-2.3031335359793252,6.224,4 6,2,0.10548971333602059,0.019909053305763688,-2.3031335359793252,6.224,4 14,2,0.10534229150150093,0.017404246066910094,-2.298830716972144,6.752,4 14,2,0.10534229150150093,0.017404246066910094,-2.298830716972144,6.752,4 14,2,0.10534229150150093,0.017404246066910094,-2.298830716972144,6.752,4 14,2,0.10534229150150093,0.017404246066910094,-2.298830716972144,6.752,4 14,2,0.10534229150150093,0.017404246066910094,-2.298830716972144,6.752,4 14,2,0.10534229150150093,0.017404246066910094,-2.298830716972144,6.752,4 14,2,0.10534229150150093,0.017404246066910094,-2.298830716972144,6.752,4 14,2,0.10534229150150093,0.017404246066910094,-2.298830716972144,6.752,2 12,2,0.1071130056304121,0.02892087363417119,-2.2799118986436926,7.14
20,10,500,40,15,25,1,2.0,18,24,23,16,15,22,24,22,17,23,19,17,21,21,20,19,19,18,16,17,2 11,2,0.11911306815562699,0.031897729224899266,-2.160019937095329,7.164,2 11,2,0.11911306815562699,0.031897729224899266,-2.160019937095329,7.164,2 11,2,0.11911306815562699,0.031897729224899266,-2.160019937095329,7.164,2 11,2,0.11911306815562699,0.031897729224899266,-2.160019937095329,7.164,2 11,2,0.11911306815562699,0.031897729224899266,-2.160019937095329,7.164,2 11,2,0.11911306815562699,0.031897729224899266,-2.160019937095329,7.164,2 11,2,0.11911306815562699,0.031897729224899266,-2.160019937095329,7.164,2 11,2,0.11911306815562699,0.031897729224899266,-2.160019937095329,7.164,2 11,2,0.11911306815562699,0.031897729224899266,-2.160019937095329,7.164,2 11,2,0.11911306815562699,0.031897729224899266,-2.160019937095329,7.164,2 11,2,0.11911306815562699,0.031897729224899266,-2.160019937095329,7.164,11 14,2,0.11763152359513214,0.043339404587178464,-2.173149872499942,7.064,11 14,2,0.11763152359513214,0.043339404587178464,-2.173149872499942,7.064,11 14,2,0.11763152359513214,0.043339404587178464,-2.173149872499942,7.064,11 14,2,0.11763152359513214,0.043339404587178464,-2.173149872499942,7.064,2 11,2,0.11911306815562699,0.031897729224899266,-2.160019937095329,7.164,11 14,2,0.11763152359513214,0.043339404587178464,-2.173149872499942,7.064,11 14,2,0.11763152359513214,0.043339404587178464,-2.173149872499942,7.064,11 14,2,0.11763152359513214,0.043339404587178464,-2.173149872499942,7.064
20,10,500,40,15,25,1,2.0,24,24,18,15,22,21,17,16,16,22,16,18,17,22,15,24,15,21,24,21,16 5,2,0.11785426071846286,0.035253502812642196,-2.179198168307689,7.314,16 5,2,0.11785426071846286,0.035253502812642196,-2.179198168307689,7.314,16 1,2,0.12087458479836213,0.029394374041368698,-2.1449651329768806,6.594,16 1,2,0.12087458479836213,0.029394374041368698,-2.1449651329768806,6.594,16 1,2,0.12087458479836213,0.029394374041368698,-2.1449651329768806,6.594,16 1,2,0.12087458479836213,0.029394374041368698,-2.1449651329768806,6.594,16 1,2,0.12087458479836213,0.029394374041368698,-2.1449651329768806,6.594,16 1,2,0.12087458479836213,0.029394374041368698,-2.1449651329768806,6.594,16 1,2,0.12087458479836213,0.029394374041368698,-2.1449651329768806,6.594,16 1,2,0.12087458479836213,0.029394374041368698,-2.1449651329768806,6.594,16 1,2,0.12087458479836213,0.029394374041368698,-2.1449651329768806,6.594,16 1,2,0.12087458479836213,0.029394374041368698,-2.1449651329768806,6.594,16 1,2,0.12087458479836213,0.029394374041368698,-2.1449651329768806,6.594,16 1,2,0.12087458479836213,0.029394374041368698,-2.1449651329768806,6.594,16 1,2,0.12087458479836213,0.029394374041368698,-2.1449651329768806,6.594,16 1,2,0.12087458479836213,0.029394374041368698,-2.1449651329768806,6.594,16 1,2,0.12087458479836213,0.029394374041368698,-2.1449651329768806,6.594,16 1,2,0.12087458479836213,0.029394374041368698,-2.1449651329768806,6.594,16 1,2,0.12087458479836213,0.029394374041368698,-2.1449651329768806,6.594
20,10,500,40,15,25,1,2.0,19,15,15,15,22,24,21,17,15,17,23,18,17,20,24,24,24,20,24,24,8 14,2,0.11715748682445953,0.024074848742185663,-2.179652042678812,6.456,8 14,2,0.11715748682445953,0.024074848742185663,-2.179652042678812,6.456,8 13,2,0.11681631338701169,0.031015804456298323,-2.1837218783675874,7.0,8 19,2,0.11729212691959791,0.028987764875800664,-2.1771341952137053,5.64,8 19,2,0.11729212691959791,0.028987764875800664,-2.1771341952137053,5.64,8 19,2,0.11729212691959791,0.028987764875800664,-2.1771341952137053,5.64,8 19,2,0.11729212691959791,0.028987764875800664,-2.1771341952137053,5.64,8 19,2,0.11729212691959791,0.028987764875800664,-2.1771341952137053,5.64,8 19,2,0.11729212691959791,0.028987764875800664,-2.1771341952137053,5.64,8 13,2,0.11681631338701169,0.031015804456298323,-2.1837218783675874,7.0,8 13,2,0.11681631338701169,0.031015804456298323,-2.1837218783675874,7.0,8 13,2,0.11681631338701169,0.031015804456298323,-2.1837218783675874,7.0,8 19,2,0.11729212691959791,0.028987764875800664,-2.1771341952137053,5.64,8 19,2,0.11729212691959791,0.028987764875800664,-2.1771341952137053,5.64,8 19,2,0.11729212691959791,0.028987764875800664,-2.1771341952137053,5.64,8 19,2,0.11729212691959791,0.028987764875800664,-2.1771341952137053,5.64,8 19,2,0.11729212691959791,0.028987764875800664,-2.1771341952137053,5.64,8 19,2,0.11729212691959791,0.028987764875800664,-2.1771341952137053,5.64,8 19,2,0.11729212691959791,0.028987764875800664,-2.1771341952137053,5.64
20,10,500,40,15,25,1,2.0,17,16,21,18,15,19,21,22,20,22,23,20,21,21,24,17,17,16,17,16,1 11,2,0.11909659858859936,0.022791050227556894,-2.1670513078778875,7.096,1 11,2,0.11909659858859936,0.022791050227556894,-2.1670513078778875,7.096,1 13,2,0.11734400269413449,0.034128506589243025,-2.180941236258427,7.136,19 13,2,0.11689844371453992,0.019633796145446573,-2.1840181837804775,6.912,19 11,2,0.11865103960900482,0.03093849943314982,-2.169754873548768,6.872,19 11,2,0.11865103960900482,0.03093849943314982,-2.169754873548768,6.872,19 11,2,0.11865103960900482,0.03093849943314982,-2.169754873548768,6.872,19 11,2,0.11865103960900482,0.03093849943314982,-2.169754873548768,6.872,1 11,2,0.11909659858859936,0.022791050227556894,-2.1670513078778875,7.096,1 11,2,0.11909659858859936,0.022791050227556894,-2.1670513078778875,7.096,1 11,2,0.11909659858859936,0.022791050227556894,-2.1670513078778875,7.096,1 11,2,0.11909659858859936,0.022791050227556894,-2.1670513078778875,7.096,1 11,2,0.11909659858859936,0.022791050227556894,-2.1670513078778875,7.096,3 11,2,0.11731111954336379,0.024469327585413796,-2.1766055081579796,5.84,3 11,2,0.11731111954336379,0.024469327585413796,-2.1766055081579796,5.84,3 11,2,0.11731111954336379,0.024469327585413796,-2.1766055081579796,5.84,3 11,2,0.11731111954336379,0.024469327585413796,-2.1766055081579796,5.84,3 11,2,0.11731111954336379,0.024469327585413796,-2.1766055081579796,5.84,1 11,2,0.11909659858859936,0.022791050227556894,-2.1670513078778875,7.096
20,10,500,40,15,25,1,2.0,15,19,19,19,18,18,19,24,19,23,17,16,23,23,15,23,24,24,17,23,11 13,2,0.10926127392973974,0.022755898786517785,-2.2585725798215255,5.488,2 5,2,0.12016500469480583,0.03611140817198567,-2.1508943369916813,8.0,2 5,2,0.12016500469480583,0.03611140817198567,-2.1508943369916813,8.0,2 5,2,0.12016500469480583,0.03611140817198567,-2.1508943369916813,8.0,2 3,2,0.11823001171078519,0.031705875211555115,-2.1685005327069993,7.828,2 5,2,0.12016500469480583,0.03611140817198567,-2.1508943369916813,8.0,2 3,2,0.11823001171078519,0.031705875211555115,-2.1685005327069993,7.828,2 3,2,0.11823001171078519,0.031705875211555115,-2.1685005327069993,7.828,2 3,2,0.11823001171078519,0.031705875211555115,-2.1685005327069993,7.828,2 5,2,0.12016500469480583,0.03611140817198567,-2.1508943369916813,8.0,2 5,2,0.12016500469480583,0.03611140817198567,-2.1508943369916813,8.0,2 5,2,0.12016500469480583,0.03611140817198567,-2.1508943369916813,8.0,2 5,2,0.12016500469480583,0.03611140817198567,-2.1508943369916813,8.0,2 5,2,0.12016500469480583,0.03611140817198567,-2.1508943369916813,8.0,2 5,2,0.12016500469480583,0.03611140817198567,-2.1508943369916813,8.0,2 5,2,0.12016500469480583,0.03611140817198567,-2.1508943369916813,8.0,2 5,2,0.12016500469480583,0.03611140817198567,-2.1508943369916813,8.0,3 5,2,0.11828499981032793,0.04108596876015051,-2.1615859384732348,7.316,3 5,2,0.11828499981032793,0.04108596876015051,-2.1615859384732348,7.316
20,10,500,40,15,25,1,2.0,15,23,16,20,16,18,15,16,17,15,17,24,24,21,20,19,19,20,19,22,7 15,2,0.12042164691509848,0.029702896964627558,-2.1563337252114585,7.752,17 15,2,0.12123480726870607,0.03022963505887224,-2.1457376470971705,8.184,17 15,2,0.12123480726870607,0.03022963505887224,-2.1457376470971705,8.184,17 15,2,0.12123480726870607,0.03022963505887224,-2.1457376470971705,8.184,17 7,2,0.1209379766065582,0.03173417519814938,-2.1509176993074814,7.728,17 7,2,0.1209379766065582,0.03173417519814938,-2.1509176993074814,7.728,17 7,2,0.1209379766065582,0.03173417519814938,-2.1509176993074814,7.728,17 7,2,0.1209379766065582,0.03173417519814938,-2.1509176993074814,7.728,10 13,2,0.11999827535884817,0.028970516157973344,-2.152776419004129,6.416,10 13,2,0.11999827535884817,0.028970516157973344,-2.152776419004129,6.416,13 15,2,0.1200778954505094,0.029942828164114567,-2.1532689639648175,7.086,10 13,2,0.11999827535884817,0.028970516157973344,-2.152776419004129,6.416,10 13,2,0.11999827535884817,0.028970516157973344,-2.152776419004129,6.416,10 13,2,0.11999827535884817,0.028970516157973344,-2.152776419004129,6.416,10 13,2,0.11999827535884817,0.028970516157973344,-2.152776419004129,6.416,10 13,2,0.11999827535884817,0.028970516157973344,-2.152776419004129,6.416,17 10,2,0.12115518717704486,0.04112753568607308,-2.1452124170974387,7.514,17 10,2,0.12115518717704486,0.04112753568607308,-2.1452124170974387,7.514,17 10,2,0.12115518717704486,0.04112753568607308,-2.1452124170974387,7.514
20,10,500,40,15,25,1,2.0,23,17,24,21,19,16,18,24,16,18,21,16,20,24,21,16,19,18,17,18,19 4,2,0.1143181321964387,0.03134355712685077,-2.209445082563915,6.324,11 13,2,0.11616410711540816,0.03684053107957145,-2.187848237262015,4.992,5 13,2,0.11654310854670272,0.03624365734555531,-2.182399138722307,5.184,5 13,2,0.11654310854670272,0.03624365734555531,-2.182399138722307,5.184,4 5,2,0.11603865852783551,0.029171243975148326,-2.187938254068394,6.072,5 13,2,0.11654310854670272,0.03624365734555531,-2.182399138722307,5.184,5 13,2,0.11654310854670272,0.03624365734555531,-2.182399138722307,5.184,5 13,2,0.11654310854670272,0.03624365734555531,-2.182399138722307,5.184,11 13,2,0.11616410711540816,0.03684053107957145,-2.187848237262015,4.992,11 4,2,0.11565965709654097,0.0328087877509173,-2.189292660741632,5.88,11 13,2,0.11616410711540816,0.03684053107957145,-2.187848237262015,4.992,11 13,2,0.11616410711540816,0.03684053107957145,-2.187848237262015,4.992,5 13,2,0.11654310854670272,0.03624365734555531,-2.182399138722307,5.184,11 13,2,0.11616410711540816,0.03684053107957145,-2.187848237262015,4.992,11 13,2,0.11616410711540816,0.03684053107957145,-2.187848237262015,4.992,11 4,2,0.11565965709654097,0.0328087877509173,-2.189292660741632,5.88,11 5,2,0.11418894415628646,0.03516893187624691,-2.2029506095374805,5.568,13 5,2,0.11654310854670272,0.03624365734555531,-2.182399138722307,5.184,19 5,2,0.11284741925618419,0.031301445571362885,-2.218840557395457,6.012
20,10,500,40,15,25,1,2.0,16,16,18,18,20,15,23,20,21,19,21,16,22,20,20,22,24,18,19,17,3 15,2,0.11679914145185402,0.025010769009975564,-2.1866532438092134,6.26,3 15,2,0.11679914145185402,0.025010769009975564,-2.1866532438092134,6.26,3 15,2,0.11679914145185402,0.025010769009975564,-2.1866532438092134,6.26,5 15,2,0.11684698251257469,0.034252094278123035,-2.1818599719470595,5.558,5 15,2,0.11684698251257469,0.034252094278123035,-2.1818599719470595,5.558,5 15,2,0.11684698251257469,0.034252094278123035,-2.1818599719470595,5.558,5 15,2,0.11684698251257469,0.034252094278123035,-2.1818599719470595,5.558,3 15,2,0.11679914145185402,0.025010769009975564,-2.1866532438092134,6.26,3 15,2,0.11679914145185402,0.025010769009975564,-2.1866532438092134,6.26,8 3,2,0.11553773510207904,0.019462455531385366,-2.192787895415604,6.0,8 3,2,0.11553773510207904,0.019462455531385366,-2.192787895415604,6.0,8 3,2,0.11553773510207904,0.019462455531385366,-2.192787895415604,6.0,8 5,2,0.1155855761627997,0.028413122475417184,-2.1955030138455616,5.298,5 15,2,0.11684698251257469,0.034252094278123035,-2.1818599719470595,5.558,3 15,2,0.11679914145185402,0.025010769009975564,-2.1866532438092134,6.26,3 15,2,0.11679914145185402,0.025010769009975564,-2.1866532438092134,6.26,3 15,2,0.11679914145185402,0.025010769009975564,-2.1866532438092134,6.26,3 15,2,0.11679914145185402,0.025010769009975564,-2.1866532438092134,6.26,3 15,2,0.11679914145185402,0.025010769009975564,-2.1866532438092134,6.26
20,10,500,40,15,25,1,2.0,17,21,21,21,20,24,16,16,21,18,19,23,16,17,17,19,23,18,20,15,18 4,2,0.1141606461618458,0.025664171455449733,-2.2110544921855673,5.92,4 12,2,0.11371403993258519,0.029026629694907574,-2.213949399369029,6.472,4 12,2,0.11371403993258519,0.029026629694907574,-2.213949399369029,6.472,8 12,2,0.11344706321604194,0.03480015407980038,-2.214443169032028,6.164,8 12,2,0.11344706321604194,0.03480015407980038,-2.214443169032028,6.164,8 12,2,0.11344706321604194,0.03480015407980038,-2.214443169032028,6.164,8 12,2,0.11344706321604194,0.03480015407980038,-2.214443169032028,6.164,8 12,2,0.11344706321604194,0.03480015407980038,-2.214443169032028,6.164,8 12,2,0.11344706321604194,0.03480015407980038,-2.214443169032028,6.164,8 12,2,0.11344706321604194,0.03480015407980038,-2.214443169032028,6.164,18 12,2,0.11325958557787945,0.036863217340006416,-2.212607702783106,6.232,18 12,2,0.11325958557787945,0.036863217340006416,-2.212607702783106,6.232,18 12,2,0.11325958557787945,0.036863217340006416,-2.212607702783106,6.232,18 12,2,0.11325958557787945,0.036863217340006416,-2.212607702783106,6.232,18 4,2,0.1141606461618458,0.025664171455449733,-2.2110544921855673,5.92,18 4,2,0.1141606461618458,0.025664171455449733,-2.2110544921855673,5.92,18 4,2,0.1141606461618458,0.025664171455449733,-2.2110544921855673,5.92,4 12,2,0.11371403993258519,0.029026629694907574,-2.213949399369029,6.472,18 4,2,0.1141606461618458,0.025664171455449733,-2.2110544921855673,5.92
20,10,500,40,15,25,1,2.0,20,24,19,24,17,15,23,24,23,15,17,18,23,21,17,23,18,18,17,21,8 10,2,0.11687463642119424,0.051594607563426896,-2.1760685557767308,6.634,10 5,2,0.11607440009183738,0.020464591551165305,-2.1921197551084415,7.402,8 10,2,0.11687463642119424,0.051594607563426896,-2.1760685557767308,6.634,8 5,2,0.11659563046775163,0.023305090572451,-2.1844548806989925,6.012,8 5,2,0.11659563046775163,0.023305090572451,-2.1844548806989925,6.012,8 10,2,0.11687463642119424,0.051594607563426896,-2.1760685557767308,6.634,8 10,2,0.11687463642119424,0.051594607563426896,-2.1760685557767308,6.634,8 10,2,0.11687463642119424,0.051594607563426896,-2.1760685557767308,6.634,8 10,2,0.11687463642119424,0.051594607563426896,-2.1760685557767308,6.634,8 10,2,0.11687463642119424,0.051594607563426896,-2.1760685557767308,6.634,8 10,2,0.11687463642119424,0.051594607563426896,-2.1760685557767308,6.634,8 10,2,0.11687463642119424,0.051594607563426896,-2.1760685557767308,6.634,8 10,2,0.11687463642119424,0.051594607563426896,-2.1760685557767308,6.634,8 10,2,0.11687463642119424,0.051594607563426896,-2.1760685557767308,6.634,8 10,2,0.11687463642119424,0.051594607563426896,-2.1760685557767308,6.634,8 10,2,0.11687463642119424,0.051594607563426896,-2.1760685557767308,6.634,8 10,2,0.11687463642119424,0.051594607563426896,-2.1760685557767308,6.634,8 10,2,0.11687463642119424,0.051594607563426896,-2.1760685557767308,6.634,8 10,2,0.11687463642119424,0.051594607563426896,-2.1760685557767308,6.634
20,10,500,40,15,25,1,2.0,15,23,16,15,19,23,22,20,24,17,23,19,16,19,21,16,22,18,24,15,18 19,2,0.1214505959711538,0.02684439737564678,-2.14766270731355,7.422,19 14,2,0.1210740703802964,0.03484218551228067,-2.142532464831082,8.058,18 19,2,0.1214505959711538,0.02684439737564678,-2.14766270731355,7.422,18 19,2,0.1214505959711538,0.02684439737564678,-2.14766270731355,7.422,18 19,2,0.1214505959711538,0.02684439737564678,-2.14766270731355,7.422,18 19,2,0.1214505959711538,0.02684439737564678,-2.14766270731355,7.422,18 19,2,0.1214505959711538,0.02684439737564678,-2.14766270731355,7.422,18 19,2,0.1214505959711538,0.02684439737564678,-2.14766270731355,7.422,18 19,2,0.1214505959711538,0.02684439737564678,-2.14766270731355,7.422,18 19,2,0.1214505959711538,0.02684439737564678,-2.14766270731355,7.422,18 19,2,0.1214505959711538,0.02684439737564678,-2.14766270731355,7.422,18 19,2,0.1214505959711538,0.02684439737564678,-2.14766270731355,7.422,19 14,2,0.1210740703802964,0.03484218551228067,-2.142532464831082,8.058,19 14,2,0.1210740703802964,0.03484218551228067,-2.142532464831082,8.058,19 14,2,0.1210740703802964,0.03484218551228067,-2.142532464831082,8.058,19 14,2,0.1210740703802964,0.03484218551228067,-2.142532464831082,8.058,19 14,2,0.1210740703802964,0.03484218551228067,-2.142532464831082,8.058,1 19,2,0.11857234092725878,0.02819108294115764,-2.169011968942594,6.364,1 19,2,0.11857234092725878,0.02819108294115764,-2.169011968942594,6.364
20,10,500,40,15,25,1,2.0,20,21,16,16,20,21,16,20,17,22,21,18,22,16,15,17,22,20,24,18,16 14,2,0.11114612474222633,0.03446711168166821,-2.2434332476021286,5.29,16 14,2,0.11114612474222633,0.03446711168166821,-2.2434332476021286,5.29,16 14,2,0.11114612474222633,0.03446711168166821,-2.2434332476021286,5.29,17 7,2,0.114565319939297,0.01964250815546406,-2.2042994580773128,5.76,17 7,2,0.114565319939297,0.01964250815546406,-2.2042994580773128,5.76,17 7,2,0.114565319939297,0.01964250815546406,-2.2042994580773128,5.76,17 7,2,0.114565319939297,0.01964250815546406,-2.2042994580773128,5.76,17 4,2,0.11471369117770426,0.03227471620341349,-2.204874570222518,6.32,17 4,2,0.11471369117770426,0.03227471620341349,-2.204874570222518,6.32,17 4,2,0.11471369117770426,0.03227471620341349,-2.204874570222518,6.32,17 4,2,0.11471369117770426,0.03227471620341349,-2.204874570222518,6.32,17 7,2,0.114565319939297,0.01964250815546406,-2.2042994580773128,5.76,17 7,2,0.114565319939297,0.01964250815546406,-2.2042994580773128,5.76,17 7,2,0.114565319939297,0.01964250815546406,-2.2042994580773128,5.76,17 7,2,0.114565319939297,0.01964250815546406,-2.2042994580773128,5.76,17 7,2,0.114565319939297,0.01964250815546406,-2.2042994580773128,5.76,17 7,2,0.114565319939297,0.01964250815546406,-2.2042994580773128,5.76,17 7,2,0.114565319939297,0.01964250815546406,-2.2042994580773128,5.76,17 4,2,0.11471369117770426,0.03227471620341349,-2.204874570222518,6.32
20,10,500,40,15,25,1,2.0,24,23,15,23,20,24,20,17,23,24,16,16,22,24,15,16,22,15,15,21,18 13,2,0.12366669695789247,0.041441526873726514,-2.119494412124893,7.89,18 13,2,0.12366669695789247,0.041441526873726514,-2.119494412124893,7.89,18 13,2,0.12366669695789247,0.041441526873726514,-2.119494412124893,7.89,18 13,2,0.12366669695789247,0.041441526873726514,-2.119494412124893,7.89,18 13,2,0.12366669695789247,0.041441526873726514,-2.119494412124893,7.89,18 13,2,0.12366669695789247,0.041441526873726514,-2.119494412124893,7.89,18 13,2,0.12366669695789247,0.041441526873726514,-2.119494412124893,7.89,18 13,2,0.12366669695789247,0.041441526873726514,-2.119494412124893,7.89,18 13,2,0.12366669695789247,0.041441526873726514,-2.119494412124893,7.89,18 13,2,0.12366669695789247,0.041441526873726514,-2.119494412124893,7.89,18 13,2,0.12366669695789247,0.041441526873726514,-2.119494412124893,7.89,18 13,2,0.12366669695789247,0.041441526873726514,-2.119494412124893,7.89,18 13,2,0.12366669695789247,0.041441526873726514,-2.119494412124893,7.89,18 13,2,0.12366669695789247,0.041441526873726514,-2.119494412124893,7.89,18 13,2,0.12366669695789247,0.041441526873726514,-2.119494412124893,7.89,18 13,2,0.12366669695789247,0.041441526873726514,-2.119494412124893,7.89,18 13,2,0.12366669695789247,0.041441526873726514,-2.119494412124893,7.89,18 13,2,0.12366669695789247,0.041441526873726514,-2.119494412124893,7.89,0 18,2,0.11915914411068562,0.028259261078262543,-2.1598557663802906,6.93
