P,epsilon,N,budget,min_prize,max_prize,g,avg_len,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,k_1_winners,k_1_num_winners,k_1_util,k_1_egal,k_1_nash,k_1_comp,k_2_winners,k_2_num_winners,k_2_util,k_2_egal,k_2_nash,k_2_comp,k_3_winners,k_3_num_winners,k_3_util,k_3_egal,k_3_nash,k_3_comp,k_4_winners,k_4_num_winners,k_4_util,k_4_egal,k_4_nash,k_4_comp,k_5_winners,k_5_num_winners,k_5_util,k_5_egal,k_5_nash,k_5_comp,k_6_winners,k_6_num_winners,k_6_util,k_6_egal,k_6_nash,k_6_comp,k_7_winners,k_7_num_winners,k_7_util,k_7_egal,k_7_nash,k_7_comp,k_8_winners,k_8_num_winners,k_8_util,k_8_egal,k_8_nash,k_8_comp,k_9_winners,k_9_num_winners,k_9_util,k_9_egal,k_9_nash,k_9_comp,k_10_winners,k_10_num_winners,k_10_util,k_10_egal,k_10_nash,k_10_comp,k_11_winners,k_11_num_winners,k_11_util,k_11_egal,k_11_nash,k_11_comp,k_12_winners,k_12_num_winners,k_12_util,k_12_egal,k_12_nash,k_12_comp,k_13_winners,k_13_num_winners,k_13_util,k_13_egal,k_13_nash,k_13_comp,k_14_winners,k_14_num_winners,k_14_util,k_14_egal,k_14_nash,k_14_comp,k_15_winners,k_15_num_winners,k_15_util,k_15_egal,k_15_nash,k_15_comp,k_16_winners,k_16_num_winners,k_16_util,k_16_egal,k_16_nash,k_16_comp,k_17_winners,k_17_num_winners,k_17_util,k_17_egal,k_17_nash,k_17_comp,k_18_winners,k_18_num_winners,k_18_util,k_18_egal,k_18_nash,k_18_comp,k_19_winners,k_19_num_winners,k_19_util,k_19_egal,k_19_nash,k_19_comp
20,10,500,40,15,25,1,2.0,15,19,17,22,17,20,20,24,17,22,17,15,22,24,16,24,19,17,22,19,17 6,2,0.11809267303447915,0.03044043088707546,-2.174231419208329,6.896,17 6,2,0.11809267303447915,0.03044043088707546,-2.174231419208329,6.896,17 6,2,0.11809267303447915,0.03044043088707546,-2.174231419208329,6.896,17 6,2,0.11809267303447915,0.03044043088707546,-2.174231419208329,6.896,17 6,2,0.11809267303447915,0.03044043088707546,-2.174231419208329,6.896,17 6,2,0.11809267303447915,0.03044043088707546,-2.174231419208329,6.896,17 6,2,0.11809267303447915,0.03044043088707546,-2.174231419208329,6.896,17 6,2,0.11809267303447915,0.03044043088707546,-2.174231419208329,6.896,17 6,2,0.11809267303447915,0.03044043088707546,-2.174231419208329,6.896,17 6,2,0.11809267303447915,0.03044043088707546,-2.174231419208329,6.896,17 6,2,0.11809267303447915,0.03044043088707546,-2.174231419208329,6.896,17 6,2,0.11809267303447915,0.03044043088707546,-2.174231419208329,6.896,17 6,2,0.11809267303447915,0.03044043088707546,-2.174231419208329,6.896,17 6,2,0.11809267303447915,0.03044043088707546,-2.174231419208329,6.896,17 6,2,0.11809267303447915,0.03044043088707546,-2.174231419208329,6.896,17 6,2,0.11809267303447915,0.03044043088707546,-2.174231419208329,6.896,17 6,2,0.11809267303447915,0.03044043088707546,-2.174231419208329,6.896,2 6,2,0.11475248326373357,0.027984118727625334,-2.2006450075968704,5.978,2 6,2,0.11475248326373357,0.027984118727625334,-2.2006450075968704,5.978
20,10,500,40,15,25,1,2.0,17,20,24,19,18,24,22,24,17,24,22,20,22,18,15,23,23,18,23,23,9 14,2,0.11164236688449404,0.03552007782506685,-2.2271895819731817,5.334,16 0,2,0.11815313879050833,0.03033870839618072,-2.174081638190424,8.596,16 0,2,0.11815313879050833,0.03033870839618072,-2.174081638190424,8.596,16 0,2,0.11815313879050833,0.03033870839618072,-2.174081638190424,8.596,16 0,2,0.11815313879050833,0.03033870839618072,-2.174081638190424,8.596,16 0,2,0.11815313879050833,0.03033870839618072,-2.174081638190424,8.596,16 0,2,0.11815313879050833,0.03033870839618072,-2.174081638190424,8.596,16 0,2,0.11815313879050833,0.03033870839618072,-2.174081638190424,8.596,16 0,2,0.11815313879050833,0.03033870839618072,-2.174081638190424,8.596,9 14,2,0.11164236688449404,0.03552007782506685,-2.2271895819731817,5.334,16 0,2,0.11815313879050833,0.03033870839618072,-2.174081638190424,8.596,0 1,2,0.11716070991621325,0.03452862729667816,-2.177582133634376,9.442,16 0,2,0.11815313879050833,0.03033870839618072,-2.174081638190424,8.596,9 14,2,0.11164236688449404,0.03552007782506685,-2.2271895819731817,5.334,9 14,2,0.11164236688449404,0.03552007782506685,-2.2271895819731817,5.334,9 14,2,0.11164236688449404,0.03552007782506685,-2.2271895819731817,5.334,0 1,2,0.11716070991621325,0.03452862729667816,-2.177582133634376,9.442,0 1,2,0.11716070991621325,0.03452862729667816,-2.177582133634376,9.442,9 14,2,0.11164236688449404,0.03552007782506685,-2.2271895819731817,5.334
20,10,500,40,15,25,1,2.0,23,22,16,17,18,24,24,20,18,17,18,17,24,21,20,17,24,17,15,19,10 7,2,0.11654574844142031,0.024940610770664694,-2.1874154146162126,7.436,10 13,2,0.1175357162038703,0.033253447193963864,-2.176138684337592,7.254,10 13,2,0.1175357162038703,0.033253447193963864,-2.176138684337592,7.254,10 13,2,0.1175357162038703,0.033253447193963864,-2.176138684337592,7.254,10 13,2,0.1175357162038703,0.033253447193963864,-2.176138684337592,7.254,10 13,2,0.1175357162038703,0.033253447193963864,-2.176138684337592,7.254,10 13,2,0.1175357162038703,0.033253447193963864,-2.176138684337592,7.254,10 13,2,0.1175357162038703,0.033253447193963864,-2.176138684337592,7.254,10 13,2,0.1175357162038703,0.033253447193963864,-2.176138684337592,7.254,10 13,2,0.1175357162038703,0.033253447193963864,-2.176138684337592,7.254,10 13,2,0.1175357162038703,0.033253447193963864,-2.176138684337592,7.254,10 13,2,0.1175357162038703,0.033253447193963864,-2.176138684337592,7.254,10 13,2,0.1175357162038703,0.033253447193963864,-2.176138684337592,7.254,10 13,2,0.1175357162038703,0.033253447193963864,-2.176138684337592,7.254,10 13,2,0.1175357162038703,0.033253447193963864,-2.176138684337592,7.254,10 13,2,0.1175357162038703,0.033253447193963864,-2.176138684337592,7.254,10 13,2,0.1175357162038703,0.033253447193963864,-2.176138684337592,7.254,10 13,2,0.1175357162038703,0.033253447193963864,-2.176138684337592,7.254,10 13,2,0.1175357162038703,0.033253447193963864,-2.176138684337592,7.254
20,10,500,40,15,25,1,2.0,24,19,23,19,20,19,19,23,17,21,24,17,17,17,19,17,20,22,15,21,15 7,2,0.11261664317271337,0.028308205148585546,-2.22302899431004,5.832,8 17,2,0.11622235337721541,0.03801936139640663,-2.188415882192532,5.938,8 17,2,0.11622235337721541,0.03801936139640663,-2.188415882192532,5.938,8 17,2,0.11622235337721541,0.03801936139640663,-2.188415882192532,5.938,8 17,2,0.11622235337721541,0.03801936139640663,-2.188415882192532,5.938,8 17,2,0.11622235337721541,0.03801936139640663,-2.188415882192532,5.938,8 17,2,0.11622235337721541,0.03801936139640663,-2.188415882192532,5.938,8 6,2,0.1159649314887199,0.031343865335347186,-2.193301887622327,6.566,8 9,2,0.11574462487351872,0.022935854700751004,-2.1928215177688837,6.7,8 9,2,0.11574462487351872,0.022935854700751004,-2.1928215177688837,6.7,8 17,2,0.11622235337721541,0.03801936139640663,-2.188415882192532,5.938,8 9,2,0.11574462487351872,0.022935854700751004,-2.1928215177688837,6.7,8 7,2,0.11554398173349634,0.02044305177059807,-2.194990990754012,6.104,18 7,2,0.1132637779603048,0.026061842868680327,-2.2149372670962166,5.326,8 17,2,0.11622235337721541,0.03801936139640663,-2.188415882192532,5.938,8 7,2,0.11554398173349634,0.02044305177059807,-2.194990990754012,6.104,8 7,2,0.11554398173349634,0.02044305177059807,-2.194990990754012,6.104,8 7,2,0.11554398173349634,0.02044305177059807,-2.194990990754012,6.104,8 17,2,0.11622235337721541,0.03801936139640663,-2.188415882192532,5.938
20,10,500,40,15,25,1,2.0,18,21,23,15,19,19,21,20,22,15,24,22,24,16,20,23,17,21,17,20,3 14,2,0.11501941290111725,0.028581467367139735,-2.20347305996356,6.54,9 14,2,0.11299961973649013,0.022746077231144884,-2.22206513498946,6.18,3 14,2,0.11501941290111725,0.028581467367139735,-2.20347305996356,6.54,3 14,2,0.11501941290111725,0.028581467367139735,-2.20347305996356,6.54,3 14,2,0.11501941290111725,0.028581467367139735,-2.20347305996356,6.54,3 14,2,0.11501941290111725,0.028581467367139735,-2.20347305996356,6.54,1 3,2,0.11513306466936803,0.03161949546497184,-2.200748277694195,5.826,1 3,2,0.11513306466936803,0.03161949546497184,-2.200748277694195,5.826,1 3,2,0.11513306466936803,0.03161949546497184,-2.200748277694195,5.826,1 3,2,0.11513306466936803,0.03161949546497184,-2.200748277694195,5.826,1 3,2,0.11513306466936803,0.03161949546497184,-2.200748277694195,5.826,1 3,2,0.11513306466936803,0.03161949546497184,-2.200748277694195,5.826,1 3,2,0.11513306466936803,0.03161949546497184,-2.200748277694195,5.826,1 3,2,0.11513306466936803,0.03161949546497184,-2.200748277694195,5.826,1 3,2,0.11513306466936803,0.03161949546497184,-2.200748277694195,5.826,1 3,2,0.11513306466936803,0.03161949546497184,-2.200748277694195,5.826,9 14,2,0.11299961973649013,0.022746077231144884,-2.22206513498946,6.18,9 14,2,0.11299961973649013,0.022746077231144884,-2.22206513498946,6.18,9 14,2,0.11299961973649013,0.022746077231144884,-2.22206513498946,6.18
20,10,500,40,15,25,1,2.0,22,16,20,22,18,15,22,19,15,16,20,20,21,21,22,22,15,24,16,20,10 7,2,0.11830815581306249,0.028264669783438952,-2.1756195107392418,7.102,10 7,2,0.11830815581306249,0.028264669783438952,-2.1756195107392418,7.102,10 7,2,0.11830815581306249,0.028264669783438952,-2.1756195107392418,7.102,18 7,2,0.12005936653470636,0.03777276785898693,-2.1496916892915774,7.63,18 7,2,0.12005936653470636,0.03777276785898693,-2.1496916892915774,7.63,18 7,2,0.12005936653470636,0.03777276785898693,-2.1496916892915774,7.63,18 7,2,0.12005936653470636,0.03777276785898693,-2.1496916892915774,7.63,18 7,2,0.12005936653470636,0.03777276785898693,-2.1496916892915774,7.63,18 7,2,0.12005936653470636,0.03777276785898693,-2.1496916892915774,7.63,18 7,2,0.12005936653470636,0.03777276785898693,-2.1496916892915774,7.63,18 7,2,0.12005936653470636,0.03777276785898693,-2.1496916892915774,7.63,18 7,2,0.12005936653470636,0.03777276785898693,-2.1496916892915774,7.63,18 7,2,0.12005936653470636,0.03777276785898693,-2.1496916892915774,7.63,18 7,2,0.12005936653470636,0.03777276785898693,-2.1496916892915774,7.63,18 7,2,0.12005936653470636,0.03777276785898693,-2.1496916892915774,7.63,18 7,2,0.12005936653470636,0.03777276785898693,-2.1496916892915774,7.63,18 7,2,0.12005936653470636,0.03777276785898693,-2.1496916892915774,7.63,18 7,2,0.12005936653470636,0.03777276785898693,-2.1496916892915774,7.63,10 7,2,0.11830815581306249,0.028264669783438952,-2.1756195107392418,7.102
20,10,500,40,15,25,1,2.0,24,17,19,24,18,24,21,22,24,23,19,16,20,20,22,20,17,19,18,18,11 14,2,0.1131086390934881,0.034880534191305254,-2.218585368167317,6.62,19 14,2,0.11852415825897011,0.02591042724395764,-2.1696043223213684,6.916,19 14,2,0.11852415825897011,0.02591042724395764,-2.1696043223213684,6.916,19 14,2,0.11852415825897011,0.02591042724395764,-2.1696043223213684,6.916,19 14,2,0.11852415825897011,0.02591042724395764,-2.1696043223213684,6.916,19 14,2,0.11852415825897011,0.02591042724395764,-2.1696043223213684,6.916,19 14,2,0.11852415825897011,0.02591042724395764,-2.1696043223213684,6.916,19 14,2,0.11852415825897011,0.02591042724395764,-2.1696043223213684,6.916,19 14,2,0.11852415825897011,0.02591042724395764,-2.1696043223213684,6.916,19 14,2,0.11852415825897011,0.02591042724395764,-2.1696043223213684,6.916,19 14,2,0.11852415825897011,0.02591042724395764,-2.1696043223213684,6.916,19 14,2,0.11852415825897011,0.02591042724395764,-2.1696043223213684,6.916,19 14,2,0.11852415825897011,0.02591042724395764,-2.1696043223213684,6.916,19 14,2,0.11852415825897011,0.02591042724395764,-2.1696043223213684,6.916,19 14,2,0.11852415825897011,0.02591042724395764,-2.1696043223213684,6.916,19 14,2,0.11852415825897011,0.02591042724395764,-2.1696043223213684,6.916,19 14,2,0.11852415825897011,0.02591042724395764,-2.1696043223213684,6.916,19 14,2,0.11852415825897011,0.02591042724395764,-2.1696043223213684,6.916,19 14,2,0.11852415825897011,0.02591042724395764,-2.1696043223213684,6.916
20,10,500,40,15,25,1,2.0,17,20,15,21,19,23,20,21,24,21,15,18,20,18,17,16,18,23,24,18,1 14,2,0.12024876819268744,0.03154446533208882,-2.154298428266293,7.648,1 14,2,0.12024876819268744,0.03154446533208882,-2.154298428266293,7.648,1 14,2,0.12024876819268744,0.03154446533208882,-2.154298428266293,7.648,1 14,2,0.12024876819268744,0.03154446533208882,-2.154298428266293,7.648,1 14,2,0.12024876819268744,0.03154446533208882,-2.154298428266293,7.648,1 14,2,0.12024876819268744,0.03154446533208882,-2.154298428266293,7.648,1 14,2,0.12024876819268744,0.03154446533208882,-2.154298428266293,7.648,1 14,2,0.12024876819268744,0.03154446533208882,-2.154298428266293,7.648,1 14,2,0.12024876819268744,0.03154446533208882,-2.154298428266293,7.648,1 14,2,0.12024876819268744,0.03154446533208882,-2.154298428266293,7.648,1 14,2,0.12024876819268744,0.03154446533208882,-2.154298428266293,7.648,1 14,2,0.12024876819268744,0.03154446533208882,-2.154298428266293,7.648,1 14,2,0.12024876819268744,0.03154446533208882,-2.154298428266293,7.648,1 14,2,0.12024876819268744,0.03154446533208882,-2.154298428266293,7.648,1 14,2,0.12024876819268744,0.03154446533208882,-2.154298428266293,7.648,1 13,2,0.11870062019919966,0.03117702312207997,-2.1651041160120386,7.512,1 13,2,0.11870062019919966,0.03117702312207997,-2.1651041160120386,7.512,10 13,2,0.11629236796189164,0.028982453340565022,-2.1843520041860303,6.852,10 13,2,0.11629236796189164,0.028982453340565022,-2.1843520041860303,6.852
20,10,500,40,15,25,1,2.0,17,19,16,24,15,16,17,22,16,19,17,18,24,16,19,17,19,18,23,20,16 1,2,0.11864244312916726,0.023557926087870495,-2.168366076301787,6.916,16 1,2,0.11864244312916726,0.023557926087870495,-2.168366076301787,6.916,16 10,2,0.11762170488517024,0.03780834024906189,-2.173028047677436,6.698,16 10,2,0.11762170488517024,0.03780834024906189,-2.173028047677436,6.698,16 1,2,0.11864244312916726,0.023557926087870495,-2.168366076301787,6.916,16 1,2,0.11864244312916726,0.023557926087870495,-2.168366076301787,6.916,16 1,2,0.11864244312916726,0.023557926087870495,-2.168366076301787,6.916,16 1,2,0.11864244312916726,0.023557926087870495,-2.168366076301787,6.916,16 1,2,0.11864244312916726,0.023557926087870495,-2.168366076301787,6.916,16 1,2,0.11864244312916726,0.023557926087870495,-2.168366076301787,6.916,16 1,2,0.11864244312916726,0.023557926087870495,-2.168366076301787,6.916,16 1,2,0.11864244312916726,0.023557926087870495,-2.168366076301787,6.916,16 10,2,0.11762170488517024,0.03780834024906189,-2.173028047677436,6.698,16 10,2,0.11762170488517024,0.03780834024906189,-2.173028047677436,6.698,16 10,2,0.11762170488517024,0.03780834024906189,-2.173028047677436,6.698,16 10,2,0.11762170488517024,0.03780834024906189,-2.173028047677436,6.698,16 10,2,0.11762170488517024,0.03780834024906189,-2.173028047677436,6.698,16 10,2,0.11762170488517024,0.03780834024906189,-2.173028047677436,6.698,8 12,2,0.1107364026865977,0.030215246184432942,-2.2415336731929196,4.64
20,10,500,40,15,25,1,2.0,18,15,17,20,15,24,15,19,18,19,20,16,16,22,18,19,22,20,21,22,3 7,2,0.12098159430029963,0.030040530796196268,-2.1472207811732735,7.396,15 7,2,0.11856568304250466,0.035539963147685524,-2.1670128719810293,7.296,3 7,2,0.12098159430029963,0.030040530796196268,-2.1472207811732735,7.396,15 7,2,0.11856568304250466,0.035539963147685524,-2.1670128719810293,7.296,3 7,2,0.12098159430029963,0.030040530796196268,-2.1472207811732735,7.396,3 7,2,0.12098159430029963,0.030040530796196268,-2.1472207811732735,7.396,3 7,2,0.12098159430029963,0.030040530796196268,-2.1472207811732735,7.396,3 7,2,0.12098159430029963,0.030040530796196268,-2.1472207811732735,7.396,3 7,2,0.12098159430029963,0.030040530796196268,-2.1472207811732735,7.396,3 7,2,0.12098159430029963,0.030040530796196268,-2.1472207811732735,7.396,3 7,2,0.12098159430029963,0.030040530796196268,-2.1472207811732735,7.396,3 7,2,0.12098159430029963,0.030040530796196268,-2.1472207811732735,7.396,3 7,2,0.12098159430029963,0.030040530796196268,-2.1472207811732735,7.396,1 3,2,0.11843151495159894,0.037198059662599425,-2.1667295494228824,6.34,3 7,2,0.12098159430029963,0.030040530796196268,-2.1472207811732735,7.396,3 7,2,0.12098159430029963,0.030040530796196268,-2.1472207811732735,7.396,3 7,2,0.12098159430029963,0.030040530796196268,-2.1472207811732735,7.396,1 15,2,0.11601560369380397,0.032988294819501274,-2.18932052347031,6.24,1 7,2,0.11768008006869181,0.04179674475110074,-2.1729964617638298,6.696
20,10,500,40,15,25,1,2.0,23,24,18,22,16,20,17,17,22,22,23,21,15,24,16,21,15,15,24,22,3 12,2,0.12254879648449771,0.03136934084662417,-2.134481329018447,8.396,2 3,2,0.12422448033053411,0.04164880169645063,-2.1155517529826953,8.06,2 3,2,0.12422448033053411,0.04164880169645063,-2.1155517529826953,8.06,2 3,2,0.12422448033053411,0.04164880169645063,-2.1155517529826953,8.06,2 3,2,0.12422448033053411,0.04164880169645063,-2.1155517529826953,8.06,2 3,2,0.12422448033053411,0.04164880169645063,-2.1155517529826953,8.06,2 3,2,0.12422448033053411,0.04164880169645063,-2.1155517529826953,8.06,2 3,2,0.12422448033053411,0.04164880169645063,-2.1155517529826953,8.06,2 3,2,0.12422448033053411,0.04164880169645063,-2.1155517529826953,8.06,2 3,2,0.12422448033053411,0.04164880169645063,-2.1155517529826953,8.06,2 3,2,0.12422448033053411,0.04164880169645063,-2.1155517529826953,8.06,2 3,2,0.12422448033053411,0.04164880169645063,-2.1155517529826953,8.06,2 12,2,0.12283169397335333,0.036302059818273655,-2.1283910547805807,8.184,2 12,2,0.12283169397335333,0.036302059818273655,-2.1283910547805807,8.184,2 12,2,0.12283169397335333,0.036302059818273655,-2.1283910547805807,8.184,2 3,2,0.12422448033053411,0.04164880169645063,-2.1155517529826953,8.06,2 3,2,0.12422448033053411,0.04164880169645063,-2.1155517529826953,8.06,2 12,2,0.12283169397335333,0.036302059818273655,-2.1283910547805807,8.184,2 3,2,0.12422448033053411,0.04164880169645063,-2.1155517529826953,8.06
20,10,500,40,15,25,1,2.0,21,18,20,16,21,17,18,17,15,22,23,15,17,20,19,21,16,15,16,21,17 2,2,0.11709706435741035,0.042457384882269106,-2.1813847690925603,6.24,2 12,2,0.11823046291929337,0.031615518164314585,-2.171553319512132,6.932,2 12,2,0.11823046291929337,0.031615518164314585,-2.171553319512132,6.932,18 2,2,0.11773407155849729,0.03496185538537387,-2.1740285928643397,6.544,18 2,2,0.11773407155849729,0.03496185538537387,-2.1740285928643397,6.544,18 12,2,0.11702909678848211,0.0323760907961147,-2.1856717762961617,6.276,18 12,2,0.11702909678848211,0.0323760907961147,-2.1856717762961617,6.276,18 2,2,0.11773407155849729,0.03496185538537387,-2.1740285928643397,6.544,18 12,2,0.11702909678848211,0.0323760907961147,-2.1856717762961617,6.276,18 12,2,0.11702909678848211,0.0323760907961147,-2.1856717762961617,6.276,18 12,2,0.11702909678848211,0.0323760907961147,-2.1856717762961617,6.276,18 12,2,0.11702909678848211,0.0323760907961147,-2.1856717762961617,6.276,2 12,2,0.11823046291929337,0.031615518164314585,-2.171553319512132,6.932,2 12,2,0.11823046291929337,0.031615518164314585,-2.171553319512132,6.932,2 12,2,0.11823046291929337,0.031615518164314585,-2.171553319512132,6.932,2 12,2,0.11823046291929337,0.031615518164314585,-2.171553319512132,6.932,2 12,2,0.11823046291929337,0.031615518164314585,-2.171553319512132,6.932,17 2,2,0.11709706435741035,0.042457384882269106,-2.1813847690925603,6.24,17 2,2,0.11709706435741035,0.042457384882269106,-2.1813847690925603,6.24
20,10,500,40,15,25,1,2.0,22,20,15,17,17,15,18,22,20,20,20,20,18,19,22,20,23,19,20,20,19 6,2,0.11447068146295192,0.03840038341609532,-2.20351643746261,6.8,19 6,2,0.11447068146295192,0.03840038341609532,-2.20351643746261,6.8,19 6,2,0.11447068146295192,0.03840038341609532,-2.20351643746261,6.8,0 6,2,0.11352857407038676,0.0343484723946378,-2.214387902468371,5.668,19 6,2,0.11447068146295192,0.03840038341609532,-2.20351643746261,6.8,19 6,2,0.11447068146295192,0.03840038341609532,-2.20351643746261,6.8,11 19,2,0.11500016210627527,0.021002144443152154,-2.200610938793829,6.48,11 19,2,0.11500016210627527,0.021002144443152154,-2.200610938793829,6.48,11 19,2,0.11500016210627527,0.021002144443152154,-2.200610938793829,6.48,11 19,2,0.11500016210627527,0.021002144443152154,-2.200610938793829,6.48,0 6,2,0.11352857407038676,0.0343484723946378,-2.214387902468371,5.668,0 6,2,0.11352857407038676,0.0343484723946378,-2.214387902468371,5.668,0 6,2,0.11352857407038676,0.0343484723946378,-2.214387902468371,5.668,0 6,2,0.11352857407038676,0.0343484723946378,-2.214387902468371,5.668,11 19,2,0.11500016210627527,0.021002144443152154,-2.200610938793829,6.48,11 19,2,0.11500016210627527,0.021002144443152154,-2.200610938793829,6.48,19 6,2,0.11447068146295192,0.03840038341609532,-2.20351643746261,6.8,19 6,2,0.11447068146295192,0.03840038341609532,-2.20351643746261,6.8,19 6,2,0.11447068146295192,0.03840038341609532,-2.20351643746261,6.8
20,10,500,40,15,25,1,2.0,16,16,19,20,23,21,24,22,23,15,19,24,21,21,21,22,19,21,20,21,1 13,2,0.11827818481963985,0.03209102920108966,-2.172389660714019,8.232,1 13,2,0.11827818481963985,0.03209102920108966,-2.172389660714019,8.232,1 13,2,0.11827818481963985,0.03209102920108966,-2.172389660714019,8.232,1 13,2,0.11827818481963985,0.03209102920108966,-2.172389660714019,8.232,1 18,2,0.11660920045174311,0.029617704942268792,-2.1843229536988233,7.384,1 13,2,0.11827818481963985,0.03209102920108966,-2.172389660714019,8.232,1 13,2,0.11827818481963985,0.03209102920108966,-2.172389660714019,8.232,1 13,2,0.11827818481963985,0.03209102920108966,-2.172389660714019,8.232,8 1,2,0.11689191762610589,0.0247019245039135,-2.1895026971552936,6.728,8 1,2,0.11689191762610589,0.0247019245039135,-2.1895026971552936,6.728,8 1,2,0.11689191762610589,0.0247019245039135,-2.1895026971552936,6.728,1 13,2,0.11827818481963985,0.03209102920108966,-2.172389660714019,8.232,8 1,2,0.11689191762610589,0.0247019245039135,-2.1895026971552936,6.728,8 1,2,0.11689191762610589,0.0247019245039135,-2.1895026971552936,6.728,8 1,2,0.11689191762610589,0.0247019245039135,-2.1895026971552936,6.728,1 18,2,0.11660920045174311,0.029617704942268792,-2.1843229536988233,7.384,1 13,2,0.11827818481963985,0.03209102920108966,-2.172389660714019,8.232,1 13,2,0.11827818481963985,0.03209102920108966,-2.172389660714019,8.232,1 13,2,0.11827818481963985,0.03209102920108966,-2.172389660714019,8.232
20,10,500,40,15,25,1,2.0,15,21,17,19,17,18,20,20,16,22,24,21,16,20,18,22,16,23,20,17,9 5,2,0.11322878652257512,0.032637449962367095,-2.2158583116601016,6.3,9 5,2,0.11322878652257512,0.032637449962367095,-2.2158583116601016,6.3,9 5,2,0.11322878652257512,0.032637449962367095,-2.2158583116601016,6.3,9 5,2,0.11322878652257512,0.032637449962367095,-2.2158583116601016,6.3,3 5,2,0.1132365292852302,0.025377218218575658,-2.214845937570062,6.53,13 5,2,0.11399018397473652,0.022484709171657992,-2.2084991613620715,6.288,13 5,2,0.11399018397473652,0.022484709171657992,-2.2084991613620715,6.288,13 5,2,0.11399018397473652,0.022484709171657992,-2.2084991613620715,6.288,13 5,2,0.11399018397473652,0.022484709171657992,-2.2084991613620715,6.288,13 14,2,0.11254037205623496,0.01801518991255173,-2.2259864264862674,5.928,5 13,2,0.11399018397473652,0.022484709171657992,-2.2084991613620715,6.288,3 13,2,0.11213964633864495,0.0381929919869877,-2.2251743888067157,5.762,13 14,2,0.11254037205623496,0.01801518991255173,-2.2259864264862674,5.928,13 14,2,0.11254037205623496,0.01801518991255173,-2.2259864264862674,5.928,5 14,2,0.11363725500282021,0.02008122704808949,-2.213519879839908,6.696,5 14,2,0.11363725500282021,0.02008122704808949,-2.213519879839908,6.696,1 14,2,0.11112756360539004,0.023300329559181696,-2.2358861120370603,5.268,3 14,2,0.11178671736672863,0.026598034455589288,-2.231058819574733,6.17,3 13,2,0.11213964633864495,0.0381929919869877,-2.2251743888067157,5.762
20,10,500,40,15,25,1,2.0,23,17,18,23,17,18,16,24,16,23,15,21,24,17,19,24,21,17,17,17,5 13,2,0.11453493595208067,0.02496192099112486,-2.2050594928216363,6.376,9 13,2,0.11626263229775567,0.02523862332816165,-2.1892783974446104,6.824,16 13,2,0.11574334912871939,0.03911775748745992,-2.1946891057565865,6.712,9 13,2,0.11626263229775567,0.02523862332816165,-2.1892783974446104,6.824,9 13,2,0.11626263229775567,0.02523862332816165,-2.1892783974446104,6.824,16 13,2,0.11574334912871939,0.03911775748745992,-2.1946891057565865,6.712,16 13,2,0.11574334912871939,0.03911775748745992,-2.1946891057565865,6.712,9 13,2,0.11626263229775567,0.02523862332816165,-2.1892783974446104,6.824,9 13,2,0.11626263229775567,0.02523862332816165,-2.1892783974446104,6.824,16 13,2,0.11574334912871939,0.03911775748745992,-2.1946891057565865,6.712,16 13,2,0.11574334912871939,0.03911775748745992,-2.1946891057565865,6.712,16 13,2,0.11574334912871939,0.03911775748745992,-2.1946891057565865,6.712,16 13,2,0.11574334912871939,0.03911775748745992,-2.1946891057565865,6.712,2 13,2,0.11527130068203101,0.04026635487851074,-2.194521549113864,6.412,2 13,2,0.11527130068203101,0.04026635487851074,-2.194521549113864,6.412,2 13,2,0.11527130068203101,0.04026635487851074,-2.194521549113864,6.412,9 13,2,0.11626263229775567,0.02523862332816165,-2.1892783974446104,6.824,9 13,2,0.11626263229775567,0.02523862332816165,-2.1892783974446104,6.824,13 6,2,0.11374122733113312,0.03562078779977565,-2.212619493949869,6.036
